"County","Min","Median","Mean","Max","Recent"
"LEE",0.0160945315354022,0.0334578909055524,0.0689305770644899,0.192711994911453,0.0160945315354022
"LOUDOUN",0.0277574742236672,0.0426718225140945,0.0426753294876697,0.0576001986988228,0.0277574742236672
"LOUISA",0.134744465673672,0.164442970405738,0.165323073237943,0.197661886466623,0.187232805156342
"LUNENBURG",0.0384264171060896,0.0936934671473308,0.0903413529220905,0.135552060287611,0.0384264171060896
"MADISON",0.186076477053094,0.391074213402319,0.484481234816676,0.969700035408974,0.505695738554482
"MATHEWS",1.02849606229313,1.3881441469636,1.61157344754565,2.64150943396226,1.0477029869023
"MECKLENBURG",0.0441610132401241,0.0584114238060964,0.0689406264557416,0.114778644970649,0.0657588030370115
"MIDDLESEX",0,0.0710916952142996,0.0687168145990693,0.132683867967678,0.132683867967678
"MONTGOMERY",0.00198866422055791,0.00230822388201944,0.00239477893740293,0.00297400376501492,0.00198866422055791
"NELSON",0.0280859715364508,0.041237434541892,0.0641440354289217,0.146015301095452,0.0347390341575271
"NORTHAMPTON",0.00458580248933053,0.0207087771838408,0.0180549187953215,0.0262163183242738,0.00458580248933053
"NOTTOWAY",0.03807757987254,0.0677988746767172,0.0651783661108165,0.0870381352172918,0.0585415604283529
"ORANGE",0.0290471276784643,0.0346923034540634,0.0375947527060454,0.0519472762375907,0.031408026526286
"PAGE",0.00901472069656633,0.0156784355217282,0.019799164774966,0.0388250673598411,0.016500212292096
"PATRICK",0.0398509433369058,0.115509921068094,0.146263342656875,0.314182585154407,0.157370377737878
"PITTSYLVANIA",0.0345462450382979,0.0527432613383878,0.0701710862488234,0.14065157728022,0.0399675634751027
"POWHATAN",0.0221436223375287,0.189306791625889,0.252574162765391,0.609539445472255,0.117930608572114
"PRINCE EDWARD",0.0163047896067757,0.0428653674743638,0.304787269819465,1.11711355472236,0.0175412430301734
"PRINCE WILLIAM",0.000281561361482554,0.00114195543454144,0.00110882900845186,0.001869843803242,0.000659752177692037
"PULASKI",0.000994255475933052,0.00607915356876135,0.00575979484704151,0.00988661677471028,0.00988661677471028
"RAPPAHANNOCK",0.393798024149286,2.33647960660083,2.1739778289752,3.62915407854985,2.52104273923347
"ROANOKE",0.00594539577879322,0.00634009784968217,0.00680314652275501,0.00858699461286249,0.00858699461286249
"ROCKBRIDGE",0.0231650988591394,0.0285568131066596,0.0284547858535149,0.033540418341601,0.0316364162267698
"ROCKINGHAM",0.0116218106614715,0.0143337094474177,0.0144044306247963,0.0173284929428782,0.0164766168884324
"SCOTT",0.0147908003626752,0.0685145199057067,0.0985135705321158,0.242234441954375,0.0147908003626752
"SHENANDOAH",0.0102104599936745,0.0246079832418299,0.022863070041358,0.0320258536880976,0.0226490888794116
"SMYTH",0.00450237812646142,0.00682126716928945,0.00993324366177654,0.0215880621820658,0.00643250724805052
"SOUTHAMPTON",0,0.00474049626426197,0.00444822066263808,0.00831189012202839,0.00193598724785699
"SPOTSYLVANIA",0.00309234770122514,0.00548608241783955,0.00615762865494155,0.010566002082862,0.00309234770122514
"STAFFORD",0.00115890048067102,0.00249491184081201,0.00247480455238967,0.00375049404726362,0.00115890048067102
"SUFFOLK CITY",0.000659443044473248,0.000760698062698916,0.000952044877242819,0.00162734033910019,0.000659443044473248
"SURRY",0.0380421478445512,0.116193635302002,0.158653232825383,0.364183512852977,0.0380421478445512
"SUSSEX",0,0.0157714301888186,0.0144459001376255,0.0262407401728647,0.0116097319964614
"VIRGINIA BEACH CITY",0.00189118853965132,0.00208778198683888,0.00224071932079975,0.00289612476986991,0.00218776654675857
"WARREN",0.00152797820940605,0.00485457458400786,0.00544881117009506,0.0105581173029585,0.00152797820940605
"WASHINGTON",0.00605825137110113,0.0150168957475423,0.0142318290894871,0.0208352734917627,0.00605825137110113
"WESTMORELAND",0.00147875556381781,0.0533239886319907,0.0564037388201213,0.117488222452686,0.117488222452686
"WISE",0.00143818447922815,0.00189880291713439,0.00203820991330189,0.00291704933971063,0.00291704933971063
"WYTHE",0.00355920070085759,0.00893011971742184,0.00805183109644998,0.0107878842500987,0.00355920070085759
"YORK",0.000271308990727047,0.00062327522363773,0.000587321929192411,0.000831428278767137,0.000831428278767137
