"Year","County_Code","name","PPT","Irrigation","Max_UnderTh","Unreported_Irrigation_based"
2013,169,"SCOTT",489.75,272,180,52.14
2013,167,"RUSSELL",446.06,316,118,39.71
2013,59,"FAIRFAX",332.07,430,101,46.25
2013,31,"CAMPBELL",369.34,393,130,54.4
2013,157,"RAPPAHANNOCK",305.45,457,95,46.23
2013,23,"BOTETOURT",418.99,343,77,28.12
2013,197,"WYTHE",453.58,308,55,18.04
2013,43,"CLARKE",311.01,451,94,45.14
2013,83,"HALIFAX",416.5,346,223,82.16
2013,800,"SUFFOLK CITY",409.39,353,109,40.97
2013,113,"MADISON",392.57,369,72,28.29
2013,163,"ROCKBRIDGE",395.22,367,59,23.06
2013,810,"VIRGINIA BEACH CITY",382.93,379,65,26.23
2013,15,"AUGUSTA",388.69,373,199,79.04
2013,45,"CRAIG",381.75,380,30,12.14
2013,181,"SURRY",448.58,313,65,21.66
2013,159,"RICHMOND",370.5,392,21,8.77
2013,153,"PRINCE WILLIAM",301.14,461,89,43.69
2013,199,"YORK",469.98,292,41,12.75
2013,7,"AMELIA",344.9,417,109,48.4
2013,119,"MIDDLESEX",360.52,401,26,11.1
2013,109,"LOUISA",456.45,306,90,29.33
2013,111,"LUNENBURG",386.68,375,61,24.36
2013,115,"MATHEWS",371.97,390,19,7.89
2013,191,"WASHINGTON",448.48,314,155,51.83
2013,29,"BUCKINGHAM",433.35,329,26,9.11
2013,33,"CAROLINE",400.95,361,79,30.37
2013,53,"DINWIDDIE",339.96,422,115,51.68
2013,141,"PATRICK",461.29,301,134,42.95
2013,177,"SPOTSYLVANIA",378.04,384,79,32.3
2013,35,"CARROLL",446.38,316,60,20.19
2013,57,"ESSEX",374.68,387,39,16.07
2013,41,"CHESTERFIELD",386.88,375,46,18.37
2013,125,"NELSON",463.64,298,145,46.01
2013,147,"PRINCE EDWARD",407.73,354,60,22.62
2013,97,"KING AND QUEEN",367.27,395,64,26.92
2013,179,"STAFFORD",369.34,393,25,10.46
2013,107,"LOUDOUN",300.5,462,242,119.06
2013,71,"GILES",426.94,335,32,11.42
2013,1,"ACCOMACK",325.59,436,58,26.93
2013,127,"NEW KENT",410.58,351,18,6.73
2013,185,"TAZEWELL",413.66,348,29,10.75
2013,21,"BLAND",361.56,400,21,8.94
2013,91,"HIGHLAND",365.88,396,9,3.8
2013,61,"FAUQUIER",329.61,432,217,99.82
2013,69,"FREDERICK",319.36,443,159,75.01
2013,17,"BATH",363.2,399,19,8.07
2013,3,"ALBEMARLE",443.84,318,168,56.89
2013,51,"DICKENSON",408.86,353,12,4.51
2013,49,"CUMBERLAND",428.36,334,27,9.6
2013,85,"HANOVER",441.71,320,278,94.73
2013,81,"GREENSVILLE",349.75,412,9,3.95
2013,5,"ALLEGHANY",351.69,410,11,4.8
2013,165,"ROCKINGHAM",355.67,406,350,151.32
2013,171,"SHENANDOAH",335.58,426,125,56.7
2013,145,"POWHATAN",429.28,333,32,11.35
2013,175,"SOUTHAMPTON",433.76,328,90,31.43
2013,139,"PAGE",365.8,396,47,19.82
2013,133,"NORTHUMBERLAND",330.71,431,10,4.59
2013,75,"GOOCHLAND",485.07,277,32,9.44
2013,65,"FLUVANNA",467.32,295,61,19.16
2013,95,"JAMES CITY",434.51,327,27,9.4
2013,63,"FLOYD",394.45,368,196,76.81
2013,149,"PRINCE GEORGE",410.96,351,8,2.99
2013,77,"GRAYSON",552.63,209,77,17.14
2013,131,"NORTHAMPTON",317.55,444,48,22.69
2013,137,"ORANGE",412.16,350,53,19.75
2013,79,"GREENE",376.55,385,47,19.27
2013,195,"WISE",414.07,348,15,5.56
2013,183,"SUSSEX",398.12,364,25,9.69
2013,87,"HENRICO",441.84,320,49,16.7
2013,101,"KING WILLIAM",388.39,374,17,6.77
2013,103,"LANCASTER",334.15,428,12,5.47
2013,187,"WARREN",320.61,441,70,32.87
2013,9,"AMHERST",446.54,315,36,12.08
2013,155,"PULASKI",407.61,354,28,10.55
2013,19,"BEDFORD",390.62,371,159,62.82
2013,173,"SMYTH",459.08,303,66,21.3
2014,67,"FRANKLIN",271.69,490,242,126.27
2014,37,"CHARLOTTE",296.22,466,202,100.24
2014,99,"KING GEORGE",244.49,518,34,18.75
2014,135,"NOTTOWAY",254.93,507,55,29.69
2014,25,"BRUNSWICK",366.16,396,126,53.13
2014,161,"ROANOKE",371.66,390,82,34.05
2014,36,"CHARLES CITY",279.3,483,21,10.8
2014,550,"CHESAPEAKE CITY",282.86,479,189,96.4
2014,11,"APPOMATTOX",290.87,471,81,40.63
2014,73,"GLOUCESTER",332.32,430,58,26.56
2014,47,"CULPEPER",314.87,447,167,79.49
2014,105,"LEE",352.92,409,204,88.85
2014,193,"WESTMORELAND",221.02,541,122,70.28
2014,143,"PITTSYLVANIA",316.68,445,211,99.99
2014,117,"MECKLENBURG",365.16,397,236,99.77
2014,121,"MONTGOMERY",260.51,501,41,21.87
2014,89,"HENRY",282.88,479,40,20.4
2014,93,"ISLE OF WIGHT",261.33,501,44,23.47
2014,169,"SCOTT",419.56,342,180,65.55
2014,167,"RUSSELL",354.57,407,118,51.14
2014,59,"FAIRFAX",305.93,456,101,49.04
2014,31,"CAMPBELL",318.57,443,130,61.33
2014,157,"RAPPAHANNOCK",333.64,428,95,43.3
2014,23,"BOTETOURT",332.13,430,77,35.26
2014,197,"WYTHE",298.23,464,55,27.18
2014,43,"CLARKE",277.29,485,94,48.55
2014,83,"HALIFAX",347.24,415,223,98.55
2014,800,"SUFFOLK CITY",273.16,489,109,56.76
2014,113,"MADISON",327.23,435,72,33.35
2014,163,"ROCKBRIDGE",282.17,480,59,30.16
2014,810,"VIRGINIA BEACH CITY",328.31,434,65,30.04
2014,15,"AUGUSTA",233.66,528,199,111.89
2014,45,"CRAIG",294.57,467,30,14.92
2014,181,"SURRY",278.31,484,65,33.5
2014,159,"RICHMOND",240.86,521,21,11.65
2014,153,"PRINCE WILLIAM",340.73,421,89,39.9
2014,199,"YORK",282.21,480,41,20.96
2014,7,"AMELIA",263.84,498,109,57.8
2014,119,"MIDDLESEX",285.02,477,26,13.21
2014,109,"LOUISA",303.66,458,90,43.89
2014,111,"LUNENBURG",299.67,462,61,30.01
2014,115,"MATHEWS",293.89,468,19,9.47
2014,191,"WASHINGTON",369.98,392,155,64.7
2014,29,"BUCKINGHAM",310.5,452,26,12.51
2014,33,"CAROLINE",221.3,541,79,45.51
2014,53,"DINWIDDIE",299.62,462,115,56.58
2014,141,"PATRICK",362.82,399,134,56.93
2014,177,"SPOTSYLVANIA",283.99,478,79,40.21
2014,35,"CARROLL",292.52,469,60,29.97
2014,57,"ESSEX",260.57,501,39,20.81
2014,41,"CHESTERFIELD",253.4,509,46,24.93
2014,125,"NELSON",290.21,472,145,72.88
2014,147,"PRINCE EDWARD",265.05,497,60,31.75
2014,97,"KING AND QUEEN",296.02,466,64,31.76
2014,179,"STAFFORD",261.06,501,25,13.34
2014,107,"LOUDOUN",302.52,459,242,118.28
2014,71,"GILES",287.27,475,32,16.19
2014,1,"ACCOMACK",219.95,542,58,33.48
2014,127,"NEW KENT",292.41,470,18,9.01
2014,185,"TAZEWELL",354.4,408,29,12.6
2014,21,"BLAND",316.33,446,21,9.97
2014,91,"HIGHLAND",186.68,575,9,5.51
2014,61,"FAUQUIER",315.25,447,217,103.29
2014,69,"FREDERICK",250.34,512,159,86.69
2014,17,"BATH",199.77,562,19,11.37
2014,3,"ALBEMARLE",300.58,461,168,82.47
2014,51,"DICKENSON",426.24,336,12,4.29
2014,49,"CUMBERLAND",271.04,491,27,14.12
2014,85,"HANOVER",241.27,521,278,154.23
2014,81,"GREENSVILLE",330.77,431,9,4.13
2014,5,"ALLEGHANY",267.37,495,11,5.8
2014,165,"ROCKINGHAM",292.05,470,350,175.17
2014,171,"SHENANDOAH",306.71,455,125,60.56
2014,145,"POWHATAN",249.85,512,32,17.45
2014,175,"SOUTHAMPTON",318.96,443,90,42.46
2014,139,"PAGE",298.21,464,47,23.22
2014,133,"NORTHUMBERLAND",250.8,511,10,5.44
2014,75,"GOOCHLAND",255.5,506,32,17.24
2014,65,"FLUVANNA",286.49,476,61,30.92
2014,95,"JAMES CITY",312.99,449,27,12.91
2014,63,"FLOYD",339.15,423,196,88.29
2014,149,"PRINCE GEORGE",289.39,473,8,4.03
2014,77,"GRAYSON",292.61,469,77,38.46
2014,131,"NORTHAMPTON",244.31,518,48,26.48
2014,137,"ORANGE",263.96,498,53,28.11
2014,79,"GREENE",304.61,457,47,22.87
2014,195,"WISE",422.5,340,15,5.43
2014,183,"SUSSEX",296.77,465,25,12.38
2014,87,"HENRICO",247.66,514,49,26.82
2014,101,"KING WILLIAM",254.98,507,17,9.18
2014,103,"LANCASTER",278.42,484,12,6.18
2014,187,"WARREN",292.96,469,70,34.96
2014,9,"AMHERST",321.95,440,36,16.87
2014,155,"PULASKI",274.75,487,28,14.52
2014,19,"BEDFORD",337.48,425,159,71.96
2014,173,"SMYTH",333.09,429,66,30.15
2015,67,"FRANKLIN",320.35,442,242,113.9
2015,37,"CHARLOTTE",354.44,408,202,87.76
2015,99,"KING GEORGE",381.6,380,34,13.76
2015,135,"NOTTOWAY",337.07,425,55,24.89
2015,25,"BRUNSWICK",356.97,405,126,54.34
2015,161,"ROANOKE",282.67,479,82,41.83
2015,36,"CHARLES CITY",382.95,379,21,8.48
2015,550,"CHESAPEAKE CITY",347.64,414,189,83.32
2015,11,"APPOMATTOX",328.02,434,81,37.43
2015,73,"GLOUCESTER",414.66,347,58,21.43
2015,47,"CULPEPER",340.25,422,167,75.05
2015,105,"LEE",401.76,360,204,78.2
2015,193,"WESTMORELAND",397.98,364,122,47.29
2015,143,"PITTSYLVANIA",371.21,391,211,87.85
2015,117,"MECKLENBURG",339.65,422,236,106.05
2015,121,"MONTGOMERY",298.43,464,41,20.26
2015,89,"HENRY",356.03,406,40,17.29
2015,93,"ISLE OF WIGHT",406.22,356,44,16.68
2015,169,"SCOTT",348.57,413,180,79.16
2015,167,"RUSSELL",406.46,356,118,44.73
2015,59,"FAIRFAX",377.92,384,101,41.3
2015,31,"CAMPBELL",313.32,449,130,62.16
2015,157,"RAPPAHANNOCK",329.29,433,95,43.8
2015,23,"BOTETOURT",356.79,405,77,33.21
2015,197,"WYTHE",343.63,418,55,24.48
2015,43,"CLARKE",312.16,450,94,45.04
2015,83,"HALIFAX",353.12,409,223,97.12
2015,800,"SUFFOLK CITY",366.97,395,109,45.85
2015,113,"MADISON",268.34,494,72,37.88
2015,163,"ROCKBRIDGE",295.54,466,59,29.28
2015,810,"VIRGINIA BEACH CITY",323.91,438,65,30.32
2015,15,"AUGUSTA",274.64,487,199,103.2
2015,45,"CRAIG",369.31,393,30,12.55
2015,181,"SURRY",396.53,365,65,25.26
2015,159,"RICHMOND",412.51,349,21,7.8
2015,153,"PRINCE WILLIAM",386.76,375,89,35.54
2015,199,"YORK",406.78,355,41,15.5
2015,7,"AMELIA",342.43,420,109,48.75
2015,119,"MIDDLESEX",411.91,350,26,9.69
2015,109,"LOUISA",297.37,465,90,44.56
2015,111,"LUNENBURG",345.54,416,61,27.02
2015,115,"MATHEWS",392.4,370,19,7.49
2015,191,"WASHINGTON",392.64,369,155,60.9
2015,29,"BUCKINGHAM",313.3,449,26,12.43
2015,33,"CAROLINE",379.77,382,79,32.14
2015,53,"DINWIDDIE",371.73,390,115,47.76
2015,141,"PATRICK",382.08,380,134,54.22
2015,177,"SPOTSYLVANIA",351.13,411,79,34.58
2015,35,"CARROLL",368.97,393,60,25.11
2015,57,"ESSEX",401.44,361,39,14.99
2015,41,"CHESTERFIELD",353.07,409,46,20.03
2015,125,"NELSON",320.73,441,145,68.09
2015,147,"PRINCE EDWARD",326.15,436,60,27.86
2015,97,"KING AND QUEEN",420.45,342,64,23.31
2015,179,"STAFFORD",339.6,422,25,11.23
2015,107,"LOUDOUN",328.09,434,242,111.84
2015,71,"GILES",333.16,429,32,14.62
2015,1,"ACCOMACK",329.05,433,58,26.74
2015,127,"NEW KENT",433.02,329,18,6.31
2015,185,"TAZEWELL",386.84,375,29,11.58
2015,21,"BLAND",338.41,424,21,9.48
2015,91,"HIGHLAND",302.37,460,9,4.41
2015,61,"FAUQUIER",367.23,395,217,91.27
2015,69,"FREDERICK",285.1,477,159,80.76
2015,17,"BATH",299.61,462,19,9.35
2015,3,"ALBEMARLE",331.8,430,168,76.93
2015,51,"DICKENSON",366.23,396,12,5.06
2015,49,"CUMBERLAND",305.09,457,27,13.14
2015,85,"HANOVER",349.87,412,278,121.97
2015,81,"GREENSVILLE",348.83,413,9,3.96
2015,5,"ALLEGHANY",345.76,416,11,4.87
2015,165,"ROCKINGHAM",268.64,493,350,183.74
2015,171,"SHENANDOAH",308.36,454,125,60.43
2015,145,"POWHATAN",327.87,434,32,14.79
2015,175,"SOUTHAMPTON",347.9,414,90,39.68
2015,139,"PAGE",265.96,496,47,24.82
2015,133,"NORTHUMBERLAND",376.11,386,10,4.11
2015,75,"GOOCHLAND",303.18,459,32,15.64
2015,65,"FLUVANNA",322.36,440,61,28.58
2015,95,"JAMES CITY",406.68,355,27,10.21
2015,63,"FLOYD",312.8,449,196,93.71
2015,149,"PRINCE GEORGE",352.84,409,8,3.48
2015,77,"GRAYSON",340.53,421,77,34.52
2015,131,"NORTHAMPTON",304.7,457,48,23.36
2015,137,"ORANGE",320.06,442,53,24.95
2015,79,"GREENE",316.17,446,47,22.32
2015,195,"WISE",380.14,382,15,6.1
2015,183,"SUSSEX",368.1,394,25,10.49
2015,87,"HENRICO",375.83,386,49,20.14
2015,101,"KING WILLIAM",395.25,367,17,6.64
2015,103,"LANCASTER",378.18,384,12,4.91
2015,187,"WARREN",330.82,431,70,32.13
2015,9,"AMHERST",344.59,417,36,15.99
2015,155,"PULASKI",340.99,421,28,12.55
2015,19,"BEDFORD",342.9,419,159,70.94
2015,173,"SMYTH",388.55,373,66,26.21
2016,67,"FRANKLIN",308.67,453,242,116.74
2016,37,"CHARLOTTE",297.83,464,202,99.81
2016,99,"KING GEORGE",274.29,488,34,17.67
2016,135,"NOTTOWAY",240.56,521,55,30.51
2016,25,"BRUNSWICK",298.74,463,126,62.12
2016,161,"ROANOKE",367.48,395,82,34.49
2016,36,"CHARLES CITY",339.32,423,21,9.46
2016,550,"CHESAPEAKE CITY",307.28,455,189,91.57
2016,11,"APPOMATTOX",303.78,458,81,39.5
2016,73,"GLOUCESTER",292.99,469,58,28.97
2016,47,"CULPEPER",353.22,409,167,72.73
2016,105,"LEE",380.78,381,204,82.77
2016,193,"WESTMORELAND",237.42,525,122,68.2
2016,143,"PITTSYLVANIA",350.85,411,211,92.35
2016,117,"MECKLENBURG",292.25,470,236,118.11
2016,121,"MONTGOMERY",326.21,436,41,19.04
2016,89,"HENRY",356.55,405,40,17.25
2016,93,"ISLE OF WIGHT",349.21,413,44,19.35
2016,169,"SCOTT",380.24,382,180,73.22
2016,167,"RUSSELL",396.57,365,118,45.86
2016,59,"FAIRFAX",293.02,469,101,50.44
2016,31,"CAMPBELL",329.67,432,130,59.8
2016,157,"RAPPAHANNOCK",311.32,451,95,45.62
2016,23,"BOTETOURT",310.19,452,77,37.06
2016,197,"WYTHE",332.78,429,55,25.13
2016,43,"CLARKE",282.82,479,94,47.95
2016,83,"HALIFAX",335.4,427,223,101.4
2016,800,"SUFFOLK CITY",332,430,109,49.91
2016,113,"MADISON",343.17,419,72,32.12
2016,163,"ROCKBRIDGE",290.71,471,59,29.59
2016,810,"VIRGINIA BEACH CITY",327.25,435,65,30.11
2016,15,"AUGUSTA",347.9,414,199,87.73
2016,45,"CRAIG",358.93,403,30,12.87
2016,181,"SURRY",342.42,420,65,29.07
2016,159,"RICHMOND",248.96,513,21,11.47
2016,153,"PRINCE WILLIAM",262.09,500,89,47.39
2016,199,"YORK",295.91,466,41,20.35
2016,7,"AMELIA",234.6,527,109,61.17
2016,119,"MIDDLESEX",272.09,490,26,13.57
2016,109,"LOUISA",343.35,419,90,40.16
2016,111,"LUNENBURG",280.68,481,61,31.24
2016,115,"MATHEWS",265.57,496,19,10.04
2016,191,"WASHINGTON",348.17,414,155,68.33
2016,29,"BUCKINGHAM",310.17,452,26,12.51
2016,33,"CAROLINE",349.1,413,79,34.74
2016,53,"DINWIDDIE",266.99,495,115,60.62
2016,141,"PATRICK",372.33,390,134,55.65
2016,177,"SPOTSYLVANIA",367.74,394,79,33.14
2016,35,"CARROLL",390.06,372,60,23.77
2016,57,"ESSEX",272.65,489,39,20.31
2016,41,"CHESTERFIELD",266.65,495,46,24.25
2016,125,"NELSON",412.7,349,145,53.89
2016,147,"PRINCE EDWARD",270.17,492,60,31.43
2016,97,"KING AND QUEEN",334.45,428,64,29.17
2016,179,"STAFFORD",285.61,476,25,12.67
2016,107,"LOUDOUN",296.03,466,242,120.09
2016,71,"GILES",363.75,398,32,13.56
2016,1,"ACCOMACK",305.79,456,58,28.16
2016,127,"NEW KENT",341.98,420,18,8.05
2016,185,"TAZEWELL",389.98,372,29,11.49
2016,21,"BLAND",368.96,393,21,8.79
2016,91,"HIGHLAND",286.66,475,9,4.55
2016,61,"FAUQUIER",270.76,491,217,113.46
2016,69,"FREDERICK",276.29,486,159,82.29
2016,17,"BATH",277.75,484,19,9.79
2016,3,"ALBEMARLE",366.63,395,168,70.66
2016,51,"DICKENSON",350.57,411,12,5.25
2016,49,"CUMBERLAND",283.15,479,27,13.77
2016,85,"HANOVER",365.91,396,278,117.23
2016,81,"GREENSVILLE",322.98,439,9,4.21
2016,5,"ALLEGHANY",291.1,471,11,5.52
2016,165,"ROCKINGHAM",384.81,377,350,140.51
2016,171,"SHENANDOAH",324.75,437,125,58.17
2016,145,"POWHATAN",265.7,496,32,16.9
2016,175,"SOUTHAMPTON",321.25,441,90,42.26
2016,139,"PAGE",328.17,434,47,21.72
2016,133,"NORTHUMBERLAND",279.8,482,10,5.13
2016,75,"GOOCHLAND",288.34,474,32,16.15
2016,65,"FLUVANNA",323.39,439,61,28.52
2016,95,"JAMES CITY",322.17,440,27,12.65
2016,63,"FLOYD",332.13,430,196,89.75
2016,149,"PRINCE GEORGE",328.88,433,8,3.69
2016,77,"GRAYSON",341.38,421,77,34.52
2016,131,"NORTHAMPTON",286.74,475,48,24.28
2016,137,"ORANGE",346.22,416,53,23.48
2016,79,"GREENE",325.89,436,47,21.82
2016,195,"WISE",398.57,363,15,5.8
2016,183,"SUSSEX",338.28,424,25,11.29
2016,87,"HENRICO",347.24,415,49,21.65
2016,101,"KING WILLIAM",360.48,402,17,7.28
2016,103,"LANCASTER",249.29,513,12,6.56
2016,187,"WARREN",290.77,471,70,35.11
2016,9,"AMHERST",375.92,386,36,14.8
2016,155,"PULASKI",332.22,430,28,12.82
2016,19,"BEDFORD",289.07,473,159,80.09
2016,173,"SMYTH",364.6,397,66,27.9
2017,67,"FRANKLIN",413.52,348,242,89.68
2017,37,"CHARLOTTE",268.04,494,202,106.26
2017,99,"KING GEORGE",348.9,413,34,14.95
2017,135,"NOTTOWAY",271.51,490,55,28.7
2017,25,"BRUNSWICK",333.93,428,126,57.43
2017,161,"ROANOKE",286.85,475,82,41.48
2017,36,"CHARLES CITY",339.03,423,21,9.46
2017,550,"CHESAPEAKE CITY",416.67,345,189,69.43
2017,11,"APPOMATTOX",262.29,500,81,43.13
2017,73,"GLOUCESTER",282.46,480,58,29.65
2017,47,"CULPEPER",255.33,507,167,90.16
2017,105,"LEE",351.04,411,204,89.28
2017,193,"WESTMORELAND",327.94,434,122,56.38
2017,143,"PITTSYLVANIA",314.63,447,211,100.43
2017,117,"MECKLENBURG",323.14,439,236,110.32
2017,121,"MONTGOMERY",261.1,501,41,21.87
2017,89,"HENRY",268.15,494,40,21.04
2017,93,"ISLE OF WIGHT",395.49,367,44,17.2
2017,169,"SCOTT",317.51,444,180,85.1
2017,167,"RUSSELL",321.75,440,118,55.29
2017,59,"FAIRFAX",299.07,463,101,49.8
2017,31,"CAMPBELL",224.4,538,130,74.48
2017,157,"RAPPAHANNOCK",286.95,475,95,48.05
2017,23,"BOTETOURT",242.11,520,77,42.64
2017,197,"WYTHE",244.4,518,55,30.34
2017,43,"CLARKE",270.91,491,94,49.15
2017,83,"HALIFAX",306.49,456,223,108.28
2017,800,"SUFFOLK CITY",390.7,371,109,43.06
2017,113,"MADISON",296.25,466,72,35.73
2017,163,"ROCKBRIDGE",263.72,498,59,31.29
2017,810,"VIRGINIA BEACH CITY",430.3,332,65,22.98
2017,15,"AUGUSTA",267.19,495,199,104.89
2017,45,"CRAIG",243.33,519,30,16.58
2017,181,"SURRY",337.31,425,65,29.42
2017,159,"RICHMOND",293.6,468,21,10.47
2017,153,"PRINCE WILLIAM",298.57,463,89,43.88
2017,199,"YORK",300.68,461,41,20.13
2017,7,"AMELIA",297.94,464,109,53.86
2017,119,"MIDDLESEX",318.98,443,26,12.27
2017,109,"LOUISA",246.28,516,90,49.45
2017,111,"LUNENBURG",306.44,456,61,29.62
2017,115,"MATHEWS",274.9,487,19,9.85
2017,191,"WASHINGTON",319.35,443,155,73.12
2017,29,"BUCKINGHAM",239.07,523,26,14.48
2017,33,"CAROLINE",337.88,424,79,35.67
2017,53,"DINWIDDIE",323.25,439,115,53.76
2017,141,"PATRICK",315.62,446,134,63.64
2017,177,"SPOTSYLVANIA",323.44,439,79,36.93
2017,35,"CARROLL",280.39,482,60,30.8
2017,57,"ESSEX",304.12,458,39,19.02
2017,41,"CHESTERFIELD",317.01,445,46,21.8
2017,125,"NELSON",249.6,512,145,79.06
2017,147,"PRINCE EDWARD",257.96,504,60,32.2
2017,97,"KING AND QUEEN",297.21,465,64,31.69
2017,179,"STAFFORD",283.35,479,25,12.75
2017,107,"LOUDOUN",293.73,468,242,120.6
2017,71,"GILES",294.61,467,32,15.91
2017,1,"ACCOMACK",325.98,436,58,26.93
2017,127,"NEW KENT",303.81,458,18,8.78
2017,185,"TAZEWELL",291.42,471,29,14.54
2017,21,"BLAND",256.15,506,21,11.32
2017,91,"HIGHLAND",285.53,476,9,4.56
2017,61,"FAUQUIER",289.97,472,217,109.07
2017,69,"FREDERICK",269.65,492,159,83.3
2017,17,"BATH",260.28,502,19,10.16
2017,3,"ALBEMARLE",250.08,512,168,91.6
2017,51,"DICKENSON",346.21,416,12,5.32
2017,49,"CUMBERLAND",219.8,542,27,15.58
2017,85,"HANOVER",302.35,460,278,136.17
2017,81,"GREENSVILLE",332.42,430,9,4.12
2017,5,"ALLEGHANY",232.13,530,11,6.21
2017,165,"ROCKINGHAM",275.33,487,350,181.51
2017,171,"SHENANDOAH",260.5,502,125,66.82
2017,145,"POWHATAN",278.17,484,32,16.49
2017,175,"SOUTHAMPTON",397.15,365,90,34.98
2017,139,"PAGE",252.41,510,47,25.52
2017,133,"NORTHUMBERLAND",337.01,425,10,4.53
2017,75,"GOOCHLAND",245.12,517,32,17.62
2017,65,"FLUVANNA",217.59,544,61,35.34
2017,95,"JAMES CITY",273.6,488,27,14.03
2017,63,"FLOYD",240.31,522,196,108.95
2017,149,"PRINCE GEORGE",315.28,447,8,3.81
2017,77,"GRAYSON",287.67,474,77,38.87
2017,131,"NORTHAMPTON",286.89,475,48,24.28
2017,137,"ORANGE",279.31,483,53,27.26
2017,79,"GREENE",314.34,448,47,22.42
2017,195,"WISE",349.44,413,15,6.6
2017,183,"SUSSEX",368.46,394,25,10.49
2017,87,"HENRICO",309.16,453,49,23.64
2017,101,"KING WILLIAM",296.25,466,17,8.44
2017,103,"LANCASTER",342.73,419,12,5.35
2017,187,"WARREN",242.86,519,70,38.69
2017,9,"AMHERST",264.25,498,36,19.09
2017,155,"PULASKI",232.42,530,28,15.8
2017,19,"BEDFORD",283.18,479,159,81.1
2017,173,"SMYTH",317.14,445,66,31.28
