Year,County,usage_wy,usage_w,usage_c,usage_wn,usage_sp,usage_sm,usage_fa,Tmean_wy,Tmean_w,Tmean_c,Tmean_wn,Tmean_sp,Tmean_sm,Tmean_fa,TotalP_wy,TotalP_w,TotalP_c,TotalP_wn,TotalP_sp,TotalP_sm,TotalP_fa,gini_wy,gini_w,gini_c,gini_wn,gini_sp,gini_sm,gini_fa,BEA_PI_DT,AgPayCBP,AgLC,GDP_Ag,USDA_PriceRatio
1990,Clarke,32.6,32.6,0,0,7.65,23.95,1,11.94322433,18.71124623,5.13801549,1.112311736,11.49695667,22.37006992,13.57186249,909.5665018,557.9903812,351.5761206,129.4004812,249.5788177,301.5581969,281.8046927,0.859312066,0.838891015,0.878611456,0.874832806,0.826077685,0.837880232,0.89714521,-1954.529412,1020,0.587770666,175.4591432,8.714285714
1990,Craig,0,0,0,0,0,0,0,11.6327422,17.99539246,5.235132321,1.394430585,11.50650136,21.26117025,13.13032977,1059.134065,537.8780933,521.2559714,222.0628626,315.9397259,271.1237881,292.6390935,0.828802675,0.818697736,0.838078862,0.775424787,0.796255495,0.832611216,0.89342453,-93.70532213,NA,0.121278299,175.4591432,8.714285714
1990,Culpeper,4.752,4.423666667,0.328333333,0.187,1.262333333,3.025666667,0.557666667,13.19657706,19.78744033,6.569500247,2.609539768,12.9511227,23.2536032,14.7424168,1035.798063,579.9186547,455.8794078,179.1304706,332.2352813,280.9202617,272.4605867,0.850997423,0.824283983,0.876712105,0.868306751,0.829389979,0.808449668,0.894398059,593.0179272,NA,0.44097069,175.4591432,8.714285714
1990,"Dinwiddie, Colonial Heights + Petersburg",6.46971875,6.46803125,0.0016875,0,0.03665625,5.452,0.9810625,14.53540389,20.94512841,8.090461095,4.37863678,14.23921688,24.42854195,15.73188985,1021.850002,538.1655319,483.6844697,230.7107987,342.6122318,254.5948678,156.3320965,0.853705339,0.851681651,0.854390067,0.830956022,0.810806502,0.859546523,0.905851196,809.2655462,1505,0.200855086,175.4591432,8.714285714
1990,Essex,14.49,14.49,0,0,0.1,13.55,0.84,14.51558456,20.89981075,8.096280212,4.243523028,14.25077904,24.35428762,15.90979873,1105.271623,639.9437759,465.3278475,208.5968694,386.7066478,281.0127188,202.0511257,0.846945073,0.836056809,0.856229827,0.851560392,0.837268844,0.818411886,0.893516129,156.6997199,195,0.280938899,175.4591432,8.714285714
1990,"Fairfax, Fairfax City + Falls Church",36.1,35.7,0.4,0.1,6.5,21.5,15.25,13.13058123,19.83275533,6.391581992,2.373707225,12.77374457,23.40298444,14.83874954,1084.795632,643.9073092,440.8883224,171.9300282,334.1219392,350.8324269,243.6777454,0.847482011,0.829108758,0.864669889,0.857460867,0.803472744,0.840219876,0.89122928,-370.9422969,53890,0.094391646,175.4591432,8.714285714
1990,Floyd,0,0,0,0,0,0,0,11.43584397,17.54038348,5.297763027,1.681018837,11.22666092,20.72187155,12.81093124,1103.539633,537.5683187,565.971314,252.8784153,338.6604985,280.234325,323.1276131,0.841086116,0.833326627,0.84608371,0.800865718,0.783337038,0.85986824,0.909122842,-243.6033613,330,0.329705101,175.4591432,8.714285714
1990,Franklin,4.491333333,4.491333333,0,0,0,4.491333333,0,15.36376535,21.51533021,9.178400685,5.514818042,14.9352231,24.98248347,16.59891196,1104.702765,561.8634981,542.839267,251.9290663,331.6496916,293.2269951,142.2893462,0.834334151,0.824172716,0.843635683,0.816011608,0.798033547,0.817999891,0.908406808,-506.5154062,1569,0.237558017,175.4591432,8.714285714
1990,Frederick + Winchester,0.368,0.368,0,0,0.08,0.24,0.128,11.49524515,18.24856179,4.704822386,0.75092591,11.10869904,21.83183536,13.17454481,888.4252355,533.2102988,355.2149367,128.0885796,235.9695442,277.7836699,284.8536853,0.849399795,0.825218556,0.8719686,0.860974385,0.819498047,0.826891383,0.894802499,256.3826331,2539,0.345878747,175.4591432,8.714285714
1990,Gloucester,0,0,0,0,0,0,0,15.12112839,21.35569066,8.852310286,5.045591938,14.58223852,24.86212202,16.63600161,1051.648235,549.9298836,501.7183517,230.8628591,339.9025821,243.525434,185.272131,0.839379414,0.828646043,0.847864292,0.831668652,0.821178933,0.814522685,0.908911691,-267.572549,914,0.175376693,175.4591432,8.714285714
1990,Goochland,0,0,0,0,0,0,0,13.81017088,20.26319955,7.321686002,3.518234852,13.58912856,23.71984767,15.1809162,1026.545413,549.630643,476.91477,225.1657209,386.1703304,216.1417327,192.8796796,0.856160578,0.857602649,0.853304073,0.849911889,0.822025119,0.865358139,0.903296439,-2032.758543,899,0.21038206,175.4591432,8.714285714
1990,Greene,0.256,0.208,0.048,0.032,0.082,0.112,0.062,13.22079223,19.57996402,6.82667993,2.922982525,12.8749623,22.96064953,14.80534623,1082.982409,620.7094569,462.2729526,195.0118217,409.295741,236.7291987,333.1754712,0.849399221,0.837598065,0.859650791,0.851998702,0.819506633,0.838081314,0.903775913,206.1518207,42,0.252155172,175.4591432,8.714285714
1990,Greensville + Emporia,4.779,4.779,0,0,0,4.779,0,14.73105338,20.99804082,8.429631942,4.688447847,14.3364716,24.50606894,15.85896429,1052.936138,528.4323343,524.503804,258.46646,324.3201888,279.5763332,152.1166573,0.858443613,0.857015775,0.859243221,0.828392257,0.822946485,0.855815625,0.916048074,1381.882913,NA,0.271592174,175.4591432,8.714285714
1990,Halifax,6.501571429,6.487285714,0.014285714,0,0.900285714,5.401285714,0.2,14.42078202,20.79124178,8.015319736,4.462123658,14.11629339,24.17030111,15.542663,1086.949991,534.6250682,552.3249232,290.4469942,357.7774146,242.4761954,261.3272039,0.838287652,0.842645726,0.833373915,0.80744672,0.78469035,0.846204258,0.928059601,325.377591,NA,0.234156977,175.4591432,8.714285714
1990,Hanover,12.44857143,11.91714286,0.531428571,0.112857143,0.738571429,9.838857143,1.845714286,14.22481587,20.65718078,7.757108292,3.93955276,13.99596396,24.13251679,15.57089224,1022.289988,565.3405741,456.9494142,208.207558,373.5290228,222.4598846,192.6582708,0.855818414,0.852450776,0.857693531,0.848966323,0.822024991,0.861281788,0.898226148,-465.4492997,2886,0.29622449,175.4591432,8.714285714
1990,Henrico,1.29,1.261,0.029,0,0.118,1.149,0.051,14.52926941,21.01149595,8.011426241,4.213394168,14.25152495,24.55398948,15.80935531,1027.354197,566.8292204,460.524977,210.3761603,362.3978761,244.9761199,185.2357124,0.852036326,0.848140713,0.854215517,0.842538658,0.819429328,0.850052559,0.904943396,968.6330532,7708,0.192846644,175.4591432,8.714285714
1990,Henry + Martinsville,0,0,0,0,0,0,0,14.17097067,20.49899537,7.808176605,4.275445653,13.92442511,23.81210401,15.41180512,1196.572212,575.2774287,621.294783,315.7245917,414.8326784,239.946435,396.8886831,0.841424904,0.836518754,0.843570895,0.804763295,0.787646789,0.86437397,0.924371462,1068.286275,NA,0.158632081,175.4591432,8.714285714
1990,Isle of Wight,7.472818182,7.453090909,0.019727273,0,0.049363636,7.334636364,0.088818182,15.47401834,21.6360695,9.278109761,5.552908723,14.95123577,25.17208652,16.8330576,1082.773885,548.0931452,534.6807399,248.1019967,323.4953061,278.8798731,156.4434648,0.826669803,0.809368741,0.842275588,0.816660822,0.796177516,0.792052538,0.90241642,-938.2565826,NA,0.361307092,175.4591432,8.714285714
1990,King and Queen,18.08633333,17.51633333,0.57,0.27,1.11,16.01633333,1.38,14.74471644,21.13678102,8.31753063,4.503352122,14.51338998,24.58977729,16.0696512,1072.25732,606.9039677,465.3533527,211.2906791,357.0390819,269.0707464,219.4441587,0.845782906,0.835819663,0.854134725,0.842473428,0.828888719,0.822895438,0.900062159,302.0414566,NA,0.20403488,175.4591432,8.714285714
1990,King George,0,0,0,0,0,0,0,13.78932976,20.21308545,7.330278711,3.382351177,13.36070845,23.75604307,15.24836669,1062.934305,596.7378407,466.1964644,203.8574162,360.4781486,280.1397262,175.5732486,0.848024015,0.83381914,0.860731609,0.856496645,0.834023901,0.817343303,0.891294477,364.2156863,28,0.235286559,175.4591432,8.714285714
1990,King William,30.64016667,30.53716667,0.103,0.012416667,1.673,26.72391667,2.792833333,14.66795868,21.07259774,8.228129289,4.410636751,14.47870016,24.51571806,15.96954562,1059.666463,601.2600137,458.4064496,207.6320181,354.1318077,264.180906,223.5496676,0.852734336,0.845025727,0.85861733,0.847405802,0.829910505,0.841877069,0.901009863,-90.73333333,NA,0.248816368,175.4591432,8.714285714
1990,Loudoun,2.788,2.782,0.006,0,0.688333333,1.861333333,0.538333333,12.29262275,19.0671603,5.480862463,1.427168855,11.97292628,22.64902857,13.98233255,1007.520438,607.0757232,400.4447152,149.4593563,320.366891,311.1716702,283.2625736,0.855210042,0.832369319,0.877293419,0.876385632,0.80648346,0.848057122,0.884633539,-590.9865546,11307,0.531624485,175.4591432,8.714285714
1990,Lunenburg,3.284428571,3.284428571,0,0,0.021428571,3.263,0,14.36016928,20.71056448,7.974881793,4.326701307,14.07238222,24.09948108,15.57404428,1046.933405,535.7715687,511.1618363,246.4080744,354.2903955,246.1821503,191.778792,0.850797265,0.854553583,0.846120988,0.823921433,0.807839081,0.857858464,0.909147763,633.1232493,NA,0.217018174,175.4591432,8.714285714
1990,Madison,0.295,0.2435,0.0515,0.029,0.098,0.138,0.0685,12.88963532,19.32400147,6.419915509,2.515109799,12.47409578,22.78582411,14.45239691,1054.021348,609.6264465,444.3949014,182.0617226,376.2341459,259.4599534,313.5374763,0.846559987,0.829246123,0.863079915,0.858141927,0.820585536,0.828164336,0.895024336,-829.7876751,249,0.330268371,175.4591432,8.714285714
1990,Mathews,2.76,1.861333333,0.898666667,0.414666667,0.898,0.992666667,0.679,14.98993628,21.06945869,8.877009907,5.062105741,14.18715834,24.6250056,16.67881606,1075.459868,550.1381549,525.3217127,235.9878179,338.9918348,255.9226211,135.9921067,0.846980959,0.840860066,0.850866255,0.841084205,0.822403764,0.835636864,0.922337726,-136.4173669,NA,0.151910531,175.4591432,8.714285714
1990,Mecklenburg,2.1615,2.1615,0,0,0,2.1615,0,14.83414752,21.18781826,8.445566513,4.782017821,14.51566563,24.57630409,16.02607835,1111.823823,581.359988,530.4638345,251.6173062,372.1257833,280.4210464,199.880644,0.850060443,0.847988885,0.851106399,0.819212072,0.798721933,0.848457378,0.911561188,544.7563025,NA,0.273211244,175.4591432,8.714285714
1990,Middlesex,7.43,5.88,1.55,0.85,1,4.88,1,14.90838277,21.17010286,8.612257617,4.80840585,14.39349849,24.68815079,16.40082821,1095.585344,613.2718131,482.3135304,216.0881539,366.9184381,268.4045594,196.3372083,0.837772015,0.827713803,0.845726653,0.834468283,0.827070512,0.802769722,0.908097269,-211.3232493,351,0.282482993,175.4591432,8.714285714
1990,Montgomery + Radford,16.3,16.3,0,0,0.9,12.1,5.6,11.72305897,18.0066872,5.404905313,1.685404533,11.49158986,21.24574869,13.16062758,915.3073619,461.5957648,453.7115971,203.0253469,283.3332276,220.5203733,253.4506028,0.839360745,0.83507991,0.84264775,0.778798987,0.786714083,0.869078645,0.898038105,237.6823529,NA,0.266941198,175.4591432,8.714285714
1990,Nelson,21.787875,20.435625,1.35225,0.408,5.190875,12.4185,7.412125,13.39393907,19.76192964,6.99095953,3.251117852,13.12573612,23.04885515,14.93145034,1104.960198,576.0821121,528.8780862,235.8874098,399.2167831,228.1514474,370.0154721,0.85135699,0.84557233,0.855232724,0.842128724,0.817537671,0.844320662,0.892645182,-1430.589356,1294,0.140030597,175.4591432,8.714285714
1990,New Kent,7.6,7.6,0,0,0,7.6,0,14.83896989,21.30290317,8.339520495,4.541843354,14.55575525,24.83011468,16.1027101,1045.345769,578.1691089,467.1766604,215.0105554,348.5980381,256.6698094,207.1280412,0.847513914,0.84095841,0.852321425,0.835407416,0.823568976,0.830999048,0.908101894,-354.9602241,NA,0.141153513,175.4591432,8.714285714
1990,Northampton,17.8227619,17.53242857,0.290333333,0.224,4.435428571,11.36738095,3.64052381,14.81596063,20.77716291,8.822004503,4.949177746,13.76142125,24.34401361,16.67692709,1143.233544,641.2176868,502.0158571,229.0585447,335.5023342,342.9552269,159.1474259,0.833089241,0.821427297,0.843491644,0.835558081,0.813740086,0.820436342,0.892261146,-57.29411765,150,0.239341085,175.4591432,8.714285714
1990,Northumberland,12.668,12.668,0,0,0,12.668,0,14.42232078,20.69263469,8.1175546,4.246632677,13.78669941,24.2596503,16.07533632,1152.391678,680.7840967,471.6075814,207.6130306,400.9883252,296.2007921,203.5333394,0.835385312,0.824181359,0.843774693,0.838344127,0.834056045,0.790109495,0.904108313,-219.1098039,NA,0.280976151,175.4591432,8.714285714
1990,Nottoway,0,0,0,0,0,0,0,14.18865931,20.57388012,7.768354864,4.172956404,13.93795979,23.99918072,15.43486329,1002.48092,521.6832001,480.7977194,233.97191,341.1136415,231.8844448,167.3583116,0.861027769,0.870885057,0.84888715,0.835270739,0.827524768,0.87872635,0.90619476,-301.1988796,NA,0.21716673,175.4591432,8.714285714
1990,Orange,15.9,15.9,0,0,0.4,15.25,0.25,13.31098069,19.87565569,6.710236056,2.770880366,13.04057911,23.33990129,14.87274832,1048.211342,572.6319161,475.5794263,199.9447136,369.5044892,240.7385626,283.6750245,0.863075003,0.852589779,0.872090851,0.86759706,0.827687399,0.861504257,0.905257216,-81.27731092,317,0.344026393,175.4591432,8.714285714
1990,Page,2.155375,2.152875,0.0025,0.00125,0.04125,2.014125,0.10375,12.1503745,18.47754635,5.788437975,1.975847536,11.55179087,21.90896815,13.69301512,868.3107572,511.0869865,357.2237707,145.0034223,264.2086567,260.1204617,283.8907524,0.824791474,0.801594303,0.847024423,0.827100237,0.78474702,0.812065767,0.888517899,-697.6717087,1019,0.268118172,175.4591432,8.714285714
1990,Patrick,0,0,0,0,0,0,0,13.25432035,19.45774082,7.016815152,3.435238327,12.98994198,22.69820549,14.61322597,1244.304884,590.4508506,653.8540338,333.9897033,400.2658796,279.9820123,379.1477734,0.842255097,0.835342406,0.844133948,0.804188875,0.791687187,0.860354025,0.908914504,504.9070028,NA,0.187317025,175.4591432,8.714285714
1990,Pittsylvania + Danville,2.742073171,2.742073171,0,0,0.005121951,2.736097561,0.000853659,14.01604234,20.39204587,7.605005814,4.055387964,13.86591246,23.69483243,15.00485458,1153.257361,549.5551151,603.7022457,299.9680667,379.2148476,242.8417342,353.8021925,0.835392658,0.837922947,0.831896179,0.790799963,0.783903974,0.854954053,0.935607441,-30.2022409,677,0.282009495,175.4591432,8.714285714
1990,Powhatan,9.773875,9.7645,0.009375,0.005,1.07325,8.493125,0.42,13.93771973,20.36487381,7.475251619,3.742807915,13.74971032,23.81687833,15.23576506,992.2935024,536.8832164,455.4102861,222.5569155,385.0340945,201.0990776,172.5290007,0.865998271,0.873950421,0.85486962,0.847465511,0.837809234,0.880195551,0.910659242,-680.7310924,NA,0.196168724,175.4591432,8.714285714
1990,Prince Edward,15,15,0,0,1,12.5,4.5,14.11374156,20.54545298,7.646691053,3.989992896,13.92368904,23.92502544,15.32034616,970.4103322,509.5440312,460.866301,221.8878689,337.1077273,225.7388613,203.7675194,0.850658746,0.864897547,0.832731521,0.828119994,0.817095565,0.86794845,0.908070566,657.5098039,366,0.201281003,175.4591432,8.714285714
1990,Prince George + Hopewell,23.311,19.3205,3.9905,1.998,2.305,16.904,2.316,14.94078938,21.38381578,8.462361746,4.701600196,14.62600033,24.94946266,16.11047762,1035.799093,559.3003939,476.4986987,215.2516242,350.049904,265.7472013,176.3053979,0.848993043,0.842343585,0.854764091,0.836873527,0.810252779,0.845779452,0.905957611,504.7927171,NA,0.201881033,175.4591432,8.714285714
1990,"Prince William, Manassas + Manassas Park",1.608,1.608,0,0,0,1.608,0,12.83055072,19.55537809,6.068773754,2.048515651,12.48110086,23.12817547,14.54840843,1066.609275,636.1948049,430.4144697,167.5118893,332.1897484,339.5932646,252.0969263,0.850162962,0.826126561,0.873447305,0.86590365,0.809978973,0.83125309,0.893242876,-39.98935574,9296,0.227070107,175.4591432,8.714285714
1990,Richmond,71.903,65.553,6.35,0.9,22.83,36.753,24.67,14.53903075,21.05044954,7.991834924,4.219899055,14.23921272,24.62192193,15.78144902,1017.266371,559.4821214,457.7842499,210.4862091,356.6041851,248.7388831,175.8079358,0.853306022,0.85022156,0.854532106,0.841484119,0.820760356,0.852383307,0.906788084,1244.710364,NA,0.302511697,175.4591432,8.714285714
1990,Richmond City,0,0,0,0,0,0,0,14.61931274,20.96485735,8.23890251,4.390389148,14.28248974,24.43482571,16.07031277,1152.552502,685.1827481,467.3697534,209.3068159,419.7675595,293.844151,197.6770753,0.856332421,0.851309706,0.85791171,0.854598758,0.85185083,0.836772169,0.895476255,825.8145658,6845,0.044453186,175.4591432,8.714285714
1990,Roanoke + Salem,8.125,8,0.125,0,0.75,7.125,0.3125,12.89898402,19.17308297,6.590412004,2.883782145,12.74061615,22.45365968,14.24842694,1053.114312,546.7536871,506.3606251,225.7929018,333.4619984,276.1970941,317.9616083,0.839039167,0.831194271,0.846019265,0.797436977,0.788078858,0.854865393,0.91542929,699.5084034,8433,0.122479404,175.4591432,8.714285714
1990,"Rockbridge, Buena Vista + Lexington",0,0,0,0,0,0,0,12.28995201,18.75749747,5.786870599,1.959687151,12.16041214,22.1026789,13.7055359,959.4044615,504.7288746,454.6755869,202.3167643,295.8506639,228.0034322,329.269656,0.850573587,0.841134324,0.858916844,0.830272299,0.802346066,0.854972993,0.917817548,245.4901961,473,0.265019895,175.4591432,8.714285714
1990,Rockingham + Harrisonburg,19.02447619,18.9387619,0.085714286,0,0.904761905,17.89590476,0.466666667,11.79160414,18.25537964,5.292313399,1.476854957,11.3429187,21.67910529,13.39540694,839.2896359,495.1381973,344.1514386,147.275214,245.6182822,244.20892,281.78813,0.836035483,0.81087,0.860474885,0.848347794,0.796430704,0.815690581,0.898827741,618.8039216,2076,0.362735052,175.4591432,8.714285714
1990,Russell,0,0,0,0,0,0,0,11.89645106,18.3161474,5.441481675,1.771313313,11.82940319,21.3961654,13.16951359,1190.107867,655.2544383,534.8534291,242.360914,347.9693265,292.8696029,259.8195454,0.793695041,0.749855175,0.830295197,0.774246207,0.756994197,0.785628063,0.804875571,-366.5697479,NA,0.223294593,175.4591432,8.714285714
1990,Shenandoah,1.014285714,1.014285714,0,0,0,1.014285714,0,11.5544274,18.06617119,5.0069048,1.097606345,11.1647935,21.44069753,13.29374833,849.9469371,525.4817616,324.4651755,127.4725714,226.7747943,285.5708534,258.0776977,0.847145531,0.824005126,0.867852704,0.859051593,0.809619422,0.828706961,0.891862313,-251.7327731,583,0.342738315,175.4591432,8.714285714
1990,Smyth,0,0,0,0,0,0,0,10.97120796,17.31816997,4.589372538,1.028041247,10.81513733,20.47450698,12.14272113,1244.31802,646.6731818,597.6448383,291.8695882,380.2408295,303.7396603,277.8573702,0.80796775,0.768370778,0.842737518,0.792220668,0.77979224,0.795032195,0.849914797,404.8593838,NA,0.234842425,175.4591432,8.714285714
1990,Southampton + Franklin,18.2425,16.77625,1.46625,0.885,2.77,12.58,4.23375,15.18664475,21.43385963,8.905104514,5.210001121,14.79305607,24.94546792,16.37437441,1084.607202,547.0746496,537.532552,249.0984644,341.7625672,281.5430431,141.3196831,0.824178044,0.811822615,0.835277265,0.800808345,0.785033149,0.802388976,0.900989926,644.7910364,NA,0.377223917,175.4591432,8.714285714
1990,Spotsylvania + Fredericksburg,49.8,49.8,0,0,2.1,45.4,2.3,13.48098483,19.98013522,6.94612483,3.02026501,13.25321403,23.47663442,14.80587961,1043.658214,556.202648,487.4555659,209.8620309,351.9521757,245.1752816,209.4116784,0.854261877,0.840317359,0.866514468,0.861120197,0.828167471,0.839813929,0.895276627,19.97422969,1702,0.19784336,175.4591432,8.714285714
1990,Stafford,0,0,0,0,0,0,0,13.32272628,19.81653554,6.793236735,2.788946935,13.04812302,23.39663025,14.5548676,1055.552616,566.3568925,489.1957232,203.6543873,334.7101568,267.0525701,208.937958,0.854408934,0.836557819,0.869347041,0.862006671,0.830458994,0.834974293,0.891008724,-932.4117647,1451,0.174430732,175.4591432,8.714285714
1990,Suffolk,50.33142857,44.33857143,5.992857143,2.761428571,13.69571429,28.86428571,11.39571429,15.43831232,21.52618361,9.316991177,5.658534186,14.90354999,24.98565857,16.77152182,1110.968843,555.0018244,555.9670185,265.6540854,318.7506302,287.2073869,156.5314097,0.83233441,0.821305813,0.842233718,0.817998062,0.797473588,0.807078939,0.914748901,-865.0795518,741,0.315950743,175.4591432,8.714285714
1990,Surry,2.55,2.55,0,0,0,2.55,0,15.2709981,21.5929551,8.914305073,5.110165065,14.88406121,25.19306092,16.56804444,1026.828953,542.329584,484.4993685,210.9186384,344.6165612,255.8167627,175.091453,0.830065011,0.808909414,0.849702682,0.825874178,0.799848653,0.789565326,0.89816489,817.2095238,NA,0.24417115,175.4591432,8.714285714
1990,Sussex,6.085,6.085,0,0,1.235,4.55,0.3,15.056679,21.4383037,8.639990437,4.908977846,14.78715662,24.99485611,16.0915136,1018.519384,536.6521442,481.8672399,216.5548065,342.7079644,264.2252985,151.2279621,0.844633901,0.826177783,0.861871697,0.832475064,0.805495475,0.817714632,0.906908882,714.454902,NA,0.210385309,175.4591432,8.714285714
1990,Virginia Beach,0,0,0,0,0,0,0,15.89123891,21.74680904,10.00349532,6.339483039,14.95862497,25.16458073,17.69177092,1226.051558,642.1179693,583.9335885,272.6572081,315.9025385,375.9523621,202.0555264,0.830904529,0.81297288,0.847763075,0.827301472,0.802920434,0.806292025,0.904189419,-260.5568627,11826,0.181552785,175.4591432,8.714285714
