"Year","County_Code","name","PPT","Irrigation","parm_Tot_Area","All_Irrigation_mg","Small_Farm_Unreported","TOT_DEQ_Withdrawals","IRR_DEQ_withdrawals","Large_Farm_unreported","C_tot_lg"
2010,111,"LUNENBURG",224.62,283,1484,447.21,18.38,193.871,7.805,421.025,2.17167601136838
2010,115,"MATHEWS",260.16,248,117,30.9,5.02,1.12509,0,25.88,23.0026042361056
2010,191,"WASHINGTON",359.6,148,836,131.75,24.43,3907.62662,0,107.32,0.0274642411971285
2010,29,"BUCKINGHAM",223.76,284,469,141.84,7.86,129.699,0,133.98,1.03300719357898
2010,33,"CAROLINE",232.06,276,3411,1002.5,23.22,3123.683335,1183.863125,-204.58312,-0.0654941932518265
2010,53,"DINWIDDIE",207.01,301,1885,604.19,36.86,49.765626,29.554526,537.77547,10.8061630732828
2010,141,"PATRICK",364.26,144,432,66.24,20.55,141.752043,0,45.69,0.322323396778133
2010,177,"SPOTSYLVANIA",221.95,286,346,105.37,24.06,3902.3731,9.85,71.46,0.0183119343457959
2010,35,"CARROLL",316.08,192,1086,222.04,12.27,153.82524,0,209.77,1.36369038007027
2010,57,"ESSEX",222.59,285,246,74.66,11.84,451.309161,311.73,-248.91,-0.551528800010333
2010,41,"CHESTERFIELD",243.47,265,571,161.13,12.98,32012.71426,37.05,111.1,0.00347049610032036
2010,125,"NELSON",262.23,246,1016,266.15,37.98,1041.653,401.27,-173.1,-0.166178180257725
2010,147,"PRINCE EDWARD",256.76,251,526,140.59,16.04,396.136,0,124.55,0.314412222065149
2010,97,"KING AND QUEEN",229.68,278,1221,361.45,18.95,330.5968,326.15,16.35,0.0494560140933004
2010,179,"STAFFORD",291.27,217,221,51.07,5.78,3981.267,0,45.29,0.0113757756010838
2010,107,"LOUDOUN",208.15,300,3666,1171.14,77.31,2402.4402754,33.229356,1060.60064,0.44146805681711
2010,71,"GILES",265.56,242,193,49.74,8.25,23434.614,0,41.49,0.00177045800711716
2010,1,"ACCOMACK",211.82,296,9716,3062.48,18.28,4905.477765,3325.996681,-281.79668,-0.0574453077762549
2010,127,"NEW KENT",224.12,284,495,149.7,5.44,10076.934794,108.73,35.53,0.0035258737628386
2010,185,"TAZEWELL",406.49,102,330,35.84,3.15,1259.6588,0,32.69,0.0259514719382741
2010,21,"BLAND",318.37,190,801,162.06,4.25,17.58,0,157.81,8.97667804323095
2010,91,"HIGHLAND",240.46,268,20,5.71,2.57,2676.0113,0,3.14,0.00117338816917552
2010,61,"FAUQUIER",228.57,279,920,273.33,64.47,1114.47147,0,208.86,0.187407220034085
2010,69,"FREDERICK",156.25,352,520,194.91,59.6,2030.347784,12,123.31,0.060733437380401
2010,17,"BATH",208.78,299,109,34.7,6.05,2621.904,0,28.65,0.0109271735349578
2010,3,"ALBEMARLE",238.92,269,1456,417.07,48.12,3901.568219,0,368.95,0.0945645389982607
2010,51,"DICKENSON",372.01,136,12,1.74,1.74,1981.851,0,0,0
2010,49,"CUMBERLAND",168.48,340,222,80.38,9.78,3.8661,0,70.6,18.2612969142029
2010,85,"HANOVER",201.06,307,3569,1166.75,90.88,1907.855914,732.666278,343.20372,0.179889748215022
2010,81,"GREENSVILLE",177.07,331,734,258.71,3.17,783.7401,40.841,214.699,0.273941578337002
2010,5,"ALLEGHANY",229.47,279,191,56.75,3.27,15109.2365,0,53.48,0.00353955674729163
2010,165,"ROCKINGHAM",220.27,288,5645,1731.21,107.34,9651.152613,628.1251,995.7449,0.103173676754292
2010,171,"SHENANDOAH",170.26,338,1110,399.52,44.99,3068.19399,87.725,266.805,0.0869583216933425
2010,145,"POWHATAN",243.45,265,230,64.9,9.03,83.48519,5.4,50.47,0.604538361833997
2010,175,"SOUTHAMPTON",185.73,322,3507,1202.5,30.86,2916.016676,320.0703,851.5697,0.292031834731524
2010,139,"PAGE",245.5,262,1005,280.39,13.11,683.189614,31.393,235.887,0.34527310598138
2010,133,"NORTHUMBERLAND",290.34,218,62,14.39,2.32,1079.47162,0,12.07,0.0111813963205443
2010,75,"GOOCHLAND",266.12,242,112,28.86,8.25,812.8653,0,20.61,0.0253547543485987
2010,65,"FLUVANNA",198.67,309,264,86.87,20.07,352.1647,0,66.8,0.189683974572125
2010,95,"JAMES CITY",223.85,284,102,30.85,8.17,4754.90367,0,22.68,0.00476981271841413
2010,63,"FLOYD",264.53,243,779,201.58,50.72,42.008,18.09,132.77,3.16058845934108
2010,149,"PRINCE GEORGE",221.35,287,8,2.44,2.44,352.923255,171.084375,-171.08437,-0.484763663420253
2010,77,"GRAYSON",304.54,203,619,133.81,16.64,90.71347,0,117.17,1.29164940994981
2010,131,"NORTHAMPTON",207.39,301,9338,2993.05,15.39,833.955375,595.271395,2382.38861,2.8567339229632
2010,137,"ORANGE",211,297,1556,492.11,16.76,708.6782,0,475.35,0.670755781679188
2010,79,"GREENE",226.01,282,154,46.24,14.11,275.93821,0,32.13,0.116439111495287
2010,195,"WISE",368.77,139,115,17.02,2.22,2173.6038,0,14.8,0.00680896858939978
2010,183,"SUSSEX",192.57,315,1645,551.79,8.39,549.5124,167.27,376.13,0.684479549506071
2010,87,"HENRICO",201.22,307,49,16.02,16.02,10713.491,2.2309,-2.2309,-0.000208232778652635
2010,101,"KING WILLIAM",187.55,320,2690,916.63,5.79,8115.412497,925.226,-14.386,-0.00177267637416065
2010,103,"LANCASTER",286.17,222,12,2.84,2.84,211.590048,0,0,0
2010,187,"WARREN",184.06,324,151,52.1,24.15,3406.746,0,27.95,0.00820430991920149
2010,9,"AMHERST",267.61,240,176,44.98,9.2,4897.235,0,35.78,0.00730616358006099
2010,155,"PULASKI",244.91,263,320,89.62,7.84,1633.265,0,81.78,0.0500714825824346
2010,19,"BEDFORD",270.6,237,676,170.6,40.13,6480.1739,0,130.47,0.0201337189423265
2010,173,"SMYTH",357.54,150,452,72.2,10.54,2242.01855,0,61.66,0.0275020026038589
2011,67,"FRANKLIN",292.65,215,1126,257.79,55.4,449.92166,0,202.39,0.449833866633582
2011,37,"CHARLOTTE",309.26,199,1454,308.11,42.81,86.059168,15.9,249.4,2.89800617175383
2011,99,"KING GEORGE",376.16,132,672,94.46,4.78,1345.499,172.54,-82.86,-0.0615831003962099
2011,135,"NOTTOWAY",314.49,194,457,94.41,11.36,440.141,0,83.05,0.188689533581284
2011,25,"BRUNSWICK",307.42,201,2115,452.69,26.97,664.5221,0,425.72,0.640640845503859
2011,161,"ROANOKE",242.4,266,96,27.19,23.23,6568.09,0,3.96,0.000602915002687235
2011,36,"CHARLES CITY",298.32,210,1435,320.9,4.7,374.287907,353.15,-36.95,-0.0987207957001934
2011,550,"CHESAPEAKE CITY",297.77,210,314,70.22,42.26,2890.059416,1.739638,26.22036,0.00907260240216459
2011,11,"APPOMATTOX",306.02,202,508,109.27,17.42,77.4672,0,91.85,1.18566309354152
2011,73,"GLOUCESTER",345.75,162,98,16.91,10.01,504.8381,0,6.9,0.0136677481354914
2011,47,"CULPEPER",294.4,214,1266,288.5,38.06,1068.059343,205.12,45.32,0.0424320992059334
2011,105,"LEE",288.61,219,1374,320.42,47.57,841.249,0,272.85,0.324339167119367
2011,193,"WESTMORELAND",387.91,120,1673,213.78,15.59,570.13066,241.49,-43.3,-0.0759475029811587
2011,143,"PITTSYLVANIA",183.95,324,5606,1934.16,72.8,695.23542,42.67149,1818.68851,2.61593189541465
2011,117,"MECKLENBURG",268.24,240,4163,1063.93,60.31,640.5737,0,1003.62,1.56675180389079
2011,121,"MONTGOMERY",178.69,329,384,134.53,14.36,12867.6748,42.83,77.34,0.00601040989938602
2011,89,"HENRY",151.3,357,525,199.58,15.21,1143.67987,0,184.37,0.161207698794244
2011,93,"ISLE OF WIGHT",318.37,190,934,188.97,8.9,2916.240513,40.315,139.755,0.04792300202161
2011,169,"SCOTT",297.96,210,637,142.45,40.25,389.669,0,102.2,0.262273878599529
2011,167,"RUSSELL",322.8,185,251,49.45,23.25,455.015812,0,26.2,0.0575804165680291
2011,59,"FAIRFAX",241.51,266,101,28.61,28.61,33381.284456,0,0,0
2011,31,"CAMPBELL",279.96,228,1328,322.42,31.56,1747.355,54.349,236.511,0.13535372033731
2011,157,"RAPPAHANNOCK",212.86,295,335,105.24,29.84,12.347,0,75.4,6.10674657811614
2011,23,"BOTETOURT",215.29,293,253,78.94,24.02,1229.0942,0,54.92,0.044683312312433
2011,197,"WYTHE",215.78,292,1061,329.91,17.1,2608.427673,0,312.81,0.119922819113566
2011,43,"CLARKE",182.91,325,514,177.89,32.53,254.9803,42.2,103.16,0.404580275417356
2011,83,"HALIFAX",214.88,293,2617,816.52,69.58,629.729,3.092,743.848,1.18121922287206
2011,800,"SUFFOLK CITY",292.05,216,1167,268.42,25.07,31780.591005,142.75,100.6,0.00316545403401003
2011,113,"MADISON",270.28,238,333,84.39,18.25,47.97794,0,66.14,1.37855022537441
2011,163,"ROCKBRIDGE",235.29,273,700,203.5,17.15,888.6988,0,186.35,0.209688591905379
2011,810,"VIRGINIA BEACH CITY",289.37,219,431,100.51,15.16,11712.464182,0,85.35,0.00728710873081413
2011,15,"AUGUSTA",231.8,276,3813,1120.65,58.49,4321.194666,646.28625,415.87375,0.0962404571291767
2011,45,"CRAIG",155.11,353,130,48.87,11.28,960.98,0,37.59,0.0391163187579346
2011,181,"SURRY",329.97,178,1472,279.01,12.32,110.889385,29.74,236.95,2.1368140872997
2011,159,"RICHMOND",384.81,123,243,31.83,2.75,114.12743,0,29.08,0.254802898829843
2011,153,"PRINCE WILLIAM",230.35,278,1173,347.25,26.35,23784.074801,71.3,249.6,0.0104944170453713
2011,199,"YORK",390.93,117,41,5.11,5.11,8839.810088,0,0,0
2011,7,"AMELIA",317.95,190,886,179.26,22.05,99.4,63.5,93.71,0.942756539235412
2011,119,"MIDDLESEX",364.21,144,651,99.82,3.99,585.6957,61.8,34.03,0.0581018436706979
2011,109,"LOUISA",302.05,206,365,80.07,19.74,241.757659,0,60.33,0.249547419715873
2011,111,"LUNENBURG",332.06,176,1484,278.13,11.43,201.2663,3.8123,262.8877,1.3061684941791
2011,115,"MATHEWS",354.44,154,117,19.19,3.12,1.61958,0,16.07,9.92232554118969
2011,191,"WASHINGTON",260.22,248,836,220.78,40.93,3872.963,0,179.85,0.0464373142733354
2011,29,"BUCKINGHAM",359.99,148,469,73.91,4.1,129.174,0,69.81,0.540433833433973
2011,33,"CAROLINE",374.46,134,3411,486.72,11.27,2801.65025,680.9,-205.45,-0.0733317800821141
2011,53,"DINWIDDIE",375.38,133,1885,266.97,16.29,28.98515,16.664,234.016,8.07365150775483
2011,141,"PATRICK",199.65,308,432,141.69,43.95,249.4576,0.5,97.24,0.389805722495526
2011,177,"SPOTSYLVANIA",300.74,207,346,76.27,17.41,3795.00552,8.505,50.355,0.0132687554035495
2011,35,"CARROLL",223.14,285,1086,329.59,18.21,120.81,0,311.38,2.57743564274481
2011,57,"ESSEX",428.03,80,246,20.96,3.32,405.930438,278.82,-261.18,-0.64341073137265
2011,41,"CHESTERFIELD",297.79,210,571,127.69,10.29,31347.859715,32.45,84.95,0.0027099138752159
2011,125,"NELSON",271.1,237,1016,256.41,36.59,927.859,428.226,-208.406,-0.224609558133294
2011,147,"PRINCE EDWARD",290.22,218,526,122.11,13.93,393.2508,3.1968,104.9832,0.266962457546177
2011,97,"KING AND QUEEN",405.11,103,1221,133.92,7.02,138.29,134.53,-7.63,-0.0551739098994866
2011,179,"STAFFORD",299.92,208,221,48.95,5.54,3788.575786,0,43.41,0.0114581316178005
2011,107,"LOUDOUN",236.35,272,3666,1061.83,70.09,2349.8622879,32.661098,959.0789,0.408142598372052
2011,71,"GILES",179.3,329,193,67.62,11.21,24533.1418,0,56.41,0.00229933860326035
2011,1,"ACCOMACK",311.1,197,9716,2038.2,12.17,4425.619782,2912.499712,-886.46971,-0.200304082516414
2011,127,"NEW KENT",311.74,196,495,103.31,3.76,9745.269793,49.382,50.168,0.00514793341442794
2011,185,"TAZEWELL",246.94,261,330,91.72,8.06,1640.6366,0,83.66,0.0509924013642022
2011,21,"BLAND",185.78,322,801,274.65,7.2,67.362523,0,267.45,3.97030853491043
2011,91,"HIGHLAND",238.77,269,20,5.73,2.58,2572.3538,0,3.15,0.00122455938992529
2011,61,"FAUQUIER",234.62,273,920,267.45,63.08,1098.90269,0,204.37,0.185976430724726
2011,69,"FREDERICK",193.56,314,520,173.87,53.16,1781.77974,10,110.71,0.062134503785524
2011,17,"BATH",209.09,299,109,34.7,6.05,3833.692,0,28.65,0.00747321381060346
2011,3,"ALBEMARLE",278.83,229,1456,355.05,40.97,3709.0998,0,314.08,0.0846782283938545
2011,51,"DICKENSON",364.13,144,12,1.84,1.84,2067.2383,0,0,0
2011,49,"CUMBERLAND",337.5,170,222,40.19,4.89,1.72986,0,35.3,20.4062756523649
2011,85,"HANOVER",371.57,136,3569,516.87,40.26,1160.320728,465.1945,11.4155,0.0098382281075651
2011,81,"GREENSVILLE",335.93,172,734,134.44,1.65,701.8715,27.27,105.52,0.150340909981385
2011,5,"ALLEGHANY",190.21,318,191,64.68,3.72,14703.2443,0,60.96,0.0041460237452492
2011,165,"ROCKINGHAM",235.7,272,5645,1635.03,101.37,9085.871566,375.030958,1158.62904,0.127519856689993
2011,171,"SHENANDOAH",215.66,292,1110,345.14,38.87,1994.57137,79.554,226.716,0.113666526758579
2011,145,"POWHATAN",313.48,195,230,47.76,6.64,72.779182,3.78,37.34,0.513058802996714
2011,175,"SOUTHAMPTON",335.61,172,3507,642.33,16.48,2777.070301,241.2895,384.5605,0.138477048946699
2011,139,"PAGE",245.36,263,1005,281.46,13.16,620.56418,33.46708,234.83292,0.378418425633268
2011,133,"NORTHUMBERLAND",363.23,145,62,9.57,1.54,2474.91376,0,8.03,0.00324455749924797
2011,75,"GOOCHLAND",290.34,218,112,26,7.43,948.09944,0,18.57,0.0195865530729561
2011,65,"FLUVANNA",339.63,168,264,47.23,10.91,336.089,0,36.32,0.108066613307785
2011,95,"JAMES CITY",347.91,160,102,17.38,4.6,2997.389806,0,12.78,0.00426370970316164
2011,63,"FLOYD",136.02,372,779,308.58,77.64,64.213,16.56,214.38,3.33857630074907
2011,149,"PRINCE GEORGE",349.84,158,8,1.35,1.35,189.247589,48.47,-48.47,-0.256119511250418
2011,77,"GRAYSON",255.45,253,619,166.76,20.74,78.31247,0,146.02,1.86458171987169
2011,131,"NORTHAMPTON",303.37,205,9338,2038.46,10.48,1621.954213,1410.28676,617.69324,0.380832723297103
2011,137,"ORANGE",296.94,211,1556,349.61,11.91,699.40973,38,299.7,0.428504190240533
2011,79,"GREENE",263.76,244,154,40.01,12.21,237.22868,0,27.8,0.117186505442765
2011,195,"WISE",388.31,120,115,14.7,1.92,2734.3837,0,12.78,0.00467381370068875
2011,183,"SUSSEX",374.64,133,1645,232.98,3.54,377.198739,41.1,188.34,0.499312379726699
2011,87,"HENRICO",304.71,203,49,10.59,10.59,9220.7078,1.9278,-1.9278,-0.000209072887007655
2011,101,"KING WILLIAM",429.71,78,2690,223.43,1.41,6949.154117,439.704,-217.684,-0.0313252514385126
2011,103,"LANCASTER",363.86,144,12,1.84,1.84,153.17584,0,0,0
2011,187,"WARREN",203.05,305,151,49.04,22.73,3458.21,0,26.31,0.0076079821641832
2011,9,"AMHERST",282.29,226,176,42.36,8.66,5973.87,0,33.7,0.00564123424178966
2011,155,"PULASKI",172.07,336,320,114.49,10.02,1617.199,0,104.47,0.064599347390148
2011,19,"BEDFORD",248.64,259,676,186.44,43.85,5662.58645,11.5149,131.0751,0.0231475671333901
2011,173,"SMYTH",246.58,261,452,125.62,18.34,2530.2141,0,107.28,0.0423995740123336
2012,67,"FRANKLIN",436.18,72,1126,86.33,18.55,450.932735,0,67.78,0.150310666623039
2012,37,"CHARLOTTE",272.3,236,1454,365.4,50.76,82.747,15.3,299.34,3.61753296192007
2012,99,"KING GEORGE",218.14,290,672,207.52,10.5,636.7857,216.35,-19.33,-0.0303555811633333
2012,135,"NOTTOWAY",245.45,263,457,127.99,15.4,392.96,0,112.59,0.286517711726384
2012,25,"BRUNSWICK",366.46,142,2115,319.81,19.05,361.79871,0,300.76,0.831290968395106
2012,161,"ROANOKE",292.6,215,96,21.98,18.77,4364.626,0,3.21,0.000735458204208104
2012,36,"CHARLES CITY",300.37,208,1435,317.84,4.65,428.065565,405.611,-92.421,-0.215903841739758
2012,550,"CHESAPEAKE CITY",339.65,168,314,56.17,33.81,2422.93334,0,22.36,0.00922848335563371
2012,11,"APPOMATTOX",269.17,239,508,129.29,20.61,42.3,0,108.68,2.56926713947991
2012,73,"GLOUCESTER",286.32,222,98,23.17,13.71,475.7657,0,9.46,0.0198837368898178
2012,47,"CULPEPER",279.19,229,1266,308.72,40.72,998.447221,93.1449,174.8551,0.175127033580075
2012,105,"LEE",327.51,180,1374,263.36,39.1,800.624,0,224.26,0.280106516916805
2012,193,"WESTMORELAND",234.47,274,1673,488.14,35.6,757.3936,380.14,72.4,0.0955909846610798
2012,143,"PITTSYLVANIA",256.64,251,5606,1498.37,56.4,703.511485,27.140785,1414.82921,2.01109610882898
2012,117,"MECKLENBURG",394.32,114,4163,505.36,28.65,585.58439,0,476.71,0.814075662092017
2012,121,"MONTGOMERY",217.7,290,384,118.58,12.66,10645.2492,65.645,40.275,0.00378337784708694
2012,89,"HENRY",246.69,261,525,145.91,11.12,1209.6859802,0,134.79,0.111425611444811
2012,93,"ISLE OF WIGHT",399.4,109,934,108.41,5.11,4499.247341,5.75,97.55,0.021681404156438
2012,169,"SCOTT",357.26,151,637,102.43,28.94,377.6281,0,73.49,0.194609458353338
2012,167,"RUSSELL",334.45,174,251,46.51,21.86,233.732,0,24.65,0.105462666643848
2012,59,"FAIRFAX",182.77,325,101,34.95,34.95,32000.095555,0,0,0
2012,31,"CAMPBELL",256.6,251,1328,354.95,34.75,1786.7911,57.88,262.32,0.146810670816527
2012,157,"RAPPAHANNOCK",286.53,221,335,78.84,22.36,13.24,0,56.48,4.26586102719033
2012,23,"BOTETOURT",274.14,234,253,63.04,19.19,621.356066,0,43.85,0.0705714523433976
2012,197,"WYTHE",253.77,254,1061,286.97,14.88,2699.777321,0,272.09,0.100782385970713
2012,43,"CLARKE",243.06,265,514,145.04,26.53,252.6576,46.58,71.93,0.284693593226564
2012,83,"HALIFAX",265.24,243,2617,677.18,57.7,675.589,2.139,617.341,0.913781899942125
2012,800,"SUFFOLK CITY",418.81,89,1167,110.6,10.33,33496.6765933,133.01,-32.74,-0.000977410397978068
2012,113,"MADISON",332.64,175,333,62.05,13.42,49.5564,0,48.63,0.981306148146355
2012,163,"ROCKBRIDGE",325.1,183,700,136.41,11.5,818.7137,0,124.91,0.152568596323721
2012,810,"VIRGINIA BEACH CITY",314.3,194,431,89.04,13.43,7247.615924,0,75.61,0.0104323960862251
2012,15,"AUGUSTA",332.94,175,3813,710.56,37.08,4038.266156,424.6243,248.8557,0.0616243928425207
2012,45,"CRAIG",230.71,277,130,38.35,8.85,895.4523,0,29.5,0.0329442450480053
2012,181,"SURRY",351.19,157,1472,246.09,10.87,78.119956,22.35,212.87,2.72491192903386
2012,159,"RICHMOND",244.79,263,243,68.05,5.88,100.346,0,62.17,0.619556335080621
2012,153,"PRINCE WILLIAM",219.82,288,1173,359.74,27.29,24517.308691,47.42,285.03,0.0116256642844584
2012,199,"YORK",345.53,162,41,7.07,7.07,8251.782001,0,0,0
2012,7,"AMELIA",195.37,313,886,295.31,36.33,117.781,85.5,173.48,1.47290309982085
2012,119,"MIDDLESEX",285.59,222,651,153.9,6.15,144.40603,88.8,58.95,0.40822395020485
2012,109,"LOUISA",304.24,204,365,79.29,19.55,217.138472,0,59.74,0.275123977108948
2012,111,"LUNENBURG",319.14,189,1484,298.67,12.28,170.069,6.76,279.63,1.64421499509023
2012,115,"MATHEWS",313.66,194,117,24.17,3.93,7.8853,0,20.24,2.56680151674635
2012,191,"WASHINGTON",306.03,202,836,179.83,33.34,3633.4089,0,146.49,0.0403175100936203
2012,29,"BUCKINGHAM",269.99,238,469,118.86,6.59,125.099,0,112.27,0.897449220217588
2012,33,"CAROLINE",225.94,282,3411,1024.29,23.72,2654.55079,792.39,208.18,0.0784238149762431
2012,53,"DINWIDDIE",251.02,257,1885,515.87,31.47,52.41692,17.00596,467.39404,8.91685432871676
2012,141,"PATRICK",304.98,203,432,93.38,28.97,251.0541,0,64.41,0.256558247803959
2012,177,"SPOTSYLVANIA",216.38,292,346,107.59,24.56,3808.4174,10.2,72.83,0.019123429065312
2012,35,"CARROLL",259.57,248,1086,286.8,15.85,190.4055,0,270.95,1.42301561667074
2012,57,"ESSEX",236.71,271,246,70.99,11.25,481.4514,351.4,-291.66,-0.605793232712585
2012,41,"CHESTERFIELD",240.09,268,571,162.95,13.13,32729.120098,22.9,126.92,0.00387789221402734
2012,125,"NELSON",284.05,224,1016,242.35,34.59,1032.9,424.98,-217.22,-0.210301094007164
2012,147,"PRINCE EDWARD",232.14,276,526,154.59,17.63,380.86968,0.05148,136.90852,0.359462900801135
2012,97,"KING AND QUEEN",236.84,271,1221,352.35,18.47,250.445,246.17,87.71,0.350216614426321
2012,179,"STAFFORD",218.84,289,221,68.01,7.69,3946.842,0,60.32,0.0152831048215257
2012,107,"LOUDOUN",223.71,284,3666,1108.68,73.19,2337.318326,0.4321,1035.0579,0.442839936899549
2012,71,"GILES",222.16,286,193,58.78,9.75,24019.4406,0,49.03,0.0020412631924492
2012,1,"ACCOMACK",315.02,193,9716,1996.82,11.92,4613.681973,3414.518315,-1429.61831,-0.309864944824189
2012,127,"NEW KENT",312.5,196,495,103.31,3.76,8642.373617,56.3,43.25,0.00500441220394881
2012,185,"TAZEWELL",302.98,205,330,72.04,6.33,613.3172,0,65.71,0.107138687778526
2012,21,"BLAND",247.75,260,801,221.77,5.81,78.756,0,215.96,2.74214028137539
2012,91,"HIGHLAND",296.95,211,20,4.49,2.02,2577.252,0,2.47,0.00095838513269172
2012,61,"FAUQUIER",258.57,249,920,243.94,57.54,1089.4393,0,186.4,0.17109718733297
2012,69,"FREDERICK",277.36,231,520,127.91,39.11,1624.9001,0,88.8,0.0546495135300933
2012,17,"BATH",287.21,221,109,25.65,4.47,3818.33,0,21.18,0.00554692758352473
2012,3,"ALBEMARLE",292.78,215,1456,333.34,38.46,3716.21486,0,294.88,0.0793495562309871
2012,51,"DICKENSON",308.27,200,12,2.56,2.56,2145.649,0,0,0
2012,49,"CUMBERLAND",255.47,253,222,59.81,7.27,2.3137,0,52.54,22.708216276959
2012,85,"HANOVER",252.59,255,3569,969.13,75.49,1177.758605,560.29,333.35,0.28303762637336
2012,81,"GREENSVILLE",384.09,124,734,96.92,1.19,743.817485,32.252,63.478,0.0853408279317338
2012,5,"ALLEGHANY",271.22,237,191,48.2,2.78,14351.1265,0,45.42,0.00316490834360634
2012,165,"ROCKINGHAM",331.01,177,5645,1063.97,65.97,9269.70398,578.196,419.804,0.0452877460710455
2012,171,"SHENANDOAH",315.7,192,1110,226.94,25.56,1984.4259,31.96,169.42,0.0853748179763225
2012,145,"POWHATAN",262.98,245,230,60.01,8.35,40.7775,4,47.66,1.16878180369076
2012,175,"SOUTHAMPTON",408.28,100,3507,373.45,9.58,1398.276026,159.7402,204.1298,0.145986769567914
2012,139,"PAGE",286.71,221,1005,236.51,11.06,646.848,51.94,173.51,0.268239215395271
2012,133,"NORTHUMBERLAND",283.85,224,62,14.79,2.39,135.1638,0,12.4,0.0917405399966559
2012,75,"GOOCHLAND",296.55,211,112,25.16,7.19,801.5221,0,17.97,0.0224198434453648
2012,65,"FLUVANNA",284.91,223,264,62.69,14.49,326.771,0,48.2,0.14750390946565
2012,95,"JAMES CITY",341.42,167,102,18.14,4.8,2230.915845,0,13.34,0.00597960699857775
2012,63,"FLOYD",216.51,291,779,241.39,60.74,34.472,21.1,159.55,4.62839405894639
2012,149,"PRINCE GEORGE",282.06,226,8,1.93,1.93,107.589905,0,0,0
2012,77,"GRAYSON",251.37,257,619,169.4,21.07,36.6599,0,148.33,4.04611032763319
2012,131,"NORTHAMPTON",319.6,188,9338,1869.41,9.61,1177.014682,881.646009,978.15399,0.831046549341175
2012,137,"ORANGE",312.69,195,1556,323.1,11.01,641.9746,11,301.09,0.469006094633651
2012,79,"GREENE",330.5,178,154,29.19,8.91,228.98635,0,20.28,0.0885642310120232
2012,195,"WISE",408.33,100,115,12.25,1.6,2587.3307,0,10.65,0.00411621135249545
2012,183,"SUSSEX",311.6,196,1645,343.33,5.22,456.542,71.71,266.4,0.583516960104437
2012,87,"HENRICO",290.28,218,49,11.37,11.37,9648.404868,100.69,-100.69,-0.0104359219350288
2012,101,"KING WILLIAM",236.94,271,2690,776.27,4.91,7903.222704,352.326,419.034,0.053020649384955
2012,103,"LANCASTER",278.49,230,12,2.94,2.94,177.58216,0,0,0
2012,187,"WARREN",262.79,245,151,39.39,18.26,3510.696,0,21.13,0.0060187495584921
2012,9,"AMHERST",261.87,246,176,46.1,9.43,6074.989,0,36.67,0.00603622492155953
2012,155,"PULASKI",226.95,281,320,95.75,8.38,1651.929,0,87.37,0.052889682304748
2012,19,"BEDFORD",223.25,285,676,205.16,48.25,6562.0609,11.55,145.36,0.0221515774106882
2012,173,"SMYTH",270.66,237,452,114.07,16.66,2090.0066,0,97.41,0.0466075083207871
2013,67,"FRANKLIN",428.1,80,1126,95.92,20.62,375.27545,0,75.3,0.200652613966621
2013,37,"CHARLOTTE",408.22,100,1454,154.83,21.51,71.132,6.75,126.57,1.7793679356689
2013,99,"KING GEORGE",370.05,138,672,98.75,5,490.7295,95.19,-1.44,-0.00293440683716793
2013,135,"NOTTOWAY",341.48,167,457,81.27,9.78,394.91,0,71.49,0.181028588792383
2013,25,"BRUNSWICK",353.33,155,2115,349.09,20.8,364.13693,0,328.29,0.901556455699234
2013,161,"ROANOKE",433.28,75,96,7.67,6.55,6238.1124,0,1.12,0.000179541490788143
2013,36,"CHARLES CITY",421.22,87,1435,132.94,1.95,189.518527,164.02,-33.03,-0.174283752215951
2013,550,"CHESAPEAKE CITY",357.46,151,314,50.49,30.39,2156.981529,0.006829,20.09317,0.0093154112494025
2013,11,"APPOMATTOX",429.59,78,508,42.19,6.73,6.1,0,35.46,5.81311475409836
2013,73,"GLOUCESTER",424.96,83,98,8.66,5.13,441.0501,0,3.53,0.00800362589193382
2013,47,"CULPEPER",396.32,112,1266,150.99,19.92,910.843494,15.4677,115.6023,0.126917852256186
2013,105,"LEE",442.38,66,1374,96.57,14.34,850.305,0,82.23,0.0967064759115847
2013,193,"WESTMORELAND",371.21,137,1673,244.07,17.8,1169.58614,834.9471,-608.6771,-0.520420924276685
2013,143,"PITTSYLVANIA",436.61,71,5606,423.84,15.95,616.24372,0,407.89,0.661897211707082
2013,117,"MECKLENBURG",360.19,148,4163,656.09,37.19,631.06386,0,618.9,0.980724835042843
2013,121,"MONTGOMERY",349.33,159,384,65.02,6.94,9217.795,26.69,31.39,0.00340536972236853
2013,89,"HENRY",420.36,88,525,49.2,3.75,1174.69396,0,45.45,0.0386909284865992
2013,93,"ISLE OF WIGHT",409.79,98,934,97.47,4.59,6509.866805,0,92.88,0.0142675730214115
2013,169,"SCOTT",489.75,18,637,12.21,3.45,373.572,0,8.76,0.0234492949150365
2013,167,"RUSSELL",446.06,62,251,16.57,7.79,223.2439,0,8.78,0.0393291821187499
2013,59,"FAIRFAX",332.07,176,101,18.93,18.93,31258.994861,0,0,0
2013,31,"CAMPBELL",369.34,139,1328,196.57,19.24,1883.84,62.55,114.78,0.0609287412943774
2013,157,"RAPPAHANNOCK",305.45,203,335,72.42,20.54,11.54,0,51.88,4.49566724436742
2013,23,"BOTETOURT",418.99,89,253,23.98,7.3,2633.953099,0,16.68,0.00633268679170206
