"Year","County_Code","name","PPT","Irrigation","parm_Tot_Area","All_Irrigation_mg","Small_Farm_Unreported","TOT_DEQ_Withdrawals","IRR_DEQ_withdrawals","Unreported_Deficit_Irr_based","C_tot_lg"
2004,139,"PAGE",253.05,255,267,72.5,5.3,756.8933,5.13,62.07,0.0820062748606706
2004,133,"NORTHUMBERLAND",501,7,38,0.28,0.01,62.9152,0,0.27,0.00429149076852652
2004,75,"GOOCHLAND",467.25,41,66.5,2.9,0.94,626.1503,0,1.96,0.00313023885798665
2004,65,"FLUVANNA",432.15,76,111.5,9.02,2.19,74.763,0,6.83,0.091355349571312
2004,95,"JAMES CITY",549.13,-41,38.5,-1.68,-0.68,1743.284656,0,-1,-0.000573629783614639
2004,63,"FLOYD",311.65,196,187,39.03,26.61,66.3738,17.6218,-5.2018,-0.0783712850552477
2004,149,"PRINCE GEORGE",503.71,4,7,0.03,0.03,233.4826,17.46,-17.46,-0.074780733125295
2004,77,"GRAYSON",352.34,156,128.5,21.35,6.81,76.693,0,14.54,0.18958705488115
2004,131,"NORTHAMPTON",467.76,40,7810.5,332.68,1.94,731.483239,459.486102,-128.7461,-0.176006903693387
2004,137,"ORANGE",361.26,147,595,93.14,7.04,600.851,0,86.1,0.143296757432375
2004,79,"GREENE",325.08,183,42.5,8.28,7.21,198.2778,0,1.07,0.00539646899451174
2004,195,"WISE",358.04,150,27.5,4.39,1.76,2394.404,0,2.63,0.00109839442299629
2004,183,"SUSSEX",461.77,46,1390.5,68.11,0.76,358.0812,18.4,48.95,0.136700837687094
2004,87,"HENRICO",502.69,5,26.5,0.14,0.14,8652.7109,0,0,0
2004,101,"KING WILLIAM",505.29,3,2037.5,6.51,0.05,7266.077786,45.04,-38.58,-0.00530960459497619
2004,103,"LANCASTER",468.67,39,12,0.5,0.5,487.3066,0,0,0
2004,187,"WARREN",238.74,269,35,10.03,10.03,3417.2102,0,0,0
2004,9,"AMHERST",360.35,148,147,23.17,4.26,6806.8998,0,18.91,0.00277806351725642
2004,155,"PULASKI",299.03,209,134.5,29.93,4.12,1724.32,0,25.81,0.014968219356036
2004,19,"BEDFORD",350.38,158,330,55.52,8.83,4532.8288,0.05,46.64,0.010289380441635
2004,173,"SMYTH",374.89,133,108,15.3,4.67,1718.0046,0,10.63,0.00618741067398772
2005,67,"FRANKLIN",236.33,272,882.5,255.61,35.77,454.514112,1.3,218.54,0.480821154349549
2005,37,"CHARLOTTE",248.02,260,745,206.26,31.84,127.563,22.31,152.11,1.19243040693618
2005,99,"KING GEORGE",234.63,273,350,101.75,6.1,996.6549,0,95.65,0.0959710327014898
2005,135,"NOTTOWAY",230.13,278,230.5,68.24,11.25,218.5534,0,56.99,0.260760070536537
2005,25,"BRUNSWICK",198.13,310,1395,460.5,10.89,772.927,0,449.61,0.581697883499994
2005,161,"ROANOKE",380.56,127,93,12.58,8.38,6447.541,2.7,1.5,0.000232646833885973
2005,36,"CHARLES CITY",262.4,246,1249,327.18,3.54,143.313871,80.08,243.56,1.69948657656453
2005,550,"CHESAPEAKE CITY",380.74,127,260.5,35.23,8.45,5056.047297,1.519815,25.26018,0.0049960331690307
2005,11,"APPOMATTOX",274.21,234,74,18.44,8.35,93.9297,0,10.09,0.107420762549013
2005,73,"GLOUCESTER",298.43,210,52,11.63,10.85,492.872,0,0.78,0.00158256098946582
2005,47,"CULPEPER",250.96,257,628,171.86,24.36,1019.6632,222.2452,-74.7452,-0.0733038124745504
2005,105,"LEE",313.06,195,179,37.17,10.8,723.09,0,26.37,0.0364684893996598
2005,193,"WESTMORELAND",242.88,265,1558,439.65,16.37,1324.5267,995.233,-571.953,-0.431816889761452
2005,143,"PITTSYLVANIA",296.4,212,3952,892.17,29.57,1570.2843,18.065,844.535,0.537822991670999
2005,117,"MECKLENBURG",204.66,303,3696.5,1192.69,26.94,607.0062,4.5432,1161.2068,1.91300648988429
2005,121,"MONTGOMERY",276.9,231,336,82.65,9.22,12506.3255,35.35,38.08,0.00304485917946083
2005,89,"HENRY",397.72,110,276.5,32.39,3.1,1578.60589,0,29.29,0.0185543460755743
2005,93,"ISLE OF WIGHT",264.26,244,746.5,193.96,6.5,14611.228437,105.07,82.39,0.00563881403642721
2005,169,"SCOTT",371.81,136,149.5,21.65,7.75,406.4095,0,13.9,0.0342019564011176
2005,167,"RUSSELL",343.64,164,134,23.4,4.89,1799.0559,0,18.51,0.0102887297720988
2005,59,"FAIRFAX",213.16,295,55,17.28,17.28,35198.8982,32.7057,-32.7057,-0.00092916828856876
2005,31,"CAMPBELL",258.01,250,546,145.35,27.29,2722.6743,32.07,85.99,0.031582918309399
2005,157,"RAPPAHANNOCK",257.6,250,126.5,33.68,15.57,16.453,0,18.11,1.10071111651371
2005,23,"BOTETOURT",327.68,180,57.5,11.02,4.79,1809.00333,0,6.23,0.0034438853133565
2005,197,"WYTHE",312.36,196,118,24.63,7.72,2564.056,0,16.91,0.00659501976555894
2005,43,"CLARKE",251.84,256,288,78.51,12.81,251.786,29.2,36.5,0.144964374508511
2005,83,"HALIFAX",245.36,263,1850.5,518.25,28.71,722.645,8.94,480.6,0.665056839803777
2005,800,"SUFFOLK CITY",290.35,218,600.5,139.4,15.09,35479.789039,152.55,-28.24,-0.000795946108049236
2005,113,"MADISON",276,232,75,18.53,13.09,50.277,0,5.44,0.108200568848579
2005,163,"ROCKBRIDGE",292.92,215,123,28.16,11.56,1084.882,0,16.6,0.0153012032645025
2005,810,"VIRGINIA BEACH CITY",370.72,137,254,37.06,6.93,8978.146325,0,30.13,0.00335592659211867
2005,15,"AUGUSTA",260.61,247,3343.5,879.41,49.84,3908.3343,267.6073,561.9627,0.143785729895214
2005,45,"CRAIG",327.79,180,62.5,11.98,2.78,1198.794,0,9.2,0.00767437941798174
2005,181,"SURRY",295.9,212,1133,255.78,5.87,93.764,4.17,245.74,2.6208352885969
2005,159,"RICHMOND",290.42,218,126,29.25,3.71,114.6,0,25.54,0.222862129144852
2005,153,"PRINCE WILLIAM",222.22,286,974.5,296.78,15.68,21440.0461,0,281.1,0.0131109792716351
2005,199,"YORK",285.41,223,19,4.51,3.32,32390.238,0,1.19,0.0000367394645263181
2005,7,"AMELIA",239.64,268,468,133.56,11.84,4.8587,4.8587,116.8613,24.0519686335851
2005,119,"MIDDLESEX",314.86,193,478.5,98.34,3.49,74.254,6.528,88.322,1.18945780698683
2005,109,"LOUISA",230.81,277,278.5,82.15,20.94,165.54,0,61.21,0.369759574725142
2005,111,"LUNENBURG",214.66,293,1089,339.77,10.61,212.073,3.43,325.73,1.53593338142998
2005,115,"MATHEWS",349.76,158,35,5.89,2.27,0,0,3.62,Inf
2005,191,"WASHINGTON",329.21,179,317,60.42,20.2,3243.2954,0,40.22,0.0124009672384452
2005,29,"BUCKINGHAM",282.75,225,52,12.46,4.19,409.9652,0,8.27,0.0201724439049949
2005,33,"CAROLINE",259.58,248,2192,578.88,6.6,1863.2687,466.696,105.584,0.0566660085043021
2005,53,"DINWIDDIE",221.23,287,1371,419,12.22,97.664,17.857,388.923,3.98225548820446
2005,141,"PATRICK",409.75,98,269,28.07,6,261.056858,0,22.07,0.084540969998191
2005,177,"SPOTSYLVANIA",236.49,272,120,34.76,9.99,3997.795,45.84,-21.07,-0.00527040531092765
2005,35,"CARROLL",353.31,155,692.5,114.3,4.13,177.435,0,110.17,0.62090342942486
2005,57,"ESSEX",247.17,261,124.5,34.6,5.84,316.611,177.305,-148.545,-0.469171949174223
2005,41,"CHESTERFIELD",219.61,288,130,39.87,9.66,35209.4819,29.9,0.31,0.00000880444650905244
2005,125,"NELSON",302.77,205,828.5,180.86,17.79,877.142,224.23,-61.16,-0.0697264525014194
2005,147,"PRINCE EDWARD",214.15,294,109.5,34.28,9.39,401.85,0,24.89,0.0619385342789598
2005,97,"KING AND QUEEN",269.99,238,380.5,96.43,6.97,186.883,182.923,-93.463,-0.50011504524221
2005,179,"STAFFORD",235.5,272,105.5,30.56,4.78,4128.809,0,25.78,0.00624393136131994
2005,107,"LOUDOUN",272.51,235,2056.5,514.62,52.55,2322.3371,33.6267,428.4433,0.184487988414774
2005,71,"GILES",315.84,192,31,6.34,5.62,25597.63683,0,0.72,0.0000281275964957895
2005,1,"ACCOMACK",359.29,149,5939.5,942.39,8.17,2827.836075,1250.301408,-316.08141,-0.11177501156958
2005,127,"NEW KENT",249.65,258,458,125.83,4.12,12385.4896,34.64,87.07,0.00703000065495998
2005,185,"TAZEWELL",301.04,207,245,54,6.39,1707.893,0,47.61,0.0278764536185815
2005,21,"BLAND",322.57,185,135,26.59,1.97,63.2248,0,24.62,0.389404157862105
2005,91,"HIGHLAND",304.23,204,20,4.34,1.96,2381.148,0,2.38,0.000999517879611011
2005,61,"FAUQUIER",252.25,256,657,179.1,55.75,1120.304,0,123.35,0.110104043188277
2005,69,"FREDERICK",204.79,303,224.5,72.44,29.04,1617.911,11,32.4,0.02002582342292
2005,17,"BATH",310.66,197,19,3.99,1.47,4057.23,0,2.52,0.00062111341974697
2005,3,"ALBEMARLE",263.9,244,1206.5,313.48,30.27,4157.448,0,283.21,0.068121116608073
2005,51,"DICKENSON",332.97,175,12,2.24,2.24,1764.7057,0,0,0
2005,49,"CUMBERLAND",268.01,240,167,42.68,5.88,0,0,36.8,Inf
2005,85,"HANOVER",210.04,298,3263,1035.44,67.59,1024.573175,230.07,737.78,0.720085219877048
2005,81,"GREENSVILLE",193.27,315,246,82.52,1.68,998.742,45.906,34.934,0.0349780023269273
2005,5,"ALLEGHANY",311.65,196,99.5,20.77,1.98,15618.3896,0,18.79,0.00120306897709864
2005,165,"ROCKINGHAM",251.42,257,5167,1414.05,71.56,8798.436,282.463,1060.027,0.120479026045083
2005,171,"SHENANDOAH",243.66,264,824,231.65,29.52,1818.9567,26.2298,175.9002,0.0967038962499767
2005,145,"POWHATAN",220.08,288,81,24.84,5.52,2.2,2.2,17.12,7.78181818181818
2005,175,"SOUTHAMPTON",228.66,279,2815.5,836.48,6.24,3949.061489,219.199,611.041,0.154730687709482
2005,139,"PAGE",254.71,253,267,71.93,5.25,702.801,24.6,42.08,0.059874701373504
2005,133,"NORTHUMBERLAND",355.16,153,38,6.19,0.33,968.935,0,5.86,0.00604787730859139
2005,75,"GOOCHLAND",223.2,285,66.5,20.18,6.52,938.6456,0,13.66,0.0145528834311906
2005,65,"FLUVANNA",248.66,259,111.5,30.75,7.45,83.689,0,23.3,0.278411738699232
2005,95,"JAMES CITY",311.96,196,38.5,8.04,3.24,2607.527206,0,4.8,0.00184082451333779
2005,63,"FLOYD",305.03,203,187,40.42,27.56,67.169,13.61,-0.75,-0.0111658652056752
2005,149,"PRINCE GEORGE",220.78,287,7,2.14,2.14,185.052505,0,0,0
2005,77,"GRAYSON",342.38,166,128.5,22.71,7.25,79.08835,0,15.46,0.195477589303608
2005,131,"NORTHAMPTON",346.28,162,7810.5,1347.37,7.85,870.96368,628.16443,711.35557,0.816745389428868
2005,137,"ORANGE",219.54,288,595,182.47,13.8,762.0093,118.58,50.09,0.0657341058698365
2005,79,"GREENE",296,212,42.5,9.59,8.35,248.943,0,1.24,0.00498105992134746
2005,195,"WISE",344.29,164,27.5,4.8,1.92,2459.7697,0,2.88,0.00117084131900641
2005,183,"SUSSEX",246.29,262,1390.5,387.94,4.32,483.2056,28.986,354.634,0.733919474443177
2005,87,"HENRICO",244.24,264,26.5,7.45,7.45,10428.254,0,0,0
2005,101,"KING WILLIAM",245.29,263,2037.5,570.62,4.34,7179.57383,195.44,370.84,0.0516520908874058
2005,103,"LANCASTER",315.33,193,12,2.47,2.47,15.575,0,0,0
2005,187,"WARREN",205.08,303,35,11.29,11.29,3703.838,0,0,0
2005,9,"AMHERST",326.89,181,147,28.33,5.2,6454.229,0,23.13,0.00358369682885438
2005,155,"PULASKI",288.04,220,134.5,31.51,4.33,1759.545,0,27.18,0.0154471752640597
2005,19,"BEDFORD",273.82,234,330,82.23,13.08,5161.29369,0,69.15,0.0133978037587704
2005,173,"SMYTH",312.17,196,108,22.54,6.89,2275.438,0,15.65,0.00687779671430292
2006,67,"FRANKLIN",319.47,189,882.5,177.61,24.86,496.768172,0,152.75,0.30748749338152
2006,37,"CHARLOTTE",355.59,152,745,120.59,18.61,98.74281,0,101.98,1.03278405789748
2006,99,"KING GEORGE",283.69,224,350,83.49,5.01,868.389,0,78.48,0.0903742447221234
2006,135,"NOTTOWAY",359.15,149,230.5,36.57,6.03,201.999679,0,30.54,0.15118835906665
2006,25,"BRUNSWICK",355.55,152,1395,225.79,5.34,911.0859,0,220.45,0.241964012394441
2006,161,"ROANOKE",231.61,276,93,27.33,18.22,7539.406933,0,9.11,0.00120831785324195
2006,36,"CHARLES CITY",280.46,228,1249,303.24,3.28,61.735637,0,299.96,4.85878197061448
2006,550,"CHESAPEAKE CITY",345.81,162,260.5,44.94,10.78,3382.729358,2.58346,31.57654,0.00933463385869843
2006,11,"APPOMATTOX",289.39,219,74,17.26,7.81,102.81287,0,9.45,0.0919145628363453
2006,73,"GLOUCESTER",302.85,205,52,11.35,10.59,506.572,0,0.76,0.00150028031553264
2006,47,"CULPEPER",248.15,260,628,173.87,24.64,971.7215,205.4705,-56.2405,-0.0578771798298175
2006,105,"LEE",258.73,249,179,47.46,13.79,723.196,0,33.67,0.0465572265333326
2006,193,"WESTMORELAND",328.76,179,1558,296.97,11.06,734.3055,397.449,-111.539,-0.151897268916003
2006,143,"PITTSYLVANIA",287.34,221,3952,930.04,30.83,1371.361639,10.906,888.304,0.647753280198032
2006,117,"MECKLENBURG",339.26,169,3696.5,665.23,15.03,611.3227,0.4052,649.7948,1.06293255591523
2006,121,"MONTGOMERY",258.34,250,336,89.45,9.98,8707.01808,22.94,56.53,0.00649246383556378
2006,89,"HENRY",322.04,186,276.5,54.76,5.25,1208.06602,0,49.51,0.0409828595294817
2006,93,"ISLE OF WIGHT",334.61,173,746.5,137.52,4.61,15157.481984,70.595,62.315,0.00411117097587704
2006,169,"SCOTT",345.46,163,149.5,25.95,9.29,357.13391,0,16.66,0.0466491686549731
2006,167,"RUSSELL",379.82,128,134,18.26,3.82,1135.0112,0,14.44,0.0127223414183049
2006,59,"FAIRFAX",228.74,279,55,16.34,16.34,31759.7442,31.8232,-31.8232,-0.00100199799468158
2006,31,"CAMPBELL",279.75,228,546,132.56,24.89,2223.654,42.35,65.32,0.0293750736400537
2006,157,"RAPPAHANNOCK",241.61,266,126.5,35.83,16.57,15.858,0,19.26,1.21452894438138
2006,23,"BOTETOURT",236.18,272,57.5,16.65,7.24,2088.8288,0,9.41,0.00450491682228816
2006,197,"WYTHE",258.83,249,118,31.29,9.81,2595.4949,0,21.48,0.00827587833056424
2006,43,"CLARKE",206.28,302,288,92.62,15.11,262.635,34.1,43.41,0.165286424124736
2006,83,"HALIFAX",292.68,215,1850.5,423.66,23.47,759.651137,11.111,389.079,0.51218115928391
2006,800,"SUFFOLK CITY",320.73,187,600.5,119.58,12.94,37406.432412,159.178,-52.538,-0.00140451779579883
2006,113,"MADISON",275.17,233,75,18.61,13.15,51.048,0,5.46,0.106958157028679
2006,163,"ROCKBRIDGE",263.28,245,123,32.09,13.18,1053.795,0,18.91,0.0179446666571772
2006,810,"VIRGINIA BEACH CITY",353.79,154,254,41.65,7.79,8931.85364,0,33.86,0.00379092642633137
2006,15,"AUGUSTA",279.48,229,3343.5,815.32,46.21,3657.043,323.528,445.582,0.121842154986966
2006,45,"CRAIG",250.75,257,62.5,17.1,3.97,999.3863,0,13.13,0.0131380628291583
2006,181,"SURRY",262.22,246,1133,296.8,6.81,108.59315,18.209,271.781,2.5027453389095
2006,159,"RICHMOND",308.18,200,126,26.83,3.41,114.1941,0,23.42,0.205089404794118
2006,153,"PRINCE WILLIAM",215.12,293,974.5,304.05,16.07,26785.702564,0,287.98,0.0107512580381985
2006,199,"YORK",290.97,217,19,4.39,3.24,31176.6337,0,1.15,0.0000368865994663176
2006,7,"AMELIA",322.16,186,468,92.69,8.22,8.53,8.53,75.94,8.90269636576788
2006,119,"MIDDLESEX",301.64,206,478.5,104.96,3.73,110.377,19.2,82.03,0.743180191525408
2006,109,"LOUISA",297.02,211,278.5,62.58,15.95,221.459567,0,46.63,0.210557622918137
2006,111,"LUNENBURG",354.71,153,1089,177.42,5.54,183.627,0,171.88,0.936027926176434
2006,115,"MATHEWS",352.12,156,35,5.81,2.24,4.6253,0,3.57,0.77184182647612
2006,191,"WASHINGTON",364.21,144,317,48.61,16.25,4427.914,0,32.36,0.00730818168555216
2006,29,"BUCKINGHAM",303.45,205,52,11.35,3.82,266.01738,0,7.53,0.0283064211819544
2006,33,"CAROLINE",260.38,248,2192,578.88,6.6,2022.56685,501.318,70.962,0.0350851196834359
2006,53,"DINWIDDIE",320.31,188,1371,274.47,8.01,39.726,8.35,258.11,6.49725620500428
2006,141,"PATRICK",301.02,207,269,59.29,12.67,268.720697,0,46.62,0.17348868367962
2006,177,"SPOTSYLVANIA",238.79,269,120,34.37,9.88,4185.1944,24.22,0.27,0.0000645131322932096
2006,35,"CARROLL",263.36,245,692.5,180.67,6.52,174.11082,0,174.15,1.00022502909354
2006,57,"ESSEX",290.1,218,124.5,28.9,4.87,306.1494,156.27,-132.24,-0.431945971476671
2006,41,"CHESTERFIELD",314.9,193,130,26.72,6.47,34091.1185,36.7,-16.45,-0.000482530369310118
2006,125,"NELSON",270.61,237,828.5,209.09,20.57,895.2814,283.306,-94.786,-0.105872857405504
2006,147,"PRINCE EDWARD",306.31,202,109.5,23.55,6.45,426.4830845,7.6,9.5,0.0222752093699979
2006,97,"KING AND QUEEN",270.16,238,380.5,96.43,6.97,217.1932,213.1932,-123.7332,-0.569691868806206
2006,179,"STAFFORD",200.2,308,105.5,34.6,5.41,4430.580164,0,29.19,0.00658830196487107
2006,107,"LOUDOUN",213.26,295,2056.5,646.02,65.97,2376.895815,47.889,532.161,0.223889072731612
2006,71,"GILES",293.33,215,31,7.1,6.3,25563.852,0,0.8,0.0000312941883719245
2006,1,"ACCOMACK",314.29,194,5939.5,1227,10.64,4376.8185,2770.149171,-1553.78917,-0.35500425023336
2006,127,"NEW KENT",295.04,213,458,103.88,3.4,10258.3849,31.317,69.163,0.00674209445972338
2006,185,"TAZEWELL",378.87,129,245,33.65,3.98,1776.9378,0,29.67,0.0166972642486417
2006,21,"BLAND",292.26,216,135,31.05,2.3,58.613,0,28.75,0.490505519253408
2006,91,"HIGHLAND",248.73,259,20,5.52,2.48,2141.012,0,3.04,0.0014198892860012
2006,61,"FAUQUIER",228.85,279,657,195.19,60.76,1175.0026,0,134.43,0.1144082574796
2006,69,"FREDERICK",225.29,283,224.5,67.65,27.12,1618.341,12,28.53,0.0176291646816091
2006,17,"BATH",264.89,243,19,4.92,1.81,4823.785,0,3.11,0.000644721935160875
2006,3,"ALBEMARLE",272.23,236,1206.5,303.2,29.28,4201.8682,0,273.92,0.0651900504637437
2006,51,"DICKENSON",333.98,174,12,2.22,2.22,1963.2746,0,0,0
2006,49,"CUMBERLAND",289.29,219,167,38.95,5.36,2.1348,0,33.59,15.7344950346637
2006,85,"HANOVER",249.47,259,3263,899.93,58.75,1146.637205,357.45,483.73,0.421868397336715
2006,81,"GREENSVILLE",322.97,185,246,48.46,0.98,991.9313,33.005,14.475,0.0145927444773645
2006,5,"ALLEGHANY",243.88,264,99.5,27.97,2.67,15004.971681,0,25.3,0.00168610781398782
2006,165,"ROCKINGHAM",306.21,202,5167,1111.43,56.25,9151.0729,79.71,975.47,0.10659624403167
2006,171,"SHENANDOAH",256.2,252,824,221.12,28.18,1790.9911,8.2,184.74,0.103149591307293
2006,145,"POWHATAN",296.5,212,81,18.29,4.06,45.9092,3.8,10.43,0.227187578960208
2006,175,"SOUTHAMPTON",357.72,150,2815.5,449.72,3.35,3841.919299,186.6492,259.7208,0.0676018364226448
2006,139,"PAGE",281.61,226,267,64.26,4.69,570.6045,5.97,53.6,0.0939354666848929
2006,133,"NORTHUMBERLAND",340.49,168,38,6.8,0.36,579.2318,0,6.44,0.0111181741057725
2006,75,"GOOCHLAND",275.02,233,66.5,16.5,5.33,949.9455,0,11.17,0.0117585693073971
2006,65,"FLUVANNA",300.74,207,111.5,24.58,5.95,101.551,0,18.63,0.183454618861459
2006,95,"JAMES CITY",293.12,215,38.5,8.81,3.55,2498.04395,0,5.26,0.00210564750071751
2006,63,"FLOYD",241.48,267,187,53.17,36.25,50.202,1.316,15.604,0.310824269949404
2006,149,"PRINCE GEORGE",260.66,247,7,1.84,1.84,323.8854,76.9,-76.9,-0.237429658762019
2006,77,"GRAYSON",305.64,202,128.5,27.64,8.82,78.86605,0,18.82,0.238632466061125
2006,131,"NORTHAMPTON",342.65,165,7810.5,1372.32,7.99,846.277912,596.980465,767.34953,0.906734677957659
2006,137,"ORANGE",265.78,242,595,153.33,11.6,697.732574,25,116.73,0.167299054608851
2006,79,"GREENE",263.51,244,42.5,11.04,9.61,237.7412,0,1.43,0.00601494398110214
2006,195,"WISE",343.63,164,27.5,4.8,1.92,2000.32736,0,2.88,0.00143976433937293
2006,183,"SUSSEX",281.2,227,1390.5,336.12,3.75,489.5119,27.2,305.17,0.623416917954395
2006,87,"HENRICO",306.62,201,26.5,5.67,5.67,10440.1337,0,0,0
2006,101,"KING WILLIAM",262.64,245,2037.5,531.57,4.04,7090.452195,347.12,180.41,0.0254440753619664
2006,103,"LANCASTER",313.37,195,12,2.49,2.49,202.4142,0,0,0
2006,187,"WARREN",220.67,287,35,10.7,10.7,4149.016,0,0,0
2006,9,"AMHERST",273.57,234,147,36.63,6.73,6473.8181,0,29.9,0.00461860366450519
2006,155,"PULASKI",259.43,249,134.5,35.66,4.91,1663.359,0,30.75,0.018486688682359
2006,19,"BEDFORD",269.09,239,330,83.99,13.36,4616.026469,11.513,59.117,0.0128069022994157
2006,173,"SMYTH",352.16,156,108,17.94,5.48,2679.144173,0,12.46,0.00465073889101227
2007,67,"FRANKLIN",249.5,258,882.5,242.45,33.93,492.8103,0,208.52,0.423124273173674
2007,37,"CHARLOTTE",231.06,277,745,219.75,33.92,119.47302,23.2,162.63,1.36122783202433
2007,99,"KING GEORGE",187.45,321,350,119.64,7.18,1242.0798,175.802,-63.342,-0.0509967233989314
2007,135,"NOTTOWAY",243.11,265,230.5,65.04,10.72,464.577845,0,54.32,0.116923354362712
2007,25,"BRUNSWICK",200.65,307,1395,456.04,10.79,931.0598,0,445.25,0.478218477481253
2007,161,"ROANOKE",235.72,272,93,26.94,17.96,4487.925,0,8.98,0.00200092470350997
2007,36,"CHARLES CITY",310.18,198,1249,263.34,2.85,45.210129,11.9,248.59,5.4985465757021
2007,550,"CHESAPEAKE CITY",297.57,210,260.5,58.25,13.98,4509.785158,1.440575,42.82942,0.00949699786120055
2007,11,"APPOMATTOX",246.72,261,74,20.57,9.31,97.49015,0,11.26,0.115498847832319
2007,73,"GLOUCESTER",265.47,243,52,13.46,12.55,507.53728,0,0.91,0.00179297173992815
2007,47,"CULPEPER",212.79,295,628,197.28,27.96,1255.77563,410.727,-241.407,-0.192237366479233
2007,105,"LEE",230.55,277,179,52.8,15.34,766.738,0,37.46,0.0488563238029157
2007,193,"WESTMORELAND",175.57,332,1558,550.81,20.5,1235.92386,863.926,-333.616,-0.269932485970454
2007,143,"PITTSYLVANIA",217.54,290,3952,1220.42,40.45,1073.054393,65.3438,1114.6262,1.03874156545203
2007,117,"MECKLENBURG",191.51,316,3696.5,1243.86,28.1,713.222,7.17,1208.59,1.69454952314987
2007,121,"MONTGOMERY",203.37,305,336,109.13,12.18,8688.827583,46.54,50.41,0.00580170333896704
2007,89,"HENRY",240.14,268,276.5,78.91,7.56,1111.62384,0,71.35,0.0641853812707004
2007,93,"ISLE OF WIGHT",255.19,253,746.5,201.11,6.74,15366.273684,123,71.37,0.00464458732596397
2007,169,"SCOTT",270.35,238,149.5,37.89,13.56,397.3463,0,24.33,0.0612312232427985
2007,167,"RUSSELL",310.95,197,134,28.11,5.87,644.75017,0,22.24,0.0344939808236111
2007,59,"FAIRFAX",202.2,306,55,17.92,17.92,34091.9674,17.4,-17.4,-0.000510384155770371
2007,31,"CAMPBELL",242.45,266,546,154.66,29.03,2235.9818,59.51,66.12,0.0295709025896365
2007,157,"RAPPAHANNOCK",246.93,261,126.5,35.16,16.26,14.271,0,18.9,1.32436409501787
2007,23,"BOTETOURT",238.53,269,57.5,16.47,7.16,659.376353,0,9.31,0.0141194023074103
2007,197,"WYTHE",209.39,299,118,37.57,11.78,3002.4423,0,25.79,0.00858967381321533
2007,43,"CLARKE",191.58,316,288,96.91,15.82,258.64086,44,37.09,0.143403482342272
2007,83,"HALIFAX",215.03,293,1850.5,577.36,31.98,698.41449,9.12,536.26,0.767824848536576
2007,800,"SUFFOLK CITY",314.63,193,600.5,123.41,13.36,38298.190706,180.6075,-70.5575,-0.00184231940724412
2007,113,"MADISON",289.26,219,75,17.49,12.36,105.548,0,5.13,0.0486034789858642
2007,163,"ROCKBRIDGE",263.87,244,123,31.96,13.12,1052.877009,0,18.84,0.0178938279010326
2007,810,"VIRGINIA BEACH CITY",250.71,257,254,69.51,13,13960.175028,0,56.51,0.00404794351694428
2007,15,"AUGUSTA",263.68,244,3343.5,868.73,49.24,4114.81766,592.1592,227.3308,0.0552468708905075
2007,45,"CRAIG",239.52,268,62.5,17.84,4.14,32.0455,0,13.7,0.427517124089186
2007,181,"SURRY",277.11,231,1133,278.7,6.4,103.262,39.699,232.601,2.25253239332959
2007,159,"RICHMOND",219.4,289,126,38.78,4.92,113.77872,0,33.86,0.297595191789818
2007,153,"PRINCE WILLIAM",206.26,302,974.5,313.39,16.56,28178.8243,2.632,294.198,0.0104403930010664
2007,199,"YORK",278.94,229,19,4.63,3.41,32214.1923,0,1.22,0.0000378715067147594
2007,7,"AMELIA",245.76,262,468,130.57,11.58,15.681,15.681,103.309,6.58816402015178
2007,119,"MIDDLESEX",266.65,241,478.5,122.8,4.36,160.215729,90.576,27.864,0.173915508632739
2007,109,"LOUISA",278.76,229,278.5,67.91,17.31,196.042254,0,50.6,0.258107622043562
2007,111,"LUNENBURG",206.45,302,1089,350.21,10.93,216.203,8.66,330.62,1.52921097302073
2007,115,"MATHEWS",252.32,256,35,9.54,3.68,5.9702,0,5.86,0.981541656895917
2007,191,"WASHINGTON",290.22,218,317,73.59,24.61,3408.1964,0,48.98,0.0143712375261003
2007,29,"BUCKINGHAM",272.59,235,52,13.01,4.38,161.28066,0,8.63,0.0535092056294909
2007,33,"CAROLINE",221.7,286,2192,667.58,7.61,2399.616658,541.364,118.606,0.0494270614452452
2007,53,"DINWIDDIE",266.9,241,1371,351.84,10.27,156.3327,97.3087,244.2613,1.56244534892572
2007,141,"PATRICK",276.37,232,269,66.46,14.21,285.815066,1,51.25,0.179311751186692
2007,177,"SPOTSYLVANIA",240.3,268,120,34.25,9.85,4155.78188,25.43,-1.03,-0.000247847464025229
2007,35,"CARROLL",257.15,251,692.5,185.09,6.68,163.0234,0,178.41,1.09438276959013
2007,57,"ESSEX",212.84,295,124.5,39.11,6.6,386.04285,237.039,-204.529,-0.529809061351609
2007,41,"CHESTERFIELD",254.63,253,130,35.02,8.49,33392.7401,37.9,-11.37,-0.000340493172047298
2007,125,"NELSON",271.92,236,828.5,208.21,20.48,1060.2098,468.463,-280.733,-0.264790044385555
2007,147,"PRINCE EDWARD",221.93,286,109.5,33.35,9.14,30.883163,0,24.21,0.783922294487776
2007,97,"KING AND QUEEN",250.93,257,380.5,104.13,7.53,298.32,293.42,-196.82,-0.659761330115312
2007,179,"STAFFORD",234.59,273,105.5,30.67,4.8,4652.618,0,25.87,0.00556031034570214
2007,107,"LOUDOUN",177.57,330,2056.5,722.66,73.79,2538.796988,32.6308,616.2392,0.242728821135658
