"COUNTYFP","YEAR","County_Name","Facility_withdrawal_mg","parm_Coeff","Unreported_Coeff_Based"
177,2003,"SPOTSYLVANIA",1.2,0.885530830499719,1.06
181,2003,"SURRY",8.661,0.148584327824544,1.29
183,2003,"SUSSEX",18.9,0.0421294857582188,0.8
193,2003,"WESTMORELAND",223.695,0.0340943069444158,7.63
550,2003,"CHESAPEAKE CITY",0.983792,7.42511552586477,7.3
800,2003,"SUFFOLK CITY",196.69,0.0721104830078936,14.18
1,2004,"ACCOMACK",2178.6459,0.00498294580304673,10.86
15,2004,"AUGUSTA",87.989,0.111768446847221,9.83
19,2004,"BEDFORD",0.05,1.02913793971114,0.05
31,2004,"CAMPBELL",5.34,0.45248790601244,2.42
33,2004,"CAROLINE",155.723,0.00895006236355105,1.39
36,2004,"CHARLES CITY",13.79,0.0182719052226552,0.25
37,2004,"CHARLOTTE",18.2,1.56482084690554,28.48
41,2004,"CHESTERFIELD",15.8,0.232363636363636,3.67
47,2004,"CULPEPER",26.4275,0.360604268823076,9.53
57,2004,"ESSEX",28.5,0.0456321399094832,1.3
59,2004,"FAIRFAX",17.4,1.56423280841941,27.22
63,2004,"FLOYD",17.6218,1.52623717751503,26.9
69,2004,"FREDERICK",6,3.53916013989459,21.23
81,2004,"GREENSVILLE",24.75,0.0192156891604706,0.48
85,2004,"HANOVER",86.391,0.112790947501383,9.74
93,2004,"ISLE OF WIGHT",3,0.0794646838873452,0.24
97,2004,"KING AND QUEEN",149.5326,0.0204653341356247,3.06
99,2004,"KING GEORGE",7.4,0.0446869358277868,0.33
101,2004,"KING WILLIAM",45.04,0.013284040147059,0.6
107,2004,"LOUDOUN",39.1085,1.60928961748634,62.94
117,2004,"MECKLENBURG",0.567,7.31939880689516,4.15
119,2004,"MIDDLESEX",14.5,0.140779697741511,2.04
121,2004,"MONTGOMERY",10,0.244581775160134,2.45
125,2004,"NELSON",170.87,0.0451328355346267,7.71
127,2004,"NEW KENT",13.3597,0.161637040099215,2.16
131,2004,"NORTHAMPTON",459.486102,0.0129422670699437,5.95
139,2004,"PAGE",5.13,0.166260303262101,0.85
143,2004,"PITTSYLVANIA",5.618,0.707463865780546,3.97
145,2004,"POWHATAN",2.2,1.10831395348837,2.44
147,2004,"PRINCE EDWARD",8.3,31.5712768377276,262.04
161,2004,"ROANOKE",5.25,11.6714009661836,61.27
165,2004,"ROCKINGHAM",11.67,0.233059596296536,2.72
171,2004,"SHENANDOAH",5.78,0.714238300211713,4.13
175,2004,"SOUTHAMPTON",81.473,0.0152946860043602,1.25
177,2004,"SPOTSYLVANIA",15.52,0.885530830499719,13.74
183,2004,"SUSSEX",18.4,0.0421294857582188,0.78
193,2004,"WESTMORELAND",161.042,0.0340943069444158,5.49
550,2004,"CHESAPEAKE CITY",0.98581,7.42511552586477,7.32
1,2005,"ACCOMACK",1250.301408,0.00498294580304673,6.23
7,2005,"AMELIA",4.8587,0.565431654141752,2.75
15,2005,"AUGUSTA",267.6073,0.111768446847221,29.91
31,2005,"CAMPBELL",32.07,0.45248790601244,14.51
33,2005,"CAROLINE",466.696,0.00895006236355105,4.18
36,2005,"CHARLES CITY",80.08,0.0182719052226552,1.46
37,2005,"CHARLOTTE",22.31,1.56482084690554,34.91
41,2005,"CHESTERFIELD",29.9,0.232363636363636,6.95
43,2005,"CLARKE",29.2,0.488489789196311,14.26
47,2005,"CULPEPER",222.2452,0.360604268823076,80.14
53,2005,"DINWIDDIE",17.857,0.511771990816582,9.14
57,2005,"ESSEX",177.305,0.0456321399094832,8.09
59,2005,"FAIRFAX",32.7057,1.56423280841941,51.16
63,2005,"FLOYD",13.61,1.52623717751503,20.77
67,2005,"FRANKLIN",1.3,5.12785774767146,6.67
69,2005,"FREDERICK",11,3.53916013989459,38.93
81,2005,"GREENSVILLE",45.906,0.0192156891604706,0.88
83,2005,"HALIFAX",8.94,4.20833333333333,37.62
85,2005,"HANOVER",230.07,0.112790947501383,25.95
93,2005,"ISLE OF WIGHT",105.07,0.0794646838873452,8.35
97,2005,"KING AND QUEEN",182.923,0.0204653341356247,3.74
101,2005,"KING WILLIAM",195.44,0.013284040147059,2.6
107,2005,"LOUDOUN",33.6267,1.60928961748634,54.12
111,2005,"LUNENBURG",3.43,1.30023094688222,4.46
117,2005,"MECKLENBURG",4.5432,7.31939880689516,33.25
119,2005,"MIDDLESEX",6.528,0.140779697741511,0.92
121,2005,"MONTGOMERY",35.35,0.244581775160134,8.65
125,2005,"NELSON",224.23,0.0451328355346267,10.12
127,2005,"NEW KENT",34.64,0.161637040099215,5.6
131,2005,"NORTHAMPTON",628.16443,0.0129422670699437,8.13
137,2005,"ORANGE",118.58,0.962727272727273,114.16
139,2005,"PAGE",24.6,0.166260303262101,4.09
143,2005,"PITTSYLVANIA",18.065,0.707463865780546,12.78
145,2005,"POWHATAN",2.2,1.10831395348837,2.44
161,2005,"ROANOKE",2.7,11.6714009661836,31.51
165,2005,"ROCKINGHAM",282.463,0.233059596296536,65.83
171,2005,"SHENANDOAH",26.2298,0.714238300211713,18.73
175,2005,"SOUTHAMPTON",219.199,0.0152946860043602,3.35
177,2005,"SPOTSYLVANIA",45.84,0.885530830499719,40.59
181,2005,"SURRY",4.17,0.148584327824544,0.62
183,2005,"SUSSEX",28.986,0.0421294857582188,1.22
193,2005,"WESTMORELAND",995.233,0.0340943069444158,33.93
550,2005,"CHESAPEAKE CITY",1.519815,7.42511552586477,11.28
800,2005,"SUFFOLK CITY",152.55,0.0721104830078936,11
1,2006,"ACCOMACK",2770.149171,0.00498294580304673,13.8
7,2006,"AMELIA",8.53,0.565431654141752,4.82
15,2006,"AUGUSTA",323.528,0.111768446847221,36.16
19,2006,"BEDFORD",11.513,1.02913793971114,11.85
31,2006,"CAMPBELL",42.35,0.45248790601244,19.16
33,2006,"CAROLINE",501.318,0.00895006236355105,4.49
41,2006,"CHESTERFIELD",36.7,0.232363636363636,8.53
43,2006,"CLARKE",34.1,0.488489789196311,16.66
47,2006,"CULPEPER",205.4705,0.360604268823076,74.09
53,2006,"DINWIDDIE",8.35,0.511771990816582,4.27
57,2006,"ESSEX",156.27,0.0456321399094832,7.13
59,2006,"FAIRFAX",31.8232,1.56423280841941,49.78
63,2006,"FLOYD",1.316,1.52623717751503,2.01
69,2006,"FREDERICK",12,3.53916013989459,42.47
81,2006,"GREENSVILLE",33.005,0.0192156891604706,0.63
83,2006,"HALIFAX",11.111,4.20833333333333,46.76
85,2006,"HANOVER",357.45,0.112790947501383,40.32
93,2006,"ISLE OF WIGHT",70.595,0.0794646838873452,5.61
97,2006,"KING AND QUEEN",213.1932,0.0204653341356247,4.36
101,2006,"KING WILLIAM",347.12,0.013284040147059,4.61
107,2006,"LOUDOUN",47.889,1.60928961748634,77.07
117,2006,"MECKLENBURG",0.4052,7.31939880689516,2.97
119,2006,"MIDDLESEX",19.2,0.140779697741511,2.7
121,2006,"MONTGOMERY",22.94,0.244581775160134,5.61
125,2006,"NELSON",283.306,0.0451328355346267,12.79
127,2006,"NEW KENT",31.317,0.161637040099215,5.06
131,2006,"NORTHAMPTON",596.980465,0.0129422670699437,7.73
137,2006,"ORANGE",25,0.962727272727273,24.07
139,2006,"PAGE",5.97,0.166260303262101,0.99
143,2006,"PITTSYLVANIA",10.906,0.707463865780546,7.72
145,2006,"POWHATAN",3.8,1.10831395348837,4.21
147,2006,"PRINCE EDWARD",7.6,31.5712768377276,239.94
165,2006,"ROCKINGHAM",79.71,0.233059596296536,18.58
171,2006,"SHENANDOAH",8.2,0.714238300211713,5.86
175,2006,"SOUTHAMPTON",186.6492,0.0152946860043602,2.85
177,2006,"SPOTSYLVANIA",24.22,0.885530830499719,21.45
181,2006,"SURRY",18.209,0.148584327824544,2.71
183,2006,"SUSSEX",27.2,0.0421294857582188,1.15
193,2006,"WESTMORELAND",397.449,0.0340943069444158,13.55
550,2006,"CHESAPEAKE CITY",2.58346,7.42511552586477,19.18
800,2006,"SUFFOLK CITY",159.178,0.0721104830078936,11.48
1,2007,"ACCOMACK",1779.744198,0.00498294580304673,8.87
7,2007,"AMELIA",15.681,0.565431654141752,8.87
15,2007,"AUGUSTA",592.1592,0.111768446847221,66.18
19,2007,"BEDFORD",11.9226,1.02913793971114,12.27
31,2007,"CAMPBELL",59.51,0.45248790601244,26.93
33,2007,"CAROLINE",541.364,0.00895006236355105,4.85
36,2007,"CHARLES CITY",11.9,0.0182719052226552,0.22
37,2007,"CHARLOTTE",23.2,1.56482084690554,36.3
41,2007,"CHESTERFIELD",37.9,0.232363636363636,8.81
43,2007,"CLARKE",44,0.488489789196311,21.49
47,2007,"CULPEPER",410.727,0.360604268823076,148.11
53,2007,"DINWIDDIE",97.3087,0.511771990816582,49.8
57,2007,"ESSEX",237.039,0.0456321399094832,10.82
59,2007,"FAIRFAX",17.4,1.56423280841941,27.22
69,2007,"FREDERICK",13.534,3.53916013989459,47.9
81,2007,"GREENSVILLE",44.716,0.0192156891604706,0.86
83,2007,"HALIFAX",9.12,4.20833333333333,38.38
85,2007,"HANOVER",274.1886,0.112790947501383,30.93
93,2007,"ISLE OF WIGHT",123,0.0794646838873452,9.77
97,2007,"KING AND QUEEN",293.42,0.0204653341356247,6
99,2007,"KING GEORGE",175.802,0.0446869358277868,7.86
101,2007,"KING WILLIAM",702.694,0.013284040147059,9.33
107,2007,"LOUDOUN",32.6308,1.60928961748634,52.51
111,2007,"LUNENBURG",8.66,1.30023094688222,11.26
117,2007,"MECKLENBURG",7.17,7.31939880689516,52.48
119,2007,"MIDDLESEX",90.576,0.140779697741511,12.75
121,2007,"MONTGOMERY",46.54,0.244581775160134,11.38
125,2007,"NELSON",468.463,0.0451328355346267,21.14
127,2007,"NEW KENT",138.01,0.161637040099215,22.31
131,2007,"NORTHAMPTON",907.219324,0.0129422670699437,11.74
137,2007,"ORANGE",70,0.962727272727273,67.39
139,2007,"PAGE",12.17,0.166260303262101,2.02
141,2007,"PATRICK",1,5.44,5.44
143,2007,"PITTSYLVANIA",65.3438,0.707463865780546,46.23
145,2007,"POWHATAN",3.3,1.10831395348837,3.66
153,2007,"PRINCE WILLIAM",2.632,0.757357289934748,1.99
165,2007,"ROCKINGHAM",167.963,0.233059596296536,39.15
171,2007,"SHENANDOAH",29.928,0.714238300211713,21.38
175,2007,"SOUTHAMPTON",259.1787,0.0152946860043602,3.96
177,2007,"SPOTSYLVANIA",25.43,0.885530830499719,22.52
181,2007,"SURRY",39.699,0.148584327824544,5.9
183,2007,"SUSSEX",41.22,0.0421294857582188,1.74
193,2007,"WESTMORELAND",863.926,0.0340943069444158,29.45
550,2007,"CHESAPEAKE CITY",1.440575,7.42511552586477,10.7
800,2007,"SUFFOLK CITY",180.6075,0.0721104830078936,13.02
1,2008,"ACCOMACK",2783.347352,0.00498294580304673,13.87
7,2008,"AMELIA",13.47,0.565431654141752,7.62
15,2008,"AUGUSTA",922.6669,0.111768446847221,103.13
31,2008,"CAMPBELL",38.75,0.45248790601244,17.53
33,2008,"CAROLINE",702.528,0.00895006236355105,6.29
36,2008,"CHARLES CITY",142.45,0.0182719052226552,2.6
37,2008,"CHARLOTTE",22,1.56482084690554,34.43
41,2008,"CHESTERFIELD",40.9,0.232363636363636,9.5
43,2008,"CLARKE",41.9,0.488489789196311,20.47
47,2008,"CULPEPER",105.2,0.360604268823076,37.94
53,2008,"DINWIDDIE",23.48,0.511771990816582,12.02
57,2008,"ESSEX",147.5,0.0456321399094832,6.73
69,2008,"FREDERICK",15.6,3.53916013989459,55.21
81,2008,"GREENSVILLE",47.954467,0.0192156891604706,0.92
83,2008,"HALIFAX",2.6,4.20833333333333,10.94
85,2008,"HANOVER",543.602,0.112790947501383,61.31
93,2008,"ISLE OF WIGHT",25,0.0794646838873452,1.99
97,2008,"KING AND QUEEN",207.08,0.0204653341356247,4.24
99,2008,"KING GEORGE",201.8,0.0446869358277868,9.02
101,2008,"KING WILLIAM",907.42551,0.013284040147059,12.05
107,2008,"LOUDOUN",39.226432,1.60928961748634,63.13
119,2008,"MIDDLESEX",31.654,0.140779697741511,4.46
121,2008,"MONTGOMERY",30.35136,0.244581775160134,7.42
125,2008,"NELSON",443.355,0.0451328355346267,20.01
127,2008,"NEW KENT",225.571,0.161637040099215,36.46
131,2008,"NORTHAMPTON",764.50679,0.0129422670699437,9.89
137,2008,"ORANGE",98.4,0.962727272727273,94.73
139,2008,"PAGE",39.59,0.166260303262101,6.58
143,2008,"PITTSYLVANIA",288.26865,0.707463865780546,203.94
153,2008,"PRINCE WILLIAM",4.391,0.757357289934748,3.33
165,2008,"ROCKINGHAM",152.779031,0.233059596296536,35.61
171,2008,"SHENANDOAH",3.5,0.714238300211713,2.5
175,2008,"SOUTHAMPTON",236.489,0.0152946860043602,3.62
177,2008,"SPOTSYLVANIA",48.09,0.885530830499719,42.59
181,2008,"SURRY",10.626,0.148584327824544,1.58
183,2008,"SUSSEX",55.9,0.0421294857582188,2.36
193,2008,"WESTMORELAND",530.56,0.0340943069444158,18.09
550,2008,"CHESAPEAKE CITY",1.77664,7.42511552586477,13.19
800,2008,"SUFFOLK CITY",176.5,0.0721104830078936,12.73
1,2009,"ACCOMACK",2463.225437,0.00498294580304673,12.27
7,2009,"AMELIA",59.096,0.565431654141752,33.41
15,2009,"AUGUSTA",780.5369,0.111768446847221,87.24
19,2009,"BEDFORD",0.0909,1.02913793971114,0.09
31,2009,"CAMPBELL",25.97,0.45248790601244,11.75
33,2009,"CAROLINE",551.597375,0.00895006236355105,4.94
36,2009,"CHARLES CITY",137.192,0.0182719052226552,2.51
37,2009,"CHARLOTTE",16.8,1.56482084690554,26.29
41,2009,"CHESTERFIELD",43.2,0.232363636363636,10.04
43,2009,"CLARKE",41.7,0.488489789196311,20.37
47,2009,"CULPEPER",207.627668,0.360604268823076,74.87
53,2009,"DINWIDDIE",22.991584,0.511771990816582,11.77
57,2009,"ESSEX",183.19,0.0456321399094832,8.36
63,2009,"FLOYD",15.81,1.52623717751503,24.13
69,2009,"FREDERICK",14,3.53916013989459,49.55
81,2009,"GREENSVILLE",36.323675,0.0192156891604706,0.7
83,2009,"HALIFAX",10.6064,4.20833333333333,44.64
85,2009,"HANOVER",635.50888,0.112790947501383,71.68
93,2009,"ISLE OF WIGHT",38.283,0.0794646838873452,3.04
97,2009,"KING AND QUEEN",221.37,0.0204653341356247,4.53
99,2009,"KING GEORGE",43.56,0.0446869358277868,1.95
101,2009,"KING WILLIAM",619.4184,0.013284040147059,8.23
107,2009,"LOUDOUN",32.10989352,1.60928961748634,51.67
111,2009,"LUNENBURG",5.267236,1.30023094688222,6.85
119,2009,"MIDDLESEX",53.98,0.140779697741511,7.6
121,2009,"MONTGOMERY",25.18,0.244581775160134,6.16
125,2009,"NELSON",373.884,0.0451328355346267,16.87
127,2009,"NEW KENT",78.67,0.161637040099215,12.72
131,2009,"NORTHAMPTON",869.438526,0.0129422670699437,11.25
137,2009,"ORANGE",20.3548,0.962727272727273,19.6
139,2009,"PAGE",28.99566,0.166260303262101,4.82
141,2009,"PATRICK",0.5,5.44,2.72
143,2009,"PITTSYLVANIA",37.009142,0.707463865780546,26.18
145,2009,"POWHATAN",2.85,1.10831395348837,3.16
153,2009,"PRINCE WILLIAM",4.314,0.757357289934748,3.27
165,2009,"ROCKINGHAM",357.451121,0.233059596296536,83.31
171,2009,"SHENANDOAH",3,0.714238300211713,2.14
175,2009,"SOUTHAMPTON",249.27522,0.0152946860043602,3.81
177,2009,"SPOTSYLVANIA",36.33,0.885530830499719,32.17
181,2009,"SURRY",27.007,0.148584327824544,4.01
183,2009,"SUSSEX",20.28,0.0421294857582188,0.85
193,2009,"WESTMORELAND",720.417,0.0340943069444158,24.56
550,2009,"CHESAPEAKE CITY",1.246405,7.42511552586477,9.25
800,2009,"SUFFOLK CITY",136.7,0.0721104830078936,9.86
1,2010,"ACCOMACK",3325.996681,0.00498294580304673,16.57
7,2010,"AMELIA",67,0.565431654141752,37.88
15,2010,"AUGUSTA",622.107,0.111768446847221,69.53
31,2010,"CAMPBELL",22.484,0.45248790601244,10.17
33,2010,"CAROLINE",1183.863125,0.00895006236355105,10.6
36,2010,"CHARLES CITY",247.16,0.0182719052226552,4.52
37,2010,"CHARLOTTE",10.1,1.56482084690554,15.8
41,2010,"CHESTERFIELD",37.05,0.232363636363636,8.61
43,2010,"CLARKE",62.1,0.488489789196311,30.34
47,2010,"CULPEPER",147.502,0.360604268823076,53.19
53,2010,"DINWIDDIE",29.554526,0.511771990816582,15.13
57,2010,"ESSEX",311.73,0.0456321399094832,14.22
63,2010,"FLOYD",18.09,1.52623717751503,27.61
67,2010,"FRANKLIN",2,5.12785774767146,10.26
69,2010,"FREDERICK",12,3.53916013989459,42.47
81,2010,"GREENSVILLE",40.841,0.0192156891604706,0.78
83,2010,"HALIFAX",7.165,4.20833333333333,30.15
85,2010,"HANOVER",732.666278,0.112790947501383,82.64
87,2010,"HENRICO",2.2309,0.0385674495558575,0.09
93,2010,"ISLE OF WIGHT",86.5,0.0794646838873452,6.87
97,2010,"KING AND QUEEN",326.15,0.0204653341356247,6.67
99,2010,"KING GEORGE",179.86,0.0446869358277868,8.04
101,2010,"KING WILLIAM",925.226,0.013284040147059,12.29
107,2010,"LOUDOUN",33.229356,1.60928961748634,53.48
111,2010,"LUNENBURG",7.805,1.30023094688222,10.15
119,2010,"MIDDLESEX",24.6,0.140779697741511,3.46
121,2010,"MONTGOMERY",64.82,0.244581775160134,15.85
125,2010,"NELSON",401.27,0.0451328355346267,18.11
127,2010,"NEW KENT",108.73,0.161637040099215,17.57
131,2010,"NORTHAMPTON",595.271395,0.0129422670699437,7.7
139,2010,"PAGE",31.393,0.166260303262101,5.22
143,2010,"PITTSYLVANIA",15.39507,0.707463865780546,10.89
145,2010,"POWHATAN",5.4,1.10831395348837,5.98
165,2010,"ROCKINGHAM",628.1251,0.233059596296536,146.39
171,2010,"SHENANDOAH",87.725,0.714238300211713,62.66
175,2010,"SOUTHAMPTON",320.0703,0.0152946860043602,4.9
177,2010,"SPOTSYLVANIA",9.85,0.885530830499719,8.72
181,2010,"SURRY",87.089,0.148584327824544,12.94
183,2010,"SUSSEX",167.27,0.0421294857582188,7.05
193,2010,"WESTMORELAND",299.234,0.0340943069444158,10.2
550,2010,"CHESAPEAKE CITY",1.533239,7.42511552586477,11.38
800,2010,"SUFFOLK CITY",130,0.0721104830078936,9.37
1,2011,"ACCOMACK",2912.499712,0.00498294580304673,14.51
7,2011,"AMELIA",63.5,0.565431654141752,35.9
15,2011,"AUGUSTA",646.28625,0.111768446847221,72.23
19,2011,"BEDFORD",11.5149,1.02913793971114,11.85
31,2011,"CAMPBELL",54.349,0.45248790601244,24.59
33,2011,"CAROLINE",680.9,0.00895006236355105,6.09
36,2011,"CHARLES CITY",353.15,0.0182719052226552,6.45
37,2011,"CHARLOTTE",15.9,1.56482084690554,24.88
41,2011,"CHESTERFIELD",32.45,0.232363636363636,7.54
43,2011,"CLARKE",42.2,0.488489789196311,20.61
47,2011,"CULPEPER",205.12,0.360604268823076,73.97
53,2011,"DINWIDDIE",16.664,0.511771990816582,8.53
57,2011,"ESSEX",278.82,0.0456321399094832,12.72
63,2011,"FLOYD",16.56,1.52623717751503,25.27
69,2011,"FREDERICK",10,3.53916013989459,35.39
81,2011,"GREENSVILLE",27.27,0.0192156891604706,0.52
83,2011,"HALIFAX",3.092,4.20833333333333,13.01
85,2011,"HANOVER",465.1945,0.112790947501383,52.47
87,2011,"HENRICO",1.9278,0.0385674495558575,0.07
93,2011,"ISLE OF WIGHT",40.315,0.0794646838873452,3.2
97,2011,"KING AND QUEEN",134.53,0.0204653341356247,2.75
99,2011,"KING GEORGE",172.54,0.0446869358277868,7.71
101,2011,"KING WILLIAM",439.704,0.013284040147059,5.84
107,2011,"LOUDOUN",32.661098,1.60928961748634,52.56
111,2011,"LUNENBURG",3.8123,1.30023094688222,4.96
119,2011,"MIDDLESEX",61.8,0.140779697741511,8.7
121,2011,"MONTGOMERY",42.83,0.244581775160134,10.48
125,2011,"NELSON",428.226,0.0451328355346267,19.33
127,2011,"NEW KENT",49.382,0.161637040099215,7.98
131,2011,"NORTHAMPTON",1410.28676,0.0129422670699437,18.25
137,2011,"ORANGE",38,0.962727272727273,36.58
139,2011,"PAGE",33.46708,0.166260303262101,5.56
141,2011,"PATRICK",0.5,5.44,2.72
143,2011,"PITTSYLVANIA",42.67149,0.707463865780546,30.19
145,2011,"POWHATAN",3.78,1.10831395348837,4.19
147,2011,"PRINCE EDWARD",3.1968,31.5712768377276,100.93
153,2011,"PRINCE WILLIAM",71.3,0.757357289934748,54
165,2011,"ROCKINGHAM",375.030958,0.233059596296536,87.4
171,2011,"SHENANDOAH",79.554,0.714238300211713,56.82
175,2011,"SOUTHAMPTON",241.2895,0.0152946860043602,3.69
177,2011,"SPOTSYLVANIA",8.505,0.885530830499719,7.53
181,2011,"SURRY",29.74,0.148584327824544,4.42
183,2011,"SUSSEX",41.1,0.0421294857582188,1.73
193,2011,"WESTMORELAND",241.49,0.0340943069444158,8.23
550,2011,"CHESAPEAKE CITY",1.739638,7.42511552586477,12.92
800,2011,"SUFFOLK CITY",142.75,0.0721104830078936,10.29
1,2012,"ACCOMACK",3414.518315,0.00498294580304673,17.01
7,2012,"AMELIA",85.5,0.565431654141752,48.34
15,2012,"AUGUSTA",424.6243,0.111768446847221,47.46
19,2012,"BEDFORD",11.55,1.02913793971114,11.89
31,2012,"CAMPBELL",57.88,0.45248790601244,26.19
33,2012,"CAROLINE",792.39,0.00895006236355105,7.09
36,2012,"CHARLES CITY",405.611,0.0182719052226552,7.41
37,2012,"CHARLOTTE",15.3,1.56482084690554,23.94
41,2012,"CHESTERFIELD",22.9,0.232363636363636,5.32
43,2012,"CLARKE",46.58,0.488489789196311,22.75
47,2012,"CULPEPER",93.1449,0.360604268823076,33.59
53,2012,"DINWIDDIE",17.00596,0.511771990816582,8.7
57,2012,"ESSEX",351.4,0.0456321399094832,16.04
63,2012,"FLOYD",21.1,1.52623717751503,32.2
81,2012,"GREENSVILLE",32.252,0.0192156891604706,0.62
83,2012,"HALIFAX",2.139,4.20833333333333,9
85,2012,"HANOVER",560.29,0.112790947501383,63.2
87,2012,"HENRICO",100.69,0.0385674495558575,3.88
93,2012,"ISLE OF WIGHT",5.75,0.0794646838873452,0.46
97,2012,"KING AND QUEEN",246.17,0.0204653341356247,5.04
99,2012,"KING GEORGE",216.35,0.0446869358277868,9.67
101,2012,"KING WILLIAM",352.326,0.013284040147059,4.68
107,2012,"LOUDOUN",0.4321,1.60928961748634,0.7
111,2012,"LUNENBURG",6.76,1.30023094688222,8.79
119,2012,"MIDDLESEX",88.8,0.140779697741511,12.5
121,2012,"MONTGOMERY",65.645,0.244581775160134,16.06
125,2012,"NELSON",424.98,0.0451328355346267,19.18
127,2012,"NEW KENT",56.3,0.161637040099215,9.1
131,2012,"NORTHAMPTON",881.646009,0.0129422670699437,11.41
137,2012,"ORANGE",11,0.962727272727273,10.59
139,2012,"PAGE",51.94,0.166260303262101,8.64
143,2012,"PITTSYLVANIA",27.140785,0.707463865780546,19.2
145,2012,"POWHATAN",4,1.10831395348837,4.43
147,2012,"PRINCE EDWARD",0.05148,31.5712768377276,1.63
153,2012,"PRINCE WILLIAM",47.42,0.757357289934748,35.91
165,2012,"ROCKINGHAM",578.196,0.233059596296536,134.75
171,2012,"SHENANDOAH",31.96,0.714238300211713,22.83
