"Year","County_Code","name","PPT","Irrigation","parm_UnderTh","Unreported_Irrigation_based"
2013,121,"MONTGOMERY",349.33,159,41,6.94
2013,89,"HENRY",420.36,88,40,3.75
2013,93,"ISLE OF WIGHT",409.79,98,44,4.59
2013,169,"SCOTT",489.75,18,180,3.45
2013,167,"RUSSELL",446.06,62,118,7.79
2013,59,"FAIRFAX",332.07,176,101,18.93
2013,31,"CAMPBELL",369.34,139,130,19.24
2013,157,"RAPPAHANNOCK",305.45,203,95,20.54
2013,23,"BOTETOURT",418.99,89,77,7.3
2013,197,"WYTHE",453.58,54,55,3.16
2013,43,"CLARKE",311.01,197,94,19.72
2013,83,"HALIFAX",416.5,92,223,21.85
2013,800,"SUFFOLK CITY",409.39,99,109,11.49
2013,113,"MADISON",392.57,115,72,8.82
2013,163,"ROCKBRIDGE",395.22,113,59,7.1
2013,810,"VIRGINIA BEACH CITY",382.93,125,65,8.65
2013,15,"AUGUSTA",388.69,119,199,25.22
2013,45,"CRAIG",381.75,126,30,4.03
2013,181,"SURRY",448.58,59,65,4.08
2013,159,"RICHMOND",370.5,138,21,3.09
2013,153,"PRINCE WILLIAM",301.14,207,89,19.62
2013,199,"YORK",469.98,38,41,1.66
2013,7,"AMELIA",344.9,163,109,18.92
2013,119,"MIDDLESEX",360.52,147,26,4.07
2013,109,"LOUISA",456.45,52,90,4.98
2013,111,"LUNENBURG",386.68,121,61,7.86
2013,115,"MATHEWS",371.97,136,19,2.75
2013,191,"WASHINGTON",448.48,60,155,9.9
2013,29,"BUCKINGHAM",433.35,75,26,2.08
2013,33,"CAROLINE",400.95,107,79,9
2013,53,"DINWIDDIE",339.96,168,115,20.57
2013,141,"PATRICK",461.29,47,134,6.71
2013,177,"SPOTSYLVANIA",378.04,130,79,10.94
2013,35,"CARROLL",446.38,62,60,3.96
2013,57,"ESSEX",374.68,133,39,5.52
2013,41,"CHESTERFIELD",386.88,121,46,5.93
2013,125,"NELSON",463.64,44,145,6.79
2013,147,"PRINCE EDWARD",407.73,100,60,6.39
2013,97,"KING AND QUEEN",367.27,141,64,9.61
2013,179,"STAFFORD",369.34,139,25,3.7
2013,107,"LOUDOUN",300.5,208,242,53.6
2013,71,"GILES",426.94,81,32,2.76
2013,1,"ACCOMACK",325.59,182,58,11.24
2013,127,"NEW KENT",410.58,97,18,1.86
2013,185,"TAZEWELL",413.66,94,29,2.9
2013,21,"BLAND",361.56,146,21,3.26
2013,91,"HIGHLAND",365.88,142,9,1.36
2013,61,"FAUQUIER",329.61,178,217,41.13
2013,69,"FREDERICK",319.36,189,159,32
2013,17,"BATH",363.2,145,19,2.93
2013,3,"ALBEMARLE",443.84,64,168,11.45
2013,51,"DICKENSON",408.86,99,12,1.27
2013,49,"CUMBERLAND",428.36,80,27,2.3
2013,85,"HANOVER",441.71,66,278,19.54
2013,81,"GREENSVILLE",349.75,158,9,1.51
2013,5,"ALLEGHANY",351.69,156,11,1.83
2013,165,"ROCKINGHAM",355.67,152,350,56.65
2013,171,"SHENANDOAH",335.58,172,125,22.89
2013,145,"POWHATAN",429.28,79,32,2.69
2013,175,"SOUTHAMPTON",433.76,74,90,7.09
2013,139,"PAGE",365.8,142,47,7.11
2013,133,"NORTHUMBERLAND",330.71,177,10,1.88
2013,75,"GOOCHLAND",485.07,23,32,0.78
2013,65,"FLUVANNA",467.32,41,61,2.66
2013,95,"JAMES CITY",434.51,73,27,2.1
2013,63,"FLOYD",394.45,114,196,23.79
2013,149,"PRINCE GEORGE",410.96,97,8,0.83
2013,77,"GRAYSON",552.63,-45,77,-3.69
2013,131,"NORTHAMPTON",317.55,190,48,9.71
2013,137,"ORANGE",412.16,96,53,5.42
2013,79,"GREENE",376.55,131,47,6.56
2013,195,"WISE",414.07,94,15,1.5
2013,183,"SUSSEX",398.12,110,25,2.93
2013,87,"HENRICO",441.84,66,49,3.44
2013,101,"KING WILLIAM",388.39,120,17,2.17
2013,103,"LANCASTER",334.15,174,12,2.22
2013,187,"WARREN",320.61,187,70,13.94
2013,9,"AMHERST",446.54,61,36,2.34
2013,155,"PULASKI",407.61,100,28,2.98
2013,19,"BEDFORD",390.62,117,159,19.81
2013,173,"SMYTH",459.08,49,66,3.44
2014,67,"FRANKLIN",271.69,236,242,60.82
2014,37,"CHARLOTTE",296.22,212,202,45.6
2014,99,"KING GEORGE",244.49,264,34,9.56
2014,135,"NOTTOWAY",254.93,253,55,14.82
2014,25,"BRUNSWICK",366.16,142,126,19.05
2014,161,"ROANOKE",371.66,136,82,11.88
2014,36,"CHARLES CITY",279.3,229,21,5.12
2014,550,"CHESAPEAKE CITY",282.86,225,189,45.28
2014,11,"APPOMATTOX",290.87,217,81,18.72
2014,73,"GLOUCESTER",332.32,176,58,10.87
2014,47,"CULPEPER",314.87,193,167,34.32
2014,105,"LEE",352.92,155,204,33.67
2014,193,"WESTMORELAND",221.02,287,122,37.29
2014,143,"PITTSYLVANIA",316.68,191,211,42.92
2014,117,"MECKLENBURG",365.16,143,236,35.94
2014,121,"MONTGOMERY",260.51,247,41,10.78
2014,89,"HENRY",282.88,225,40,9.58
2014,93,"ISLE OF WIGHT",261.33,247,44,11.57
2014,169,"SCOTT",419.56,88,180,16.87
2014,167,"RUSSELL",354.57,153,118,19.23
2014,59,"FAIRFAX",305.93,202,101,21.73
2014,31,"CAMPBELL",318.57,189,130,26.16
2014,157,"RAPPAHANNOCK",333.64,174,95,17.6
2014,23,"BOTETOURT",332.13,176,77,14.43
2014,197,"WYTHE",298.23,210,55,12.3
2014,43,"CLARKE",277.29,231,94,23.12
2014,83,"HALIFAX",347.24,161,223,38.23
2014,800,"SUFFOLK CITY",273.16,235,109,27.28
2014,113,"MADISON",327.23,181,72,13.88
2014,163,"ROCKBRIDGE",282.17,226,59,14.2
2014,810,"VIRGINIA BEACH CITY",328.31,180,65,12.46
2014,15,"AUGUSTA",233.66,274,199,58.06
2014,45,"CRAIG",294.57,213,30,6.8
2014,181,"SURRY",278.31,230,65,15.92
2014,159,"RICHMOND",240.86,267,21,5.97
2014,153,"PRINCE WILLIAM",340.73,167,89,15.83
2014,199,"YORK",282.21,226,41,9.87
2014,7,"AMELIA",263.84,244,109,28.32
2014,119,"MIDDLESEX",285.02,223,26,6.17
2014,109,"LOUISA",303.66,204,90,19.55
2014,111,"LUNENBURG",299.67,208,61,13.51
2014,115,"MATHEWS",293.89,214,19,4.33
2014,191,"WASHINGTON",369.98,138,155,22.78
2014,29,"BUCKINGHAM",310.5,198,26,5.48
2014,33,"CAROLINE",221.3,287,79,24.14
2014,53,"DINWIDDIE",299.62,208,115,25.47
2014,141,"PATRICK",362.82,145,134,20.69
2014,177,"SPOTSYLVANIA",283.99,224,79,18.84
2014,35,"CARROLL",292.52,215,60,13.74
2014,57,"ESSEX",260.57,247,39,10.26
2014,41,"CHESTERFIELD",253.4,255,46,12.49
2014,125,"NELSON",290.21,218,145,33.66
2014,147,"PRINCE EDWARD",265.05,243,60,15.53
2014,97,"KING AND QUEEN",296.02,212,64,14.45
2014,179,"STAFFORD",261.06,247,25,6.58
2014,107,"LOUDOUN",302.52,205,242,52.83
2014,71,"GILES",287.27,221,32,7.53
2014,1,"ACCOMACK",219.95,288,58,17.79
2014,127,"NEW KENT",292.41,216,18,4.14
2014,185,"TAZEWELL",354.4,154,29,4.76
2014,21,"BLAND",316.33,192,21,4.29
2014,91,"HIGHLAND",186.68,321,9,3.08
2014,61,"FAUQUIER",315.25,193,217,44.6
2014,69,"FREDERICK",250.34,258,159,43.68
2014,17,"BATH",199.77,308,19,6.23
2014,3,"ALBEMARLE",300.58,207,168,37.03
2014,51,"DICKENSON",426.24,82,12,1.05
2014,49,"CUMBERLAND",271.04,237,27,6.81
2014,85,"HANOVER",241.27,267,278,79.04
2014,81,"GREENSVILLE",330.77,177,9,1.7
2014,5,"ALLEGHANY",267.37,241,11,2.82
2014,165,"ROCKINGHAM",292.05,216,350,80.5
2014,171,"SHENANDOAH",306.71,201,125,26.75
2014,145,"POWHATAN",249.85,258,32,8.79
2014,175,"SOUTHAMPTON",318.96,189,90,18.11
2014,139,"PAGE",298.21,210,47,10.51
2014,133,"NORTHUMBERLAND",250.8,257,10,2.74
2014,75,"GOOCHLAND",255.5,252,32,8.59
2014,65,"FLUVANNA",286.49,222,61,14.42
2014,95,"JAMES CITY",312.99,195,27,5.61
2014,63,"FLOYD",339.15,169,196,35.27
2014,149,"PRINCE GEORGE",289.39,219,8,1.87
2014,77,"GRAYSON",292.61,215,77,17.63
2014,131,"NORTHAMPTON",244.31,264,48,13.49
2014,137,"ORANGE",263.96,244,53,13.77
2014,79,"GREENE",304.61,203,47,10.16
2014,195,"WISE",422.5,86,15,1.37
2014,183,"SUSSEX",296.77,211,25,5.62
2014,87,"HENRICO",247.66,260,49,13.57
2014,101,"KING WILLIAM",254.98,253,17,4.58
2014,103,"LANCASTER",278.42,230,12,2.94
2014,187,"WARREN",292.96,215,70,16.03
2014,9,"AMHERST",321.95,186,36,7.13
2014,155,"PULASKI",274.75,233,28,6.95
2014,19,"BEDFORD",337.48,171,159,28.95
2014,173,"SMYTH",333.09,175,66,12.3
2015,67,"FRANKLIN",320.35,188,242,48.45
2015,37,"CHARLOTTE",354.44,154,202,33.13
2015,99,"KING GEORGE",381.6,126,34,4.56
2015,135,"NOTTOWAY",337.07,171,55,10.02
2015,25,"BRUNSWICK",356.97,151,126,20.26
2015,161,"ROANOKE",282.67,225,82,19.65
2015,36,"CHARLES CITY",382.95,125,21,2.8
2015,550,"CHESAPEAKE CITY",347.64,160,189,32.2
2015,11,"APPOMATTOX",328.02,180,81,15.53
2015,73,"GLOUCESTER",414.66,93,58,5.74
2015,47,"CULPEPER",340.25,168,167,29.88
2015,105,"LEE",401.76,106,204,23.03
2015,193,"WESTMORELAND",397.98,110,122,14.29
2015,143,"PITTSYLVANIA",371.21,137,211,30.78
2015,117,"MECKLENBURG",339.65,168,236,42.22
2015,121,"MONTGOMERY",298.43,210,41,9.17
2015,89,"HENRY",356.03,152,40,6.47
2015,93,"ISLE OF WIGHT",406.22,102,44,4.78
2015,169,"SCOTT",348.57,159,180,30.48
2015,167,"RUSSELL",406.46,102,118,12.82
2015,59,"FAIRFAX",377.92,130,101,13.98
2015,31,"CAMPBELL",313.32,195,130,26.99
2015,157,"RAPPAHANNOCK",329.29,179,95,18.11
2015,23,"BOTETOURT",356.79,151,77,12.38
2015,197,"WYTHE",343.63,164,55,9.61
2015,43,"CLARKE",312.16,196,94,19.62
2015,83,"HALIFAX",353.12,155,223,36.81
2015,800,"SUFFOLK CITY",366.97,141,109,16.37
2015,113,"MADISON",268.34,240,72,18.4
2015,163,"ROCKBRIDGE",295.54,212,59,13.32
2015,810,"VIRGINIA BEACH CITY",323.91,184,65,12.74
2015,15,"AUGUSTA",274.64,233,199,49.37
2015,45,"CRAIG",369.31,139,30,4.44
2015,181,"SURRY",396.53,111,65,7.68
2015,159,"RICHMOND",412.51,95,21,2.12
2015,153,"PRINCE WILLIAM",386.76,121,89,11.47
2015,199,"YORK",406.78,101,41,4.41
2015,7,"AMELIA",342.43,166,109,19.27
2015,119,"MIDDLESEX",411.91,96,26,2.66
2015,109,"LOUISA",297.37,211,90,20.22
2015,111,"LUNENBURG",345.54,162,61,10.52
2015,115,"MATHEWS",392.4,116,19,2.35
2015,191,"WASHINGTON",392.64,115,155,18.98
2015,29,"BUCKINGHAM",313.3,195,26,5.4
2015,33,"CAROLINE",379.77,128,79,10.77
2015,53,"DINWIDDIE",371.73,136,115,16.65
2015,141,"PATRICK",382.08,126,134,17.98
2015,177,"SPOTSYLVANIA",351.13,157,79,13.21
2015,35,"CARROLL",368.97,139,60,8.88
2015,57,"ESSEX",401.44,107,39,4.44
2015,41,"CHESTERFIELD",353.07,155,46,7.59
2015,125,"NELSON",320.73,187,145,28.87
2015,147,"PRINCE EDWARD",326.15,182,60,11.63
2015,97,"KING AND QUEEN",420.45,88,64,6
2015,179,"STAFFORD",339.6,168,25,4.47
2015,107,"LOUDOUN",328.09,180,242,46.39
2015,71,"GILES",333.16,175,32,5.96
2015,1,"ACCOMACK",329.05,179,58,11.06
2015,127,"NEW KENT",433.02,75,18,1.44
2015,185,"TAZEWELL",386.84,121,29,3.74
2015,21,"BLAND",338.41,170,21,3.8
2015,91,"HIGHLAND",302.37,206,9,1.97
2015,61,"FAUQUIER",367.23,141,217,32.58
2015,69,"FREDERICK",285.1,223,159,37.76
2015,17,"BATH",299.61,208,19,4.21
2015,3,"ALBEMARLE",331.8,176,168,31.49
2015,51,"DICKENSON",366.23,142,12,1.81
2015,49,"CUMBERLAND",305.09,203,27,5.84
2015,85,"HANOVER",349.87,158,278,46.77
2015,81,"GREENSVILLE",348.83,159,9,1.52
2015,5,"ALLEGHANY",345.76,162,11,1.9
2015,165,"ROCKINGHAM",268.64,239,350,89.08
2015,171,"SHENANDOAH",308.36,200,125,26.62
2015,145,"POWHATAN",327.87,180,32,6.13
2015,175,"SOUTHAMPTON",347.9,160,90,15.33
2015,139,"PAGE",265.96,242,47,12.11
2015,133,"NORTHUMBERLAND",376.11,132,10,1.41
2015,75,"GOOCHLAND",303.18,205,32,6.99
2015,65,"FLUVANNA",322.36,186,61,12.08
2015,95,"JAMES CITY",406.68,101,27,2.9
2015,63,"FLOYD",312.8,195,196,40.7
2015,149,"PRINCE GEORGE",352.84,155,8,1.32
2015,77,"GRAYSON",340.53,167,77,13.69
2015,131,"NORTHAMPTON",304.7,203,48,10.38
2015,137,"ORANGE",320.06,188,53,10.61
2015,79,"GREENE",316.17,192,47,9.61
2015,195,"WISE",380.14,128,15,2.04
2015,183,"SUSSEX",368.1,140,25,3.73
2015,87,"HENRICO",375.83,132,49,6.89
2015,101,"KING WILLIAM",395.25,113,17,2.05
2015,103,"LANCASTER",378.18,130,12,1.66
2015,187,"WARREN",330.82,177,70,13.19
2015,9,"AMHERST",344.59,163,36,6.25
2015,155,"PULASKI",340.99,167,28,4.98
2015,19,"BEDFORD",342.9,165,159,27.94
2015,173,"SMYTH",388.55,119,66,8.36
2016,67,"FRANKLIN",308.67,199,242,51.28
2016,37,"CHARLOTTE",297.83,210,202,45.17
2016,99,"KING GEORGE",274.29,234,34,8.47
2016,135,"NOTTOWAY",240.56,267,55,15.64
2016,25,"BRUNSWICK",298.74,209,126,28.04
2016,161,"ROANOKE",367.48,141,82,12.31
2016,36,"CHARLES CITY",339.32,169,21,3.78
2016,550,"CHESAPEAKE CITY",307.28,201,189,40.45
2016,11,"APPOMATTOX",303.78,204,81,17.6
2016,73,"GLOUCESTER",292.99,215,58,13.28
2016,47,"CULPEPER",353.22,155,167,27.56
2016,105,"LEE",380.78,127,204,27.59
2016,193,"WESTMORELAND",237.42,271,122,35.21
2016,143,"PITTSYLVANIA",350.85,157,211,35.28
2016,117,"MECKLENBURG",292.25,216,236,54.28
2016,121,"MONTGOMERY",326.21,182,41,7.95
2016,89,"HENRY",356.55,151,40,6.43
2016,93,"ISLE OF WIGHT",349.21,159,44,7.45
2016,169,"SCOTT",380.24,128,180,24.53
2016,167,"RUSSELL",396.57,111,118,13.95
2016,59,"FAIRFAX",293.02,215,101,23.12
2016,31,"CAMPBELL",329.67,178,130,24.64
2016,157,"RAPPAHANNOCK",311.32,197,95,19.93
2016,23,"BOTETOURT",310.19,198,77,16.23
2016,197,"WYTHE",332.78,175,55,10.25
2016,43,"CLARKE",282.82,225,94,22.52
2016,83,"HALIFAX",335.4,173,223,41.08
2016,800,"SUFFOLK CITY",332,176,109,20.43
2016,113,"MADISON",343.17,165,72,12.65
2016,163,"ROCKBRIDGE",290.71,217,59,13.63
2016,810,"VIRGINIA BEACH CITY",327.25,181,65,12.53
2016,15,"AUGUSTA",347.9,160,199,33.91
2016,45,"CRAIG",358.93,149,30,4.76
2016,181,"SURRY",342.42,166,65,11.49
2016,159,"RICHMOND",248.96,259,21,5.79
2016,153,"PRINCE WILLIAM",262.09,246,89,23.31
2016,199,"YORK",295.91,212,41,9.26
2016,7,"AMELIA",234.6,273,109,31.69
2016,119,"MIDDLESEX",272.09,236,26,6.53
2016,109,"LOUISA",343.35,165,90,15.81
2016,111,"LUNENBURG",280.68,227,61,14.75
2016,115,"MATHEWS",265.57,242,19,4.9
2016,191,"WASHINGTON",348.17,160,155,26.41
2016,29,"BUCKINGHAM",310.17,198,26,5.48
2016,33,"CAROLINE",349.1,159,79,13.38
2016,53,"DINWIDDIE",266.99,241,115,29.51
2016,141,"PATRICK",372.33,136,134,19.41
2016,177,"SPOTSYLVANIA",367.74,140,79,11.78
2016,35,"CARROLL",390.06,118,60,7.54
2016,57,"ESSEX",272.65,235,39,9.76
2016,41,"CHESTERFIELD",266.65,241,46,11.81
2016,125,"NELSON",412.7,95,145,14.67
2016,147,"PRINCE EDWARD",270.17,238,60,15.21
2016,97,"KING AND QUEEN",334.45,174,64,11.86
2016,179,"STAFFORD",285.61,222,25,5.91
2016,107,"LOUDOUN",296.03,212,242,54.63
2016,71,"GILES",363.75,144,32,4.91
2016,1,"ACCOMACK",305.79,202,58,12.48
2016,127,"NEW KENT",341.98,166,18,3.18
2016,185,"TAZEWELL",389.98,118,29,3.64
2016,21,"BLAND",368.96,139,21,3.11
2016,91,"HIGHLAND",286.66,221,9,2.12
2016,61,"FAUQUIER",270.76,237,217,54.76
2016,69,"FREDERICK",276.29,232,159,39.28
2016,17,"BATH",277.75,230,19,4.65
2016,3,"ALBEMARLE",366.63,141,168,25.22
2016,51,"DICKENSON",350.57,157,12,2.01
2016,49,"CUMBERLAND",283.15,225,27,6.47
2016,85,"HANOVER",365.91,142,278,42.04
2016,81,"GREENSVILLE",322.98,185,9,1.77
2016,5,"ALLEGHANY",291.1,217,11,2.54
2016,165,"ROCKINGHAM",384.81,123,350,45.84
2016,171,"SHENANDOAH",324.75,183,125,24.36
2016,145,"POWHATAN",265.7,242,32,8.25
2016,175,"SOUTHAMPTON",321.25,187,90,17.92
2016,139,"PAGE",328.17,180,47,9.01
2016,133,"NORTHUMBERLAND",279.8,228,10,2.43
2016,75,"GOOCHLAND",288.34,220,32,7.5
2016,65,"FLUVANNA",323.39,185,61,12.02
2016,95,"JAMES CITY",322.17,186,27,5.35
2016,63,"FLOYD",332.13,176,196,36.73
2016,149,"PRINCE GEORGE",328.88,179,8,1.52
2016,77,"GRAYSON",341.38,167,77,13.69
2016,131,"NORTHAMPTON",286.74,221,48,11.3
2016,137,"ORANGE",346.22,162,53,9.14
2016,79,"GREENE",325.89,182,47,9.11
2016,195,"WISE",398.57,109,15,1.74
2016,183,"SUSSEX",338.28,170,25,4.53
2016,87,"HENRICO",347.24,161,49,8.4
2016,101,"KING WILLIAM",360.48,148,17,2.68
2016,103,"LANCASTER",249.29,259,12,3.31
2016,187,"WARREN",290.77,217,70,16.18
2016,9,"AMHERST",375.92,132,36,5.06
2016,155,"PULASKI",332.22,176,28,5.25
2016,19,"BEDFORD",289.07,219,159,37.08
2016,173,"SMYTH",364.6,143,66,10.05
2017,67,"FRANKLIN",413.52,94,242,24.22
2017,37,"CHARLOTTE",268.04,240,202,51.62
2017,99,"KING GEORGE",348.9,159,34,5.76
2017,135,"NOTTOWAY",271.51,236,55,13.82
2017,25,"BRUNSWICK",333.93,174,126,23.35
2017,161,"ROANOKE",286.85,221,82,19.3
2017,36,"CHARLES CITY",339.03,169,21,3.78
2017,550,"CHESAPEAKE CITY",416.67,91,189,18.31
2017,11,"APPOMATTOX",262.29,246,81,21.22
2017,73,"GLOUCESTER",282.46,226,58,13.96
2017,47,"CULPEPER",255.33,253,167,44.99
2017,105,"LEE",351.04,157,204,34.11
2017,193,"WESTMORELAND",327.94,180,122,23.38
2017,143,"PITTSYLVANIA",314.63,193,211,43.36
2017,117,"MECKLENBURG",323.14,185,236,46.49
2017,121,"MONTGOMERY",261.1,247,41,10.78
2017,89,"HENRY",268.15,240,40,10.22
2017,93,"ISLE OF WIGHT",395.49,113,44,5.29
2017,169,"SCOTT",317.51,190,180,36.42
2017,167,"RUSSELL",321.75,186,118,23.37
2017,59,"FAIRFAX",299.07,209,101,22.48
2017,31,"CAMPBELL",224.4,284,130,39.31
2017,157,"RAPPAHANNOCK",286.95,221,95,22.36
2017,23,"BOTETOURT",242.11,266,77,21.81
2017,197,"WYTHE",244.4,264,55,15.46
2017,43,"CLARKE",270.91,237,94,23.72
2017,83,"HALIFAX",306.49,202,223,47.97
2017,800,"SUFFOLK CITY",390.7,117,109,13.58
2017,113,"MADISON",296.25,212,72,16.25
2017,163,"ROCKBRIDGE",263.72,244,59,15.33
2017,810,"VIRGINIA BEACH CITY",430.3,78,65,5.4
2017,15,"AUGUSTA",267.19,241,199,51.07
2017,45,"CRAIG",243.33,265,30,8.47
2017,181,"SURRY",337.31,171,65,11.84
2017,159,"RICHMOND",293.6,214,21,4.79
2017,153,"PRINCE WILLIAM",298.57,209,89,19.81
2017,199,"YORK",300.68,207,41,9.04
2017,7,"AMELIA",297.94,210,109,24.37
2017,119,"MIDDLESEX",318.98,189,26,5.23
2017,109,"LOUISA",246.28,262,90,25.11
2017,111,"LUNENBURG",306.44,202,61,13.12
2017,115,"MATHEWS",274.9,233,19,4.71
2017,191,"WASHINGTON",319.35,189,155,31.2
2017,29,"BUCKINGHAM",239.07,269,26,7.45
2017,33,"CAROLINE",337.88,170,79,14.3
2017,53,"DINWIDDIE",323.25,185,115,22.65
2017,141,"PATRICK",315.62,192,134,27.4
2017,177,"SPOTSYLVANIA",323.44,185,79,15.56
2017,35,"CARROLL",280.39,228,60,14.57
2017,57,"ESSEX",304.12,204,39,8.47
2017,41,"CHESTERFIELD",317.01,191,46,9.36
2017,125,"NELSON",249.6,258,145,39.84
2017,147,"PRINCE EDWARD",257.96,250,60,15.97
2017,97,"KING AND QUEEN",297.21,211,64,14.38
2017,179,"STAFFORD",283.35,225,25,5.99
2017,107,"LOUDOUN",293.73,214,242,55.15
2017,71,"GILES",294.61,213,32,7.26
2017,1,"ACCOMACK",325.98,182,58,11.24
2017,127,"NEW KENT",303.81,204,18,3.91
2017,185,"TAZEWELL",291.42,217,29,6.7
2017,21,"BLAND",256.15,252,21,5.64
2017,91,"HIGHLAND",285.53,222,9,2.13
2017,61,"FAUQUIER",289.97,218,217,50.37
2017,69,"FREDERICK",269.65,238,159,40.3
2017,17,"BATH",260.28,248,19,5.02
2017,3,"ALBEMARLE",250.08,258,168,46.16
2017,51,"DICKENSON",346.21,162,12,2.07
2017,49,"CUMBERLAND",219.8,288,27,8.28
2017,85,"HANOVER",302.35,206,278,60.98
2017,81,"GREENSVILLE",332.42,176,9,1.69
2017,5,"ALLEGHANY",232.13,276,11,3.23
2017,165,"ROCKINGHAM",275.33,233,350,86.84
2017,171,"SHENANDOAH",260.5,248,125,33.01
2017,145,"POWHATAN",278.17,230,32,7.84
2017,175,"SOUTHAMPTON",397.15,111,90,10.64
2017,139,"PAGE",252.41,256,47,12.81
2017,133,"NORTHUMBERLAND",337.01,171,10,1.82
2017,75,"GOOCHLAND",245.12,263,32,8.96
2017,65,"FLUVANNA",217.59,290,61,18.84
2017,95,"JAMES CITY",273.6,234,27,6.73
2017,63,"FLOYD",240.31,268,196,55.94
2017,149,"PRINCE GEORGE",315.28,193,8,1.64
2017,77,"GRAYSON",287.67,220,77,18.04
2017,131,"NORTHAMPTON",286.89,221,48,11.3
2017,137,"ORANGE",279.31,229,53,12.92
2017,79,"GREENE",314.34,194,47,9.71
2017,195,"WISE",349.44,159,15,2.54
2017,183,"SUSSEX",368.46,140,25,3.73
2017,87,"HENRICO",309.16,199,49,10.38
2017,101,"KING WILLIAM",296.25,212,17,3.84
2017,103,"LANCASTER",342.73,165,12,2.11
2017,187,"WARREN",242.86,265,70,19.75
2017,9,"AMHERST",264.25,244,36,9.35
2017,155,"PULASKI",232.42,276,28,8.23
2017,19,"BEDFORD",283.18,225,159,38.1
2017,173,"SMYTH",317.14,191,66,13.42
