"Year","County_Code","name","PPT","Irrigation","Median_UnderTh","Unreported_Irrigation_based"
2012,75,"GOOCHLAND",296.55,465,21.5,10.65
2012,65,"FLUVANNA",284.91,477,27,13.71
2012,95,"JAMES CITY",341.42,421,15.5,6.95
2012,63,"FLOYD",216.51,545,127.5,73.99
2012,149,"PRINCE GEORGE",282.06,480,7,3.58
2012,77,"GRAYSON",251.37,511,41,22.31
2012,131,"NORTHAMPTON",319.6,442,45.5,21.42
2012,137,"ORANGE",312.69,449,45,21.52
2012,79,"GREENE",330.5,432,37,17.02
2012,195,"WISE",408.33,354,11,4.15
2012,183,"SUSSEX",311.6,450,15.5,7.43
2012,87,"HENRICO",290.28,472,26.5,13.32
2012,101,"KING WILLIAM",236.94,525,15.5,8.67
2012,103,"LANCASTER",278.49,484,12,6.18
2012,187,"WARREN",262.79,499,35,18.6
2012,9,"AMHERST",261.87,500,27,14.38
2012,155,"PULASKI",226.95,535,18.5,10.54
2012,19,"BEDFORD",223.25,539,52.5,30.13
2012,173,"SMYTH",270.66,491,33,17.25
2013,67,"FRANKLIN",428.1,334,123.5,43.92
2013,37,"CHARLOTTE",408.22,354,115,43.35
2013,99,"KING GEORGE",370.05,392,21,8.77
2013,135,"NOTTOWAY",341.48,421,38,17.04
2013,25,"BRUNSWICK",353.33,409,33,14.37
2013,161,"ROANOKE",433.28,329,62,21.72
2013,36,"CHARLES CITY",421.22,341,13.5,4.9
2013,550,"CHESAPEAKE CITY",357.46,405,62.5,26.95
2013,11,"APPOMATTOX",429.59,332,33.5,11.84
2013,73,"GLOUCESTER",424.96,337,48.5,17.4
2013,47,"CULPEPER",396.32,366,89,34.69
2013,105,"LEE",442.38,320,52,17.72
2013,193,"WESTMORELAND",371.21,391,58,24.15
2013,143,"PITTSYLVANIA",436.61,325,131,45.34
2013,117,"MECKLENBURG",360.19,402,83.5,35.74
2013,121,"MONTGOMERY",349.33,413,37.5,16.49
2013,89,"HENRY",420.36,342,26.5,9.65
2013,93,"ISLE OF WIGHT",409.79,352,25,9.37
2013,169,"SCOTT",489.75,272,53.5,15.5
2013,167,"RUSSELL",446.06,316,28,9.42
2013,59,"FAIRFAX",332.07,430,55,25.18
2013,31,"CAMPBELL",369.34,393,102.5,42.9
2013,157,"RAPPAHANNOCK",305.45,457,58.5,28.47
2013,23,"BOTETOURT",418.99,343,25,9.13
2013,197,"WYTHE",453.58,308,37,12.14
2013,43,"CLARKE",311.01,451,47,22.57
2013,83,"HALIFAX",416.5,346,102.5,37.77
2013,800,"SUFFOLK CITY",409.39,353,65,24.43
2013,113,"MADISON",392.57,369,53,20.83
2013,163,"ROCKBRIDGE",395.22,367,50.5,19.74
2013,810,"VIRGINIA BEACH CITY",382.93,379,47.5,19.17
2013,15,"AUGUSTA",388.69,373,189.5,75.27
2013,45,"CRAIG",381.75,380,14.5,5.87
2013,181,"SURRY",448.58,313,26,8.67
2013,159,"RICHMOND",370.5,392,16,6.68
2013,153,"PRINCE WILLIAM",301.14,461,51.5,25.28
2013,199,"YORK",469.98,292,14,4.35
2013,7,"AMELIA",344.9,417,41.5,18.43
2013,119,"MIDDLESEX",360.52,401,17,7.26
2013,109,"LOUISA",456.45,306,71,23.14
2013,111,"LUNENBURG",386.68,375,34,13.58
2013,115,"MATHEWS",371.97,390,13.5,5.61
2013,191,"WASHINGTON",448.48,314,106,35.44
2013,29,"BUCKINGHAM",433.35,329,17.5,6.13
2013,33,"CAROLINE",400.95,361,25,9.61
2013,53,"DINWIDDIE",339.96,422,40,17.97
2013,141,"PATRICK",461.29,301,57.5,18.43
2013,177,"SPOTSYLVANIA",378.04,384,34.5,14.11
2013,35,"CARROLL",446.38,316,25,8.41
2013,57,"ESSEX",374.68,387,21,8.65
2013,41,"CHESTERFIELD",386.88,375,31.5,12.58
2013,125,"NELSON",463.64,298,81.5,25.86
2013,147,"PRINCE EDWARD",407.73,354,30,11.31
2013,97,"KING AND QUEEN",367.27,395,27.5,11.57
2013,179,"STAFFORD",369.34,393,16.5,6.91
2013,107,"LOUDOUN",300.5,462,210,103.31
2013,71,"GILES",426.94,335,27.5,9.81
2013,1,"ACCOMACK",325.59,436,51.5,23.91
2013,127,"NEW KENT",410.58,351,15,5.61
2013,185,"TAZEWELL",413.66,348,29,10.75
2013,21,"BLAND",361.56,400,10,4.26
2013,91,"HIGHLAND",365.88,396,9,3.8
2013,61,"FAUQUIER",329.61,432,204.5,94.07
2013,69,"FREDERICK",319.36,443,90,42.46
2013,17,"BATH",363.2,399,7,2.97
2013,3,"ALBEMARLE",443.84,318,116.5,39.45
2013,51,"DICKENSON",408.86,353,12,4.51
2013,49,"CUMBERLAND",428.36,334,23,8.18
2013,85,"HANOVER",441.71,320,213,72.58
2013,81,"GREENSVILLE",349.75,412,5,2.19
2013,5,"ALLEGHANY",351.69,410,9.5,4.15
2013,165,"ROCKINGHAM",355.67,406,261.5,113.06
2013,171,"SHENANDOAH",335.58,426,105,47.63
2013,145,"POWHATAN",429.28,333,18,6.38
2013,175,"SOUTHAMPTON",433.76,328,21,7.33
2013,139,"PAGE",365.8,396,19.5,8.22
2013,133,"NORTHUMBERLAND",330.71,431,2,0.92
2013,75,"GOOCHLAND",485.07,277,21.5,6.34
2013,65,"FLUVANNA",467.32,295,27,8.48
2013,95,"JAMES CITY",434.51,327,15.5,5.4
2013,63,"FLOYD",394.45,368,127.5,49.96
2013,149,"PRINCE GEORGE",410.96,351,7,2.62
2013,77,"GRAYSON",552.63,209,41,9.12
2013,131,"NORTHAMPTON",317.55,444,45.5,21.51
2013,137,"ORANGE",412.16,350,45,16.77
2013,79,"GREENE",376.55,385,37,15.17
2013,195,"WISE",414.07,348,11,4.08
2013,183,"SUSSEX",398.12,364,15.5,6.01
2013,87,"HENRICO",441.84,320,26.5,9.03
2013,101,"KING WILLIAM",388.39,374,15.5,6.17
2013,103,"LANCASTER",334.15,428,12,5.47
2013,187,"WARREN",320.61,441,35,16.44
2013,9,"AMHERST",446.54,315,27,9.06
2013,155,"PULASKI",407.61,354,18.5,6.97
2013,19,"BEDFORD",390.62,371,52.5,20.74
2013,173,"SMYTH",459.08,303,33,10.65
2014,67,"FRANKLIN",271.69,490,123.5,64.44
2014,37,"CHARLOTTE",296.22,466,115,57.07
2014,99,"KING GEORGE",244.49,518,21,11.58
2014,135,"NOTTOWAY",254.93,507,38,20.52
2014,25,"BRUNSWICK",366.16,396,33,13.92
2014,161,"ROANOKE",371.66,390,62,25.75
2014,36,"CHARLES CITY",279.3,483,13.5,6.94
2014,550,"CHESAPEAKE CITY",282.86,479,62.5,31.88
2014,11,"APPOMATTOX",290.87,471,33.5,16.8
2014,73,"GLOUCESTER",332.32,430,48.5,22.21
2014,47,"CULPEPER",314.87,447,89,42.36
2014,105,"LEE",352.92,409,52,22.65
2014,193,"WESTMORELAND",221.02,541,58,33.41
2014,143,"PITTSYLVANIA",316.68,445,131,62.08
2014,117,"MECKLENBURG",365.16,397,83.5,35.3
2014,121,"MONTGOMERY",260.51,501,37.5,20.01
2014,89,"HENRY",282.88,479,26.5,13.52
2014,93,"ISLE OF WIGHT",261.33,501,25,13.34
2014,169,"SCOTT",419.56,342,53.5,19.48
2014,167,"RUSSELL",354.57,407,28,12.14
2014,59,"FAIRFAX",305.93,456,55,26.71
2014,31,"CAMPBELL",318.57,443,102.5,48.35
2014,157,"RAPPAHANNOCK",333.64,428,58.5,26.66
2014,23,"BOTETOURT",332.13,430,25,11.45
2014,197,"WYTHE",298.23,464,37,18.28
2014,43,"CLARKE",277.29,485,47,24.27
2014,83,"HALIFAX",347.24,415,102.5,45.3
2014,800,"SUFFOLK CITY",273.16,489,65,33.85
2014,113,"MADISON",327.23,435,53,24.55
2014,163,"ROCKBRIDGE",282.17,480,50.5,25.81
2014,810,"VIRGINIA BEACH CITY",328.31,434,47.5,21.95
2014,15,"AUGUSTA",233.66,528,189.5,106.55
2014,45,"CRAIG",294.57,467,14.5,7.21
2014,181,"SURRY",278.31,484,26,13.4
2014,159,"RICHMOND",240.86,521,16,8.88
2014,153,"PRINCE WILLIAM",340.73,421,51.5,23.09
2014,199,"YORK",282.21,480,14,7.16
2014,7,"AMELIA",263.84,498,41.5,22.01
2014,119,"MIDDLESEX",285.02,477,17,8.63
2014,109,"LOUISA",303.66,458,71,34.63
2014,111,"LUNENBURG",299.67,462,34,16.73
2014,115,"MATHEWS",293.89,468,13.5,6.73
2014,191,"WASHINGTON",369.98,392,106,44.25
2014,29,"BUCKINGHAM",310.5,452,17.5,8.42
2014,33,"CAROLINE",221.3,541,25,14.4
2014,53,"DINWIDDIE",299.62,462,40,19.68
2014,141,"PATRICK",362.82,399,57.5,24.43
2014,177,"SPOTSYLVANIA",283.99,478,34.5,17.56
2014,35,"CARROLL",292.52,469,25,12.49
2014,57,"ESSEX",260.57,501,21,11.2
2014,41,"CHESTERFIELD",253.4,509,31.5,17.07
2014,125,"NELSON",290.21,472,81.5,40.96
2014,147,"PRINCE EDWARD",265.05,497,30,15.88
2014,97,"KING AND QUEEN",296.02,466,27.5,13.65
2014,179,"STAFFORD",261.06,501,16.5,8.8
2014,107,"LOUDOUN",302.52,459,210,102.64
2014,71,"GILES",287.27,475,27.5,13.91
2014,1,"ACCOMACK",219.95,542,51.5,29.72
2014,127,"NEW KENT",292.41,470,15,7.51
2014,185,"TAZEWELL",354.4,408,29,12.6
2014,21,"BLAND",316.33,446,10,4.75
2014,91,"HIGHLAND",186.68,575,9,5.51
2014,61,"FAUQUIER",315.25,447,204.5,97.34
2014,69,"FREDERICK",250.34,512,90,49.07
2014,17,"BATH",199.77,562,7,4.19
2014,3,"ALBEMARLE",300.58,461,116.5,57.19
2014,51,"DICKENSON",426.24,336,12,4.29
2014,49,"CUMBERLAND",271.04,491,23,12.03
2014,85,"HANOVER",241.27,521,213,118.17
2014,81,"GREENSVILLE",330.77,431,5,2.29
2014,5,"ALLEGHANY",267.37,495,9.5,5.01
2014,165,"ROCKINGHAM",292.05,470,261.5,130.88
2014,171,"SHENANDOAH",306.71,455,105,50.87
2014,145,"POWHATAN",249.85,512,18,9.81
2014,175,"SOUTHAMPTON",318.96,443,21,9.91
2014,139,"PAGE",298.21,464,19.5,9.63
2014,133,"NORTHUMBERLAND",250.8,511,2,1.09
2014,75,"GOOCHLAND",255.5,506,21.5,11.58
2014,65,"FLUVANNA",286.49,476,27,13.69
2014,95,"JAMES CITY",312.99,449,15.5,7.41
2014,63,"FLOYD",339.15,423,127.5,57.43
2014,149,"PRINCE GEORGE",289.39,473,7,3.53
2014,77,"GRAYSON",292.61,469,41,20.48
2014,131,"NORTHAMPTON",244.31,518,45.5,25.1
2014,137,"ORANGE",263.96,498,45,23.86
2014,79,"GREENE",304.61,457,37,18.01
2014,195,"WISE",422.5,340,11,3.98
2014,183,"SUSSEX",296.77,465,15.5,7.67
2014,87,"HENRICO",247.66,514,26.5,14.5
2014,101,"KING WILLIAM",254.98,507,15.5,8.37
2014,103,"LANCASTER",278.42,484,12,6.18
2014,187,"WARREN",292.96,469,35,17.48
2014,9,"AMHERST",321.95,440,27,12.65
2014,155,"PULASKI",274.75,487,18.5,9.59
2014,19,"BEDFORD",337.48,425,52.5,23.76
2014,173,"SMYTH",333.09,429,33,15.08
2015,67,"FRANKLIN",320.35,442,123.5,58.13
2015,37,"CHARLOTTE",354.44,408,115,49.96
2015,99,"KING GEORGE",381.6,380,21,8.5
2015,135,"NOTTOWAY",337.07,425,38,17.2
2015,25,"BRUNSWICK",356.97,405,33,14.23
2015,161,"ROANOKE",282.67,479,62,31.62
2015,36,"CHARLES CITY",382.95,379,13.5,5.45
2015,550,"CHESAPEAKE CITY",347.64,414,62.5,27.55
2015,11,"APPOMATTOX",328.02,434,33.5,15.48
2015,73,"GLOUCESTER",414.66,347,48.5,17.92
2015,47,"CULPEPER",340.25,422,89,39.99
2015,105,"LEE",401.76,360,52,19.93
2015,193,"WESTMORELAND",397.98,364,58,22.48
2015,143,"PITTSYLVANIA",371.21,391,131,54.54
2015,117,"MECKLENBURG",339.65,422,83.5,37.52
2015,121,"MONTGOMERY",298.43,464,37.5,18.53
2015,89,"HENRY",356.03,406,26.5,11.46
2015,93,"ISLE OF WIGHT",406.22,356,25,9.48
2015,169,"SCOTT",348.57,413,53.5,23.53
2015,167,"RUSSELL",406.46,356,28,10.61
2015,59,"FAIRFAX",377.92,384,55,22.49
2015,31,"CAMPBELL",313.32,449,102.5,49.01
2015,157,"RAPPAHANNOCK",329.29,433,58.5,26.97
2015,23,"BOTETOURT",356.79,405,25,10.78
2015,197,"WYTHE",343.63,418,37,16.47
2015,43,"CLARKE",312.16,450,47,22.52
2015,83,"HALIFAX",353.12,409,102.5,44.64
2015,800,"SUFFOLK CITY",366.97,395,65,27.34
2015,113,"MADISON",268.34,494,53,27.88
2015,163,"ROCKBRIDGE",295.54,466,50.5,25.06
2015,810,"VIRGINIA BEACH CITY",323.91,438,47.5,22.15
2015,15,"AUGUSTA",274.64,487,189.5,98.27
2015,45,"CRAIG",369.31,393,14.5,6.07
2015,181,"SURRY",396.53,365,26,10.11
2015,159,"RICHMOND",412.51,349,16,5.95
2015,153,"PRINCE WILLIAM",386.76,375,51.5,20.57
2015,199,"YORK",406.78,355,14,5.29
2015,7,"AMELIA",342.43,420,41.5,18.56
2015,119,"MIDDLESEX",411.91,350,17,6.34
2015,109,"LOUISA",297.37,465,71,35.16
2015,111,"LUNENBURG",345.54,416,34,15.06
2015,115,"MATHEWS",392.4,370,13.5,5.32
2015,191,"WASHINGTON",392.64,369,106,41.65
2015,29,"BUCKINGHAM",313.3,449,17.5,8.37
2015,33,"CAROLINE",379.77,382,25,10.17
2015,53,"DINWIDDIE",371.73,390,40,16.61
2015,141,"PATRICK",382.08,380,57.5,23.27
2015,177,"SPOTSYLVANIA",351.13,411,34.5,15.1
2015,35,"CARROLL",368.97,393,25,10.46
2015,57,"ESSEX",401.44,361,21,8.07
2015,41,"CHESTERFIELD",353.07,409,31.5,13.72
2015,125,"NELSON",320.73,441,81.5,38.27
2015,147,"PRINCE EDWARD",326.15,436,30,13.93
2015,97,"KING AND QUEEN",420.45,342,27.5,10.02
2015,179,"STAFFORD",339.6,422,16.5,7.41
2015,107,"LOUDOUN",328.09,434,210,97.05
2015,71,"GILES",333.16,429,27.5,12.56
2015,1,"ACCOMACK",329.05,433,51.5,23.75
2015,127,"NEW KENT",433.02,329,15,5.26
2015,185,"TAZEWELL",386.84,375,29,11.58
2015,21,"BLAND",338.41,424,10,4.52
2015,91,"HIGHLAND",302.37,460,9,4.41
2015,61,"FAUQUIER",367.23,395,204.5,86.02
2015,69,"FREDERICK",285.1,477,90,45.71
2015,17,"BATH",299.61,462,7,3.44
2015,3,"ALBEMARLE",331.8,430,116.5,53.34
2015,51,"DICKENSON",366.23,396,12,5.06
2015,49,"CUMBERLAND",305.09,457,23,11.19
2015,85,"HANOVER",349.87,412,213,93.45
2015,81,"GREENSVILLE",348.83,413,5,2.2
2015,5,"ALLEGHANY",345.76,416,9.5,4.21
2015,165,"ROCKINGHAM",268.64,493,261.5,137.28
2015,171,"SHENANDOAH",308.36,454,105,50.76
2015,145,"POWHATAN",327.87,434,18,8.32
2015,175,"SOUTHAMPTON",347.9,414,21,9.26
2015,139,"PAGE",265.96,496,19.5,10.3
2015,133,"NORTHUMBERLAND",376.11,386,2,0.82
2015,75,"GOOCHLAND",303.18,459,21.5,10.51
2015,65,"FLUVANNA",322.36,440,27,12.65
2015,95,"JAMES CITY",406.68,355,15.5,5.86
2015,63,"FLOYD",312.8,449,127.5,60.96
2015,149,"PRINCE GEORGE",352.84,409,7,3.05
2015,77,"GRAYSON",340.53,421,41,18.38
2015,131,"NORTHAMPTON",304.7,457,45.5,22.14
2015,137,"ORANGE",320.06,442,45,21.18
2015,79,"GREENE",316.17,446,37,17.57
2015,195,"WISE",380.14,382,11,4.47
2015,183,"SUSSEX",368.1,394,15.5,6.5
2015,87,"HENRICO",375.83,386,26.5,10.89
2015,101,"KING WILLIAM",395.25,367,15.5,6.06
2015,103,"LANCASTER",378.18,384,12,4.91
2015,187,"WARREN",330.82,431,35,16.06
2015,9,"AMHERST",344.59,417,27,11.99
2015,155,"PULASKI",340.99,421,18.5,8.29
2015,19,"BEDFORD",342.9,419,52.5,23.42
2015,173,"SMYTH",388.55,373,33,13.11
2016,67,"FRANKLIN",308.67,453,123.5,59.57
2016,37,"CHARLOTTE",297.83,464,115,56.82
2016,99,"KING GEORGE",274.29,488,21,10.91
2016,135,"NOTTOWAY",240.56,521,38,21.08
2016,25,"BRUNSWICK",298.74,463,33,16.27
2016,161,"ROANOKE",367.48,395,62,26.08
2016,36,"CHARLES CITY",339.32,423,13.5,6.08
2016,550,"CHESAPEAKE CITY",307.28,455,62.5,30.28
2016,11,"APPOMATTOX",303.78,458,33.5,16.34
2016,73,"GLOUCESTER",292.99,469,48.5,24.22
2016,47,"CULPEPER",353.22,409,89,38.76
2016,105,"LEE",380.78,381,52,21.1
2016,193,"WESTMORELAND",237.42,525,58,32.43
2016,143,"PITTSYLVANIA",350.85,411,131,57.33
2016,117,"MECKLENBURG",292.25,470,83.5,41.79
2016,121,"MONTGOMERY",326.21,436,37.5,17.41
2016,89,"HENRY",356.55,405,26.5,11.43
2016,93,"ISLE OF WIGHT",349.21,413,25,10.99
2016,169,"SCOTT",380.24,382,53.5,21.76
2016,167,"RUSSELL",396.57,365,28,10.88
2016,59,"FAIRFAX",293.02,469,55,27.47
2016,31,"CAMPBELL",329.67,432,102.5,47.15
2016,157,"RAPPAHANNOCK",311.32,451,58.5,28.09
2016,23,"BOTETOURT",310.19,452,25,12.03
2016,197,"WYTHE",332.78,429,37,16.9
2016,43,"CLARKE",282.82,479,47,23.97
2016,83,"HALIFAX",335.4,427,102.5,46.61
2016,800,"SUFFOLK CITY",332,430,65,29.76
2016,113,"MADISON",343.17,419,53,23.65
2016,163,"ROCKBRIDGE",290.71,471,50.5,25.33
2016,810,"VIRGINIA BEACH CITY",327.25,435,47.5,22
2016,15,"AUGUSTA",347.9,414,189.5,83.54
2016,45,"CRAIG",358.93,403,14.5,6.22
2016,181,"SURRY",342.42,420,26,11.63
2016,159,"RICHMOND",248.96,513,16,8.74
2016,153,"PRINCE WILLIAM",262.09,500,51.5,27.42
2016,199,"YORK",295.91,466,14,6.95
2016,7,"AMELIA",234.6,527,41.5,23.29
2016,119,"MIDDLESEX",272.09,490,17,8.87
2016,109,"LOUISA",343.35,419,71,31.68
2016,111,"LUNENBURG",280.68,481,34,17.41
2016,115,"MATHEWS",265.57,496,13.5,7.13
2016,191,"WASHINGTON",348.17,414,106,46.73
2016,29,"BUCKINGHAM",310.17,452,17.5,8.42
2016,33,"CAROLINE",349.1,413,25,10.99
2016,53,"DINWIDDIE",266.99,495,40,21.08
2016,141,"PATRICK",372.33,390,57.5,23.88
2016,177,"SPOTSYLVANIA",367.74,394,34.5,14.47
2016,35,"CARROLL",390.06,372,25,9.9
2016,57,"ESSEX",272.65,489,21,10.94
2016,41,"CHESTERFIELD",266.65,495,31.5,16.6
2016,125,"NELSON",412.7,349,81.5,30.29
2016,147,"PRINCE EDWARD",270.17,492,30,15.72
2016,97,"KING AND QUEEN",334.45,428,27.5,12.53
2016,179,"STAFFORD",285.61,476,16.5,8.36
2016,107,"LOUDOUN",296.03,466,210,104.21
2016,71,"GILES",363.75,398,27.5,11.65
2016,1,"ACCOMACK",305.79,456,51.5,25.01
2016,127,"NEW KENT",341.98,420,15,6.71
2016,185,"TAZEWELL",389.98,372,29,11.49
2016,21,"BLAND",368.96,393,10,4.18
2016,91,"HIGHLAND",286.66,475,9,4.55
2016,61,"FAUQUIER",270.76,491,204.5,106.92
2016,69,"FREDERICK",276.29,486,90,46.58
2016,17,"BATH",277.75,484,7,3.61
2016,3,"ALBEMARLE",366.63,395,116.5,49
2016,51,"DICKENSON",350.57,411,12,5.25
2016,49,"CUMBERLAND",283.15,479,23,11.73
2016,85,"HANOVER",365.91,396,213,89.82
2016,81,"GREENSVILLE",322.98,439,5,2.34
2016,5,"ALLEGHANY",291.1,471,9.5,4.76
2016,165,"ROCKINGHAM",384.81,377,261.5,104.98
2016,171,"SHENANDOAH",324.75,437,105,48.86
2016,145,"POWHATAN",265.7,496,18,9.51
2016,175,"SOUTHAMPTON",321.25,441,21,9.86
2016,139,"PAGE",328.17,434,19.5,9.01
2016,133,"NORTHUMBERLAND",279.8,482,2,1.03
2016,75,"GOOCHLAND",288.34,474,21.5,10.85
2016,65,"FLUVANNA",323.39,439,27,12.62
2016,95,"JAMES CITY",322.17,440,15.5,7.26
2016,63,"FLOYD",332.13,430,127.5,58.38
2016,149,"PRINCE GEORGE",328.88,433,7,3.23
2016,77,"GRAYSON",341.38,421,41,18.38
2016,131,"NORTHAMPTON",286.74,475,45.5,23.01
2016,137,"ORANGE",346.22,416,45,19.93
2016,79,"GREENE",325.89,436,37,17.18
2016,195,"WISE",398.57,363,11,4.25
2016,183,"SUSSEX",338.28,424,15.5,7
2016,87,"HENRICO",347.24,415,26.5,11.71
2016,101,"KING WILLIAM",360.48,402,15.5,6.64
2016,103,"LANCASTER",249.29,513,12,6.56
2016,187,"WARREN",290.77,471,35,17.55
2016,9,"AMHERST",375.92,386,27,11.1
2016,155,"PULASKI",332.22,430,18.5,8.47
2016,19,"BEDFORD",289.07,473,52.5,26.44
2016,173,"SMYTH",364.6,397,33,13.95
2017,67,"FRANKLIN",413.52,348,123.5,45.77
2017,37,"CHARLOTTE",268.04,494,115,60.49
2017,99,"KING GEORGE",348.9,413,21,9.24
2017,135,"NOTTOWAY",271.51,490,38,19.83
2017,25,"BRUNSWICK",333.93,428,33,15.04
2017,161,"ROANOKE",286.85,475,62,31.36
2017,36,"CHARLES CITY",339.03,423,13.5,6.08
2017,550,"CHESAPEAKE CITY",416.67,345,62.5,22.96
2017,11,"APPOMATTOX",262.29,500,33.5,17.84
2017,73,"GLOUCESTER",282.46,480,48.5,24.79
2017,47,"CULPEPER",255.33,507,89,48.05
2017,105,"LEE",351.04,411,52,22.76
2017,193,"WESTMORELAND",327.94,434,58,26.8
2017,143,"PITTSYLVANIA",314.63,447,131,62.36
2017,117,"MECKLENBURG",323.14,439,83.5,39.03
2017,121,"MONTGOMERY",261.1,501,37.5,20.01
2017,89,"HENRY",268.15,494,26.5,13.94
2017,93,"ISLE OF WIGHT",395.49,367,25,9.77
2017,169,"SCOTT",317.51,444,53.5,25.29
2017,167,"RUSSELL",321.75,440,28,13.12
2017,59,"FAIRFAX",299.07,463,55,27.12
2017,31,"CAMPBELL",224.4,538,102.5,58.72
2017,157,"RAPPAHANNOCK",286.95,475,58.5,29.59
2017,23,"BOTETOURT",242.11,520,25,13.84
2017,197,"WYTHE",244.4,518,37,20.41
2017,43,"CLARKE",270.91,491,47,24.57
2017,83,"HALIFAX",306.49,456,102.5,49.77
2017,800,"SUFFOLK CITY",390.7,371,65,25.68
2017,113,"MADISON",296.25,466,53,26.3
2017,163,"ROCKBRIDGE",263.72,498,50.5,26.78
2017,810,"VIRGINIA BEACH CITY",430.3,332,47.5,16.79
2017,15,"AUGUSTA",267.19,495,189.5,99.89
2017,45,"CRAIG",243.33,519,14.5,8.01
2017,181,"SURRY",337.31,425,26,11.77
2017,159,"RICHMOND",293.6,468,16,7.97
2017,153,"PRINCE WILLIAM",298.57,463,51.5,25.39
2017,199,"YORK",300.68,461,14,6.87
2017,7,"AMELIA",297.94,464,41.5,20.5
2017,119,"MIDDLESEX",318.98,443,17,8.02
2017,109,"LOUISA",246.28,516,71,39.01
2017,111,"LUNENBURG",306.44,456,34,16.51
2017,115,"MATHEWS",274.9,487,13.5,7
2017,191,"WASHINGTON",319.35,443,106,50
2017,29,"BUCKINGHAM",239.07,523,17.5,9.75
2017,33,"CAROLINE",337.88,424,25,11.29
2017,53,"DINWIDDIE",323.25,439,40,18.7
2017,141,"PATRICK",315.62,446,57.5,27.31
2017,177,"SPOTSYLVANIA",323.44,439,34.5,16.13
2017,35,"CARROLL",280.39,482,25,12.83
2017,57,"ESSEX",304.12,458,21,10.24
2017,41,"CHESTERFIELD",317.01,445,31.5,14.93
2017,125,"NELSON",249.6,512,81.5,44.43
2017,147,"PRINCE EDWARD",257.96,504,30,16.1
2017,97,"KING AND QUEEN",297.21,465,27.5,13.62
2017,179,"STAFFORD",283.35,479,16.5,8.42
2017,107,"LOUDOUN",293.73,468,210,104.65
2017,71,"GILES",294.61,467,27.5,13.68
2017,1,"ACCOMACK",325.98,436,51.5,23.91
2017,127,"NEW KENT",303.81,458,15,7.32
2017,185,"TAZEWELL",291.42,471,29,14.54
2017,21,"BLAND",256.15,506,10,5.39
2017,91,"HIGHLAND",285.53,476,9,4.56
2017,61,"FAUQUIER",289.97,472,204.5,102.78
2017,69,"FREDERICK",269.65,492,90,47.15
2017,17,"BATH",260.28,502,7,3.74
2017,3,"ALBEMARLE",250.08,512,116.5,63.52
2017,51,"DICKENSON",346.21,416,12,5.32
2017,49,"CUMBERLAND",219.8,542,23,13.27
2017,85,"HANOVER",302.35,460,213,104.34
2017,81,"GREENSVILLE",332.42,430,5,2.29
2017,5,"ALLEGHANY",232.13,530,9.5,5.36
2017,165,"ROCKINGHAM",275.33,487,261.5,135.61
2017,171,"SHENANDOAH",260.5,502,105,56.13
2017,145,"POWHATAN",278.17,484,18,9.28
2017,175,"SOUTHAMPTON",397.15,365,21,8.16
2017,139,"PAGE",252.41,510,19.5,10.59
2017,133,"NORTHUMBERLAND",337.01,425,2,0.91
2017,75,"GOOCHLAND",245.12,517,21.5,11.84
2017,65,"FLUVANNA",217.59,544,27,15.64
2017,95,"JAMES CITY",273.6,488,15.5,8.05
2017,63,"FLOYD",240.31,522,127.5,70.87
2017,149,"PRINCE GEORGE",315.28,447,7,3.33
2017,77,"GRAYSON",287.67,474,41,20.69
2017,131,"NORTHAMPTON",286.89,475,45.5,23.01
2017,137,"ORANGE",279.31,483,45,23.14
2017,79,"GREENE",314.34,448,37,17.65
2017,195,"WISE",349.44,413,11,4.84
2017,183,"SUSSEX",368.46,394,15.5,6.5
2017,87,"HENRICO",309.16,453,26.5,12.78
2017,101,"KING WILLIAM",296.25,466,15.5,7.69
2017,103,"LANCASTER",342.73,419,12,5.35
2017,187,"WARREN",242.86,519,35,19.34
2017,9,"AMHERST",264.25,498,27,14.32
2017,155,"PULASKI",232.42,530,18.5,10.44
2017,19,"BEDFORD",283.18,479,52.5,26.78
2017,173,"SMYTH",317.14,445,33,15.64
