"Year","County_Code","name","PPT","Irrigation","Max_Tot_Area","All_Irrigation","Small_Farm_Unreported","TOT_DEQ_Withdrawals","IRR_DEQ_withdrawals","Large_Farm_unreported","C_tot_lg"
2007,85,"HANOVER",272.89,489,3569,1858.44,144.76,1033.164889,274.1886,1439.4914,1.39328331356022
2007,81,"GREENSVILLE",215.81,546,734,426.76,5.23,893.9639,44.716,376.814,0.421509190695508
2007,5,"ALLEGHANY",212.82,549,191,111.66,6.43,14801.15765,0,105.23,0.00710957902674593
2007,165,"ROCKINGHAM",332.69,429,5645,2578.78,159.89,9031.399242,167.963,2250.927,0.249233473095973
2007,171,"SHENANDOAH",278.97,483,1110,570.9,64.29,2007.440633,29.928,476.682,0.237457582637264
2007,145,"POWHATAN",242.05,520,230,127.36,17.72,50.1273,3.3,106.34,2.12139891835387
2007,175,"SOUTHAMPTON",249.88,512,3507,1912.05,49.07,5903.591034,259.1787,1603.8013,0.271665379726234
2007,139,"PAGE",291.6,470,1005,502.99,23.52,605.794184,12.17,467.3,0.771384097672354
2007,133,"NORTHUMBERLAND",226.46,536,62,35.39,5.71,987.23769,0,29.68,0.0300636820298058
2007,75,"GOOCHLAND",287.78,474,112,56.53,16.15,949.7262,0,40.38,0.0425175171538913
2007,65,"FLUVANNA",285.7,476,264,133.81,30.92,346.654785,0,102.89,0.296808249740444
2007,95,"JAMES CITY",298.49,464,102,50.4,13.34,5613.277391,0,37.06,0.00660220356460912
2007,63,"FLOYD",205.91,556,779,461.22,116.04,22.396,0,345.18,15.4125736738703
2007,149,"PRINCE GEORGE",285.09,477,8,4.06,4.06,255.943891,0,0,0
2007,77,"GRAYSON",260.92,501,619,330.23,41.08,50.13227,0,289.15,5.7677420152728
2007,131,"NORTHAMPTON",238.36,524,9338,5210.49,26.78,1183.685862,907.219324,4276.49068,3.6128594733524
2007,137,"ORANGE",258.99,503,1556,833.43,28.39,719.1761,70,735.04,1.02205843603535
2007,79,"GREENE",291.39,471,154,77.24,23.57,248.5711,0,53.67,0.215914078507115
2007,195,"WISE",284.42,478,115,58.54,7.64,1773.06878,0,50.9,0.0287072901932208
2007,183,"SUSSEX",252.6,509,1645,891.61,13.55,588.938,41.22,836.84,1.42093055635738
2007,87,"HENRICO",293.27,469,49,24.47,24.47,11258.71137,0,0,0
2007,101,"KING WILLIAM",247.95,514,2690,1472.34,9.3,7165.26171,702.694,760.346,0.106115593648009
2007,103,"LANCASTER",220.77,541,12,6.91,6.91,223.78824,0,0,0
2007,187,"WARREN",212.2,550,151,88.44,41,4304.443,0,47.44,0.0110211704510897
2007,9,"AMHERST",216.57,545,176,102.14,20.89,5940.585,0,81.25,0.0136771041909172
2007,155,"PULASKI",229.17,533,320,181.62,15.89,1780.94,0,165.73,0.0930575987961414
2007,19,"BEDFORD",227.42,535,676,385.12,90.58,6611.067713,11.9226,282.6174,0.0427491310434261
2007,173,"SMYTH",233.52,528,452,254.14,37.11,1719.00561,0,217.03,0.126253223804197
2008,67,"FRANKLIN",251.67,510,1126,611.51,131.43,496.781461,0,480.08,0.966380667735908
2008,37,"CHARLOTTE",244.09,518,1454,802.02,111.42,112.67833,22,668.6,5.93370526524488
2008,99,"KING GEORGE",277.98,484,672,346.34,17.52,1052.9264,201.8,127.02,0.120635212489686
2008,135,"NOTTOWAY",191.81,570,457,277.39,33.38,196.92569,0,244.01,1.23909683901577
2008,25,"BRUNSWICK",209.66,552,2115,1243.21,74.06,352.7744,0,1169.15,3.31415771665971
2008,161,"ROANOKE",248.6,513,96,52.44,44.79,6058.88302,0,7.65,0.0012626089618743
2008,36,"CHARLES CITY",197.19,565,1435,863.36,12.63,165.436112,142.45,708.28,4.28129016958522
2008,550,"CHESAPEAKE CITY",222.07,540,314,180.56,108.68,2444.950442,1.77664,70.10336,0.0286727120500056
2008,11,"APPOMATTOX",206.53,555,508,300.23,47.87,91.9857,0,252.36,2.74346990890975
2008,73,"GLOUCESTER",204.71,557,98,58.13,34.4,543.2739,0,23.73,0.0436796245871558
2008,47,"CULPEPER",286.43,476,1266,641.7,84.65,938.442379,105.2,451.85,0.481489338196224
2008,105,"LEE",239.48,523,1374,765.21,113.61,718.13,0,651.6,0.907356606742512
2008,193,"WESTMORELAND",323.74,438,1673,780.3,56.9,823.14981,530.56,192.84,0.234270843116638
2008,143,"PITTSYLVANIA",236.72,525,5606,3134.05,117.96,902.534148,288.26865,2727.82135,3.02240237230337
2008,117,"MECKLENBURG",234.53,527,4163,2336.2,132.44,688.915,0,2203.76,3.1988852035447
2008,121,"MONTGOMERY",236.35,526,384,215.09,22.96,8611.24366,30.35136,161.77864,0.0187869077205975
2008,89,"HENRY",225.03,537,525,300.21,22.87,1187.534553,0,277.34,0.233542678231443
2008,93,"ISLE OF WIGHT",191.37,571,934,567.91,26.75,14755.079616,25,516.16,0.0349818512290703
2008,169,"SCOTT",257.76,504,637,341.87,96.6,409.176,0,245.27,0.599424208653489
2008,167,"RUSSELL",330.01,432,251,115.47,54.28,1152.573074,0,61.19,0.0530899093344601
2008,59,"FAIRFAX",259.33,503,101,54.1,54.1,30834.409209,0,0,0
2008,31,"CAMPBELL",215.37,547,1328,773.53,75.72,2031.3487,38.75,659.06,0.324444542682406
2008,157,"RAPPAHANNOCK",281.43,481,335,171.59,48.66,11.988,0,122.93,10.2544210877544
2008,23,"BOTETOURT",242.5,520,253,140.09,42.64,2310.726466,0,97.45,0.0421728843434643
2008,197,"WYTHE",258.51,503,1061,568.3,29.46,2553.1981,0,538.84,0.211045120235676
2008,43,"CLARKE",277.58,484,514,264.91,48.45,248.485,41.9,174.56,0.7024971326237
2008,83,"HALIFAX",229.87,532,2617,1482.55,126.33,685.887,2.6,1353.62,1.97353208327319
2008,800,"SUFFOLK CITY",228.86,533,1167,662.36,61.87,38055.443493,176.5,423.99,0.0111413758738087
2008,113,"MADISON",265.94,496,333,175.88,38.03,47.781617,0,137.85,2.88500073155749
2008,163,"ROCKBRIDGE",226.44,536,700,399.54,33.68,1007.161783,0,365.86,0.363258422008652
2008,810,"VIRGINIA BEACH CITY",229.05,533,431,244.62,36.89,13119.859513524,0,207.73,0.0158332488077232
2008,15,"AUGUSTA",210.97,551,3813,2237.24,116.76,4353.563494,922.6669,1197.8131,0.275133945249863
2008,45,"CRAIG",262,500,130,69.22,15.97,855.30727,0,53.25,0.0622583273494215
2008,181,"SURRY",167.45,595,1472,932.65,41.18,119.4973,10.626,880.844,7.37124604488972
2008,159,"RICHMOND",323.76,438,243,113.34,9.79,113.54656,0,103.55,0.911960697003943
2008,153,"PRINCE WILLIAM",257.81,504,1173,629.54,47.77,22955.20202,4.391,577.379,0.0251524251233751
2008,199,"YORK",189.4,573,41,25.02,25.02,32694.8299085,0,0,0
2008,7,"AMELIA",180.99,581,886,548.16,67.44,13.47,13.47,467.25,34.6881959910913
2008,119,"MIDDLESEX",260.86,501,651,347.31,13.87,100.533621,31.654,301.786,3.00184154313909
2008,109,"LOUISA",262.45,500,365,194.34,47.92,200.11774,0,146.42,0.731669266302927
2008,111,"LUNENBURG",218.23,544,1484,859.66,35.34,179.791,0,824.32,4.58487910963285
2008,115,"MATHEWS",232.35,530,117,66.03,10.72,6.1794,0,55.31,8.95070718840017
2008,191,"WASHINGTON",316.25,446,836,397.04,73.61,3264.265,0,323.43,0.0990820291857432
2008,29,"BUCKINGHAM",194.48,568,469,283.67,15.73,119.69492,0,267.94,2.23852440855468
2008,33,"CAROLINE",260.96,501,3411,1819.76,42.15,2485.93352,702.528,1075.082,0.432466110356805
2008,53,"DINWIDDIE",169.03,593,1885,1190.31,72.62,40.34795,23.48,1094.21,27.119345592527
2008,141,"PATRICK",262.06,500,432,230.01,71.35,273.8701,0,158.66,0.579325746037994
2008,177,"SPOTSYLVANIA",300.21,462,346,170.22,38.87,4733.6429,48.09,83.26,0.0175889905003185
2008,35,"CARROLL",263.75,498,1086,575.91,31.82,164.475112,0,544.09,3.30803848305025
2008,57,"ESSEX",316.26,446,246,116.83,18.52,289.78137,147.5,-49.19,-0.169748662586556
2008,41,"CHESTERFIELD",191.62,570,571,346.58,27.92,32657.120791,40.9,277.76,0.00850534257988071
2008,125,"NELSON",202.31,560,1016,605.86,86.47,1006.546,443.355,76.035,0.0755405118096937
2008,147,"PRINCE EDWARD",200.69,561,526,314.23,35.84,433.625,0,278.39,0.64200634188527
2008,97,"KING AND QUEEN",268.94,493,1221,641,33.6,207.08,207.08,400.32,1.93316592621209
2008,179,"STAFFORD",268.78,493,221,116.02,13.12,3874.245,0,102.9,0.0265600136284618
2008,107,"LOUDOUN",251.87,510,3666,1990.93,131.43,2080.896983,39.226432,1820.27357,0.874754293398867
2008,71,"GILES",286.67,475,193,97.62,16.19,24752.6925,0,81.43,0.00328974312592458
2008,1,"ACCOMACK",257.45,505,9716,5224.83,31.19,4328.611685,2783.347352,2410.29265,0.556828106885268
2008,127,"NEW KENT",213.03,549,495,289.38,10.52,3586.813226,225.571,53.289,0.0148569207935669
2008,185,"TAZEWELL",311.99,450,330,158.13,13.9,1184.0756,0,144.23,0.121808100766539
2008,21,"BLAND",280.02,482,801,411.12,10.78,55.914,0,400.34,7.15992416925993
2008,91,"HIGHLAND",244.21,518,20,11.03,4.96,2210.7229,0,6.07,0.00274570820250697
2008,61,"FAUQUIER",269.68,492,920,482,113.69,1111.0006,0,368.31,0.331511972180753
2008,69,"FREDERICK",301.9,460,520,254.72,77.88,1658.624,15.6,161.24,0.097213111591295
2008,17,"BATH",224.08,538,109,62.45,10.89,2216.5497,0,51.56,0.0232613778071387
2008,3,"ALBEMARLE",213.74,548,1456,849.64,98.04,3818.551538,0,751.6,0.196828559866356
2008,51,"DICKENSON",338,424,12,5.42,5.42,598.7544,0,0,0
2008,49,"CUMBERLAND",208.91,553,222,130.73,15.9,2.0734,0,114.83,55.3824635863799
2008,85,"HANOVER",214.04,548,3569,2082.67,162.23,1630.280753,543.602,1376.838,0.84454042499513
2008,81,"GREENSVILLE",192.13,570,734,445.52,5.46,995.501967,47.954467,392.10553,0.393877202655492
2008,5,"ALLEGHANY",248.86,513,191,104.34,6.01,13581.157,0,98.33,0.00724017843251499
2008,165,"ROCKINGHAM",306.22,456,5645,2741.08,169.95,9892.255915,152.779031,2418.35097,0.244469107024714
2008,171,"SHENANDOAH",302.56,459,1110,542.54,61.1,1908.339221,3.5,477.94,0.250448135604294
2008,145,"POWHATAN",201.9,560,230,137.15,19.08,34.3427,0,118.07,3.43799410063856
2008,175,"SOUTHAMPTON",216.19,546,3507,2039.02,52.33,2121.125594,236.489,1750.201,0.825128415286096
2008,139,"PAGE",308.19,454,1005,485.86,22.72,629.733745,39.59,423.55,0.672585840226809
2008,133,"NORTHUMBERLAND",296.89,465,62,30.7,4.95,1007.5975,0,25.75,0.0255558395093279
2008,75,"GOOCHLAND",219.82,542,112,64.64,18.47,903.891899,0,46.17,0.0510791169287822
2008,65,"FLUVANNA",249.16,513,264,144.22,33.32,341.704311,0,110.9,0.32454960745286
2008,95,"JAMES CITY",151.34,611,102,66.36,17.57,1861.002553,0,48.79,0.0262170516216374
2008,63,"FLOYD",201.28,561,779,465.37,117.09,18.903,0,348.28,18.424588689626
2008,149,"PRINCE GEORGE",183.35,579,8,4.93,4.93,340.04711,115.3,-115.3,-0.339070665826273
2008,77,"GRAYSON",264.58,497,619,327.6,40.75,50.816577,0,286.85,5.64481153462973
2008,131,"NORTHAMPTON",262.67,499,9338,4961.9,25.51,975.754963,764.50679,4171.88321,4.27554393079731
2008,137,"ORANGE",254.48,508,1556,841.72,28.67,758.5749,98.4,714.65,0.94209550039159
2008,79,"GREENE",260.29,502,154,82.32,25.12,243.50613,0,57.2,0.234901683994567
2008,195,"WISE",338.77,423,115,51.8,6.76,1586.6925,0,45.04,0.0283860924533267
2008,183,"SUSSEX",194.2,568,1645,994.97,15.12,543.848132,55.9,923.95,1.69891178370362
2008,87,"HENRICO",211.41,551,49,28.75,28.75,9525.1617,0,0,0
2008,101,"KING WILLIAM",266.09,496,2690,1420.78,8.98,8165.228088,907.42551,504.37449,0.0617710227521081
2008,103,"LANCASTER",259.26,503,12,6.43,6.43,217.2677,0,0,0
2008,187,"WARREN",273.59,488,151,78.47,36.38,3962.577,0,42.09,0.0106218756127641
2008,9,"AMHERST",202.94,559,176,104.77,21.43,5747.5295,0,83.34,0.0145001430614667
2008,155,"PULASKI",281.66,480,320,163.56,14.31,1783.211,0,149.25,0.0836973302654593
2008,19,"BEDFORD",207.05,555,676,399.52,93.97,6020.0364,0,305.55,0.0507555070597248
2008,173,"SMYTH",346.82,415,452,199.75,29.17,1669.03183,0,170.58,0.102202963978224
2009,67,"FRANKLIN",275.36,487,1126,583.93,125.5,396.6923,0,458.43,1.15563120332812
2009,37,"CHARLOTTE",353.02,409,1454,633.26,87.98,98.67663,16.8,528.48,5.35567540156165
2009,99,"KING GEORGE",304.19,458,672,327.74,16.58,1367.9685,43.56,267.6,0.195618539461983
2009,135,"NOTTOWAY",296.72,465,457,226.29,27.23,443.5102,0,199.06,0.448828459864057
2009,25,"BRUNSWICK",357.58,404,2115,909.88,54.21,681.1978,0,855.67,1.25612560698229
2009,161,"ROANOKE",383.11,379,96,38.74,33.09,7134.9225,0,5.65,0.000791879659519778
2009,36,"CHARLES CITY",272.96,489,1435,747.23,10.94,159.520583,137.192,599.098,3.75561566246282
2009,550,"CHESAPEAKE CITY",395.22,367,314,122.71,73.86,2737.517079,1.246405,47.6036,0.0173893344319844
2009,11,"APPOMATTOX",388.28,374,508,202.32,32.26,86.2542,0,170.06,1.97161413589135
2009,73,"GLOUCESTER",409.79,352,98,36.73,21.74,499.6194,0,14.99,0.0300028381604077
2009,47,"CULPEPER",326.2,436,1266,587.78,77.53,977.47354,207.627668,302.62233,0.309596441863787
2009,105,"LEE",358.59,403,1374,589.64,87.54,716.047,0,502.1,0.701210954029554
2009,193,"WESTMORELAND",353.46,409,1673,728.64,53.13,1060.65727,720.417,-44.907,-0.042338841461955
2009,143,"PITTSYLVANIA",318.75,443,5606,2644.54,99.54,601.984088,37.009142,2507.99086,4.16620789485054
2009,117,"MECKLENBURG",297.95,464,4163,2056.92,116.61,564.853,0,1940.31,3.43507071751411
2009,121,"MONTGOMERY",315.29,447,384,182.78,19.52,10862.891,25.18,138.08,0.0127111650112295
2009,89,"HENRY",290.43,472,525,263.87,20.1,1266.39149308,0,243.77,0.192491817366149
2009,93,"ISLE OF WIGHT",302.91,459,934,456.51,21.51,13454.647478,38.283,396.717,0.029485499389611
2009,169,"SCOTT",359.34,403,637,273.36,77.25,423.314,0,196.11,0.463273125859291
2009,167,"RUSSELL",373.14,389,251,103.97,48.88,534.890366,0,55.09,0.102993068302898
2009,59,"FAIRFAX",272.48,490,101,52.7,52.7,32577.9380492,0,0,0
2009,31,"CAMPBELL",370.61,391,1328,552.93,54.13,1963.8958,25.97,472.83,0.240761246090551
2009,157,"RAPPAHANNOCK",294.51,467,335,166.59,47.24,10.666,0,119.35,11.1897618601163
2009,23,"BOTETOURT",359.2,403,253,108.57,33.04,4937.39372,0,75.53,0.0152975444704863
2009,197,"WYTHE",353.32,409,1061,462.1,23.95,1765.900667,0,438.15,0.248117013707431
2009,43,"CLARKE",286.4,476,514,260.53,47.65,256.5443,41.7,171.18,0.667253180055063
2009,83,"HALIFAX",317.43,445,2617,1240.1,105.67,1333.22727,10.6064,1123.8236,0.842934753352292
2009,800,"SUFFOLK CITY",317.09,445,1167,553,51.65,34776.31599,136.7,364.65,0.0104855845025349
2009,113,"MADISON",336.7,425,333,150.7,32.58,42.523,0,118.12,2.77779084260283
2009,163,"ROCKBRIDGE",313.28,449,700,334.69,28.21,951.1010113,0,306.48,0.322237066682425
2009,810,"VIRGINIA BEACH CITY",359.14,403,431,184.96,27.89,10319.044101104,56.951,100.119,0.00970235217710608
2009,15,"AUGUSTA",249.1,513,3813,2082.95,108.71,3851.400828,780.5369,1193.7031,0.309939981141843
2009,45,"CRAIG",370.48,392,130,54.27,12.52,1012.6846,0,41.75,0.0412270513445154
2009,181,"SURRY",291.26,471,1472,738.28,32.6,110.858057,27.007,678.673,6.12199977490134
2009,159,"RICHMOND",385.54,376,243,97.29,8.41,113.31251,0,88.88,0.784379412299666
2009,153,"PRINCE WILLIAM",241.68,520,1173,649.52,49.28,21088.86,4.314,595.926,0.0282578574659797
2009,199,"YORK",372.97,389,41,16.98,16.98,32483.857296,0,0,0
2009,7,"AMELIA",287.05,475,886,448.15,55.13,93.322,59.096,333.924,3.57819163755599
2009,119,"MIDDLESEX",428.02,334,651,231.54,9.25,111.32315,53.98,168.31,1.51190475655782
2009,109,"LOUISA",317.8,444,365,172.57,42.55,211.259819,0,130.02,0.615450683501722
2009,111,"LUNENBURG",315.09,447,1484,706.37,29.04,187.842236,5.267236,672.06276,3.5778043016907
2009,115,"MATHEWS",433.99,328,117,40.87,6.64,6.1697,0,34.23,5.54808175438028
2009,191,"WASHINGTON",435.23,327,836,291.1,53.97,3174.769,0,237.13,0.0746920484608486
2009,29,"BUCKINGHAM",351.38,411,469,205.26,11.38,187.08993,0,193.88,1.03629308108673
2009,33,"CAROLINE",300.24,462,3411,1678.1,38.87,4976.752085,551.597375,1087.63262,0.218542656219131
2009,53,"DINWIDDIE",262.22,500,1885,1003.63,61.23,25.076474,22.991584,919.40842,36.6641825322013
2009,141,"PATRICK",325.59,436,432,200.57,62.21,119.0657,0.5,137.86,1.15784814602358
2009,177,"SPOTSYLVANIA",334.73,427,346,157.32,35.92,3871.089617,36.33,85.07,0.0219757247743407
2009,35,"CARROLL",350.82,411,1086,475.3,26.26,158.9308,0,449.04,2.82538060589892
2009,57,"ESSEX",342.51,419,246,109.76,17.4,318.49613,183.19,-90.83,-0.285183998939014
2009,41,"CHESTERFIELD",253.34,509,571,309.49,24.93,30008.518558,43.2,241.36,0.00804304949387965
2009,125,"NELSON",315.1,447,1016,483.61,69.02,1028.482,373.884,40.706,0.0395787189275068
2009,147,"PRINCE EDWARD",342.61,419,526,234.69,26.77,392.064,0,207.92,0.530321580150179
2009,97,"KING AND QUEEN",347.98,414,1221,538.28,28.21,224.3958,221.37,288.7,1.2865659695948
2009,179,"STAFFORD",303.82,458,221,107.78,12.19,3861.25,0,95.59,0.0247562317902234
2009,107,"LOUDOUN",289.05,473,3666,1846.49,121.89,2253.55650452,32.10989352,1692.49011,0.751030695971164
2009,71,"GILES",326.97,435,193,89.4,14.82,24682.3986,0,74.58,0.00302158640287091
2009,1,"ACCOMACK",353.63,408,9716,4221.25,25.2,4105.231662,2463.225437,1732.82456,0.422101528651807
2009,127,"NEW KENT",320.2,442,495,232.98,8.47,9514.817331,78.67,145.84,0.0153276720851847
2009,185,"TAZEWELL",385.26,377,330,132.48,11.64,1649.8958,0,120.84,0.0732409889157849
2009,21,"BLAND",325.5,436,801,371.89,9.75,16.98,0,362.14,21.3274440518257
2009,91,"HIGHLAND",230.98,531,20,11.31,5.09,2395.2757,0,6.22,0.00259677831658376
2009,61,"FAUQUIER",278.65,483,920,473.18,111.61,1093.0211,0,361.57,0.330798737554106
2009,69,"FREDERICK",278.57,483,520,267.45,81.78,1803.38397,14,171.67,0.0951932604790759
2009,17,"BATH",272.97,489,109,56.76,9.89,367.216,0,46.87,0.127636050716744
2009,3,"ALBEMARLE",310.06,452,1456,700.8,80.86,3591.54142,0,619.94,0.172611123610542
2009,51,"DICKENSON",382.97,379,12,4.84,4.84,1952.6805,0,0,0
2009,49,"CUMBERLAND",326.41,436,222,103.07,12.54,2.0169,0,90.53,44.8857157023154
2009,85,"HANOVER",266.76,495,3569,1881.25,146.54,87861.256601,635.50888,1099.20112,0.0125106464729016
2009,81,"GREENSVILLE",295.19,467,734,365.01,4.48,968.350938,36.323675,324.20632,0.334802505246295
2009,5,"ALLEGHANY",318.27,444,191,90.3,5.2,14357.6905,0,85.1,0.00592713709771081
2009,165,"ROCKINGHAM",240,522,5645,3137.82,194.55,9279.895087,357.451121,2585.81888,0.27864742604929
2009,171,"SHENANDOAH",288.14,474,1110,560.27,63.09,1850.9546,3,494.18,0.266986559259746
2009,145,"POWHATAN",272.1,490,230,120.01,16.7,42.11701,2.85,100.46,2.38525954240341
2009,175,"SOUTHAMPTON",310.59,451,3507,1684.25,43.22,3449.740596,249.27522,1391.75478,0.403437516900184
2009,139,"PAGE",246.53,515,1005,551.15,25.78,635.655271,28.99566,496.37434,0.780886059859323
2009,133,"NORTHUMBERLAND",431.05,331,62,21.85,3.52,873.577214,0,18.33,0.0209826901460367
2009,75,"GOOCHLAND",275.14,487,112,58.08,16.59,742.1092,0,41.49,0.0559082140472049
2009,65,"FLUVANNA",314.36,448,264,125.94,29.1,121.617,0,96.84,0.796270258269814
2009,95,"JAMES CITY",295.76,466,102,50.62,13.4,2524.322658,0,37.22,0.0147445493475422
2009,63,"FLOYD",349.65,412,779,341.77,85.99,23.791,15.81,239.97,10.0865873649699
2009,149,"PRINCE GEORGE",263.2,499,8,4.25,4.25,206.107535,82.690625,-82.69062,-0.401201343754851
2009,77,"GRAYSON",310.9,451,619,297.28,36.98,72.6759,0,260.3,3.58165499154465
2009,131,"NORTHAMPTON",320.06,442,9338,4395.11,22.59,1084.065712,869.438526,3503.08147,3.23142908333217
2009,137,"ORANGE",333.14,429,1556,710.82,24.21,637.9475,20.3548,666.2552,1.04437308712708
2009,79,"GREENE",291.88,470,154,77.07,23.52,241.03815,0,53.55,0.222164001839543
2009,195,"WISE",402.86,359,115,43.96,5.73,1225.7431,0,38.23,0.031189243488297
2009,183,"SUSSEX",296.74,465,1645,814.54,12.38,361.2855,20.28,781.88,2.16416103054233
2009,87,"HENRICO",271.73,490,49,25.57,25.57,8443.8,0,0,0
2009,101,"KING WILLIAM",301.6,460,2690,1317.66,8.33,7908.379451,619.4184,689.9116,0.0872380497514901
2009,103,"LANCASTER",431.32,331,12,4.23,4.23,186.18297,0,0,0
2009,187,"WARREN",246.8,515,151,82.81,38.39,3511.238,0,44.42,0.0126508086321691
2009,9,"AMHERST",363.68,398,176,74.59,15.26,6021.404,0,59.33,0.00985318374252915
2009,155,"PULASKI",309.7,452,320,154.02,13.48,1683.089,0,140.54,0.0835012289902673
2009,19,"BEDFORD",323.51,438,676,315.29,74.16,5394.5034,0.0909,241.0391,0.0446823520400414
2009,173,"SMYTH",417.49,345,452,166.05,24.25,2364.37424,0,141.8,0.0599735852307374
2010,67,"FRANKLIN",147.3,615,1126,737.41,158.48,432.349062,2,576.93,1.33440789100174
2010,37,"CHARLOTTE",250.99,511,1454,791.19,109.92,98.80531,10.1,671.17,6.79285354198069
2010,99,"KING GEORGE",243.61,518,672,370.67,18.75,1338.109234,179.86,172.06,0.128584420186432
2010,135,"NOTTOWAY",196.82,565,457,274.95,33.09,439.256,0,241.86,0.550612854463001
2010,25,"BRUNSWICK",195.36,567,2115,1276.99,76.08,893.5308,0,1200.91,1.34400515348771
2010,161,"ROANOKE",298.44,464,96,47.43,40.52,5574.85681,0,6.91,0.00123949371894271
2010,36,"CHARLES CITY",202,560,1435,855.72,12.52,283.063215,247.16,596.04,2.10567805498853
2010,550,"CHESAPEAKE CITY",318.33,444,314,148.46,89.36,2032.972543,1.533239,57.56676,0.0283165457390046
2010,11,"APPOMATTOX",283.06,479,508,259.12,41.32,88.3758,0,217.8,2.46447556910376
2010,73,"GLOUCESTER",270.89,491,98,51.24,30.33,518.7539,0,20.91,0.0403081306954993
2010,47,"CULPEPER",257.38,505,1266,680.8,89.81,974.403911,147.502,443.488,0.455137746260544
2010,105,"LEE",332.46,430,1374,629.14,93.41,875.366,0,535.73,0.612006863414846
2010,193,"WESTMORELAND",246.44,516,1673,919.26,67.04,668.00628,299.234,552.986,0.827815570835651
2010,143,"PITTSYLVANIA",273.32,489,5606,2919.14,109.87,653.62397,15.39507,2793.87493,4.27443768624336
2010,117,"MECKLENBURG",228.23,534,4163,2367.23,134.2,662.048,0,2233.03,3.37291253806371
2010,121,"MONTGOMERY",263.47,499,384,204.04,21.79,10951.42,64.82,117.43,0.0107228103752755
2010,89,"HENRY",281.88,480,525,268.35,20.45,1186.841,0,247.9,0.208873808707316
2010,93,"ISLE OF WIGHT",171.52,590,934,586.8,27.64,5957.470648,86.5,472.66,0.0793390396574892
2010,169,"SCOTT",292.99,469,637,318.13,89.9,385.66,0,228.23,0.591790696468392
2010,167,"RUSSELL",394.54,367,251,98.09,46.11,508.742245,0,51.98,0.10217354762823
2010,59,"FAIRFAX",264.08,498,101,53.56,53.56,36051.2291,0,0,0
2010,31,"CAMPBELL",281.98,480,1328,678.79,66.45,1832.4245,22.484,589.856,0.321899210581391
2010,157,"RAPPAHANNOCK",249.88,512,335,182.65,51.79,13.44,0,130.86,9.73660714285714
2010,23,"BOTETOURT",255.57,506,253,136.32,41.49,777.64977,0,94.83,0.121944355490519
2010,197,"WYTHE",311.04,451,1061,509.55,26.41,2668.559465,0,483.14,0.181048991538961
2010,43,"CLARKE",163.75,598,514,327.31,59.86,293.74522,62.1,205.35,0.699075205376959
2010,83,"HALIFAX",243.43,519,2617,1446.32,123.24,638.70882,7.165,1315.915,2.06027372535735
2010,800,"SUFFOLK CITY",190.67,571,1167,709.58,66.28,34382.450183,130,513.3,0.0149291280076891
2010,113,"MADISON",275.35,487,333,172.69,37.34,54.72288,0,135.35,2.47337128455228
2010,163,"ROCKBRIDGE",255.29,507,700,377.92,31.85,960.266202,0,346.07,0.360389649535952
2010,810,"VIRGINIA BEACH CITY",320.88,441,431,202.4,30.52,9890.580558336,0,171.88,0.0173781507552795
2010,15,"AUGUSTA",237.91,524,3813,2127.61,111.04,3829.404569,622.107,1394.463,0.364146168124552
2010,45,"CRAIG",280.82,481,130,66.59,15.37,936.6294,0,51.22,0.0546854497627343
2010,181,"SURRY",162.58,599,1472,938.92,41.46,178.047801,87.089,810.371,4.55142380556556
2010,159,"RICHMOND",250.45,512,243,132.49,11.45,115.5554,0,121.04,1.04746294850782
2010,153,"PRINCE WILLIAM",251.84,510,1173,637.03,48.33,23441.975,0,588.7,0.0251130717441683
2010,199,"YORK",190.77,571,41,24.93,24.93,27987.015904,0,0,0
2010,7,"AMELIA",228.73,533,886,502.87,61.87,104.38,67,374,3.58306188925081
2010,119,"MIDDLESEX",263.57,498,651,345.23,13.79,49.48189,24.6,306.84,6.20105658858221
2010,109,"LOUISA",244.47,518,365,201.33,49.64,219.255,0,151.69,0.691842831406353
2010,111,"LUNENBURG",224.62,537,1484,848.6,34.88,193.871,7.805,805.915,4.15696519850829
2010,115,"MATHEWS",260.16,502,117,62.54,10.16,1.12509,0,52.38,46.5562754979602
2010,191,"WASHINGTON",359.6,402,836,357.87,66.35,3907.62662,0,291.52,0.0746028288649543
2010,29,"BUCKINGHAM",223.76,538,469,268.69,14.9,129.699,0,253.79,1.9567614245291
2010,33,"CAROLINE",232.06,530,3411,1925.09,44.59,3123.683335,1183.863125,696.63688,0.223017766299925
2010,53,"DINWIDDIE",207.01,555,1885,1114.03,67.96,49.765626,29.554526,1016.51547,20.4260561295863
2010,141,"PATRICK",364.26,398,432,183.09,56.79,141.752043,0,126.3,0.89099244939983
2010,177,"SPOTSYLVANIA",221.95,540,346,198.96,45.43,3902.3731,9.85,143.68,0.0368186219815835
2010,35,"CARROLL",316.08,446,1086,515.77,28.5,153.82524,0,487.27,3.16768561518253
2010,57,"ESSEX",222.59,539,246,141.19,22.38,451.309161,311.73,-192.92,-0.427467502703762
2010,41,"CHESTERFIELD",243.47,519,571,315.57,25.42,32012.71426,37.05,253.1,0.00790623369028878
2010,125,"NELSON",262.23,500,1016,540.95,77.2,1041.653,401.27,62.48,0.0599815869584209
2010,147,"PRINCE EDWARD",256.76,505,526,282.86,32.27,396.136,0,250.59,0.632585778621483
