"Year","name","PPT","Irrigation","County_Code","parm_UnderTh","Unreported_Irrigation_based"
2002,"SPOTSYLVANIA",188.63,319,177,34.5,11.72
2002,"CARROLL",281.67,226,35,25,6.02
2002,"ESSEX",205.9,302,57,21,6.75
2002,"CHESTERFIELD",164.69,343,41,31.5,11.51
2002,"NELSON",200.79,307,125,81.5,26.64
2002,"PRINCE EDWARD",192.82,315,147,30,10.06
2002,"KING AND QUEEN",184.5,324,97,27.5,9.49
2002,"STAFFORD",198.83,309,179,16.5,5.43
2002,"LOUDOUN",209.01,299,107,210,66.86
2002,"GILES",252.49,256,71,27.5,7.5
2002,"ACCOMACK",215.86,292,1,51.5,16.01
2002,"NEW KENT",167.24,341,127,15,5.45
2002,"TAZEWELL",294.61,213,185,29,6.58
2002,"BLAND",266.76,241,21,10,2.57
2002,"HIGHLAND",248.84,259,91,9,2.48
2002,"FAUQUIER",206.7,301,61,204.5,65.55
2002,"FREDERICK",261.41,247,69,90,23.67
2002,"BATH",211.17,297,17,7,2.21
2002,"ALBEMARLE",249.55,258,3,116.5,32.01
2002,"DICKENSON",303.83,204,51,12,2.61
2002,"CUMBERLAND",174.03,334,49,23,8.18
2002,"HANOVER",170.63,337,85,213,76.44
2002,"GREENSVILLE",268.68,239,81,5,1.27
2002,"ALLEGHANY",220.71,287,5,9.5,2.9
2002,"ROCKINGHAM",211.37,297,165,261.5,82.7
2002,"SHENANDOAH",237.71,270,171,105,30.19
2002,"POWHATAN",177.67,330,145,18,6.33
2002,"SOUTHAMPTON",296.08,212,175,21,4.74
2002,"PAGE",231.87,276,139,19.5,5.73
2002,"NORTHUMBERLAND",215.27,293,133,2,0.62
2002,"GOOCHLAND",187.49,321,75,21.5,7.35
2002,"FLUVANNA",225.19,283,65,27,8.14
2002,"JAMES CITY",169.8,338,95,15.5,5.58
2002,"FLOYD",204.98,303,63,127.5,41.14
2002,"PRINCE GEORGE",228.06,280,149,7,2.09
2002,"GRAYSON",287.24,221,77,41,9.65
2002,"NORTHAMPTON",204.19,304,131,45.5,14.73
2002,"ORANGE",237.63,270,137,45,12.94
2002,"GREENE",279.71,228,79,37,8.98
2002,"WISE",308.96,199,195,11,2.33
2002,"SUSSEX",297.29,211,183,15.5,3.48
2002,"HENRICO",175.58,332,87,26.5,9.37
2002,"KING WILLIAM",174.97,333,101,15.5,5.5
2002,"LANCASTER",211.98,296,103,12,3.78
2002,"WARREN",238.84,269,187,35,10.03
2002,"AMHERST",194.36,314,9,27,9.03
2002,"PULASKI",212.68,295,155,18.5,5.81
2002,"BEDFORD",241.49,267,19,52.5,14.93
2002,"SMYTH",315.77,192,173,33,6.75
2003,"FRANKLIN",322.8,185,67,123.5,24.33
2003,"CHARLOTTE",415.76,92,37,115,11.27
2003,"KING GEORGE",346.12,162,99,21,3.62
2003,"NOTTOWAY",440.16,68,135,38,2.75
2003,"BRUNSWICK",424.95,83,25,33,2.92
2003,"ROANOKE",442.56,65,161,62,4.29
2003,"CHARLES CITY",439.57,68,36,13.5,0.98
2003,"CHESAPEAKE CITY",422.84,85,550,62.5,5.66
2003,"APPOMATTOX",465.04,43,11,33.5,1.53
2003,"GLOUCESTER",461.72,46,73,48.5,2.38
2003,"CULPEPER",411.32,97,47,89,9.19
2003,"LEE",368.35,140,105,52,7.75
2003,"WESTMORELAND",383.56,124,193,58,7.66
2003,"PITTSYLVANIA",499.2,9,143,131,1.26
2003,"MECKLENBURG",424.11,84,117,83.5,7.47
2003,"MONTGOMERY",441.4,67,121,37.5,2.68
2003,"HENRY",527.6,-20,89,26.5,-0.56
2003,"ISLE OF WIGHT",406.02,102,93,25,2.72
2003,"SCOTT",448.2,60,169,53.5,3.42
2003,"RUSSELL",506.87,1,167,28,0.03
2003,"FAIRFAX",398.5,110,59,55,6.44
2003,"CAMPBELL",435.97,72,31,102.5,7.86
2003,"RAPPAHANNOCK",462.52,45,157,58.5,2.8
2003,"BOTETOURT",462.08,46,23,25,1.22
2003,"WYTHE",419.88,88,197,37,3.47
2003,"CLARKE",422.72,85,43,47,4.25
2003,"HALIFAX",465.17,43,83,102.5,4.69
2003,"SUFFOLK CITY",344.61,163,800,65,11.28
2003,"MADISON",476.75,31,113,53,1.75
2003,"ROCKBRIDGE",427.69,80,163,50.5,4.3
2003,"VIRGINIA BEACH CITY",426.34,82,810,47.5,4.15
2003,"AUGUSTA",447,61,15,189.5,12.31
2003,"CRAIG",427.08,81,45,14.5,1.25
2003,"SURRY",413.95,94,181,26,2.6
2003,"RICHMOND",433,75,159,16,1.28
2003,"PRINCE WILLIAM",375.98,132,153,51.5,7.24
2003,"YORK",456.99,51,199,14,0.76
2003,"AMELIA",404.26,104,7,41.5,4.6
2003,"MIDDLESEX",458.62,49,119,17,0.89
2003,"LOUISA",403.25,105,109,71,7.94
2003,"LUNENBURG",415.3,93,111,34,3.37
2003,"MATHEWS",450.97,57,115,13.5,0.82
2003,"WASHINGTON",508.84,-1,191,106,-0.11
2003,"BUCKINGHAM",361.27,147,29,17.5,2.74
2003,"CAROLINE",378.49,130,33,25,3.46
2003,"DINWIDDIE",437.53,70,53,40,2.98
2003,"PATRICK",610.09,-102,141,57.5,-6.25
2003,"SPOTSYLVANIA",317.17,191,177,34.5,7.02
2003,"CARROLL",557.96,-50,35,25,-1.33
2003,"ESSEX",403.58,104,57,21,2.33
2003,"CHESTERFIELD",414.74,93,41,31.5,3.12
2003,"NELSON",510.25,-2,125,81.5,-0.17
2003,"PRINCE EDWARD",386.74,121,147,30,3.87
2003,"KING AND QUEEN",457.34,51,97,27.5,1.49
2003,"STAFFORD",318.74,189,179,16.5,3.32
2003,"LOUDOUN",422.64,85,107,210,19.01
2003,"GILES",444.68,63,71,27.5,1.84
2003,"ACCOMACK",384.95,123,1,51.5,6.75
2003,"NEW KENT",461.13,47,127,15,0.75
2003,"TAZEWELL",434.16,74,185,29,2.29
2003,"BLAND",386.02,122,21,10,1.3
2003,"HIGHLAND",376.33,132,91,9,1.27
2003,"FAUQUIER",426.46,82,61,204.5,17.86
2003,"FREDERICK",379.59,128,69,90,12.27
2003,"BATH",397.41,111,17,7,0.83
2003,"ALBEMARLE",471.21,37,3,116.5,4.59
2003,"DICKENSON",435.47,73,51,12,0.93
2003,"CUMBERLAND",362.77,145,49,23,3.55
2003,"HANOVER",471.1,37,85,213,8.39
2003,"GREENSVILLE",347.17,161,81,5,0.86
2003,"ALLEGHANY",368.17,140,5,9.5,1.42
2003,"ROCKINGHAM",408.59,99,165,261.5,27.57
2003,"SHENANDOAH",416.07,92,171,105,10.29
2003,"POWHATAN",402.54,105,145,18,2.01
2003,"SOUTHAMPTON",371.6,136,175,21,3.04
2003,"PAGE",394.39,114,139,19.5,2.37
2003,"NORTHUMBERLAND",483.68,24,133,2,0.05
2003,"GOOCHLAND",365.12,143,75,21.5,3.27
2003,"FLUVANNA",342.75,165,65,27,4.74
2003,"JAMES CITY",427.09,81,95,15.5,1.34
2003,"FLOYD",469.37,39,63,127.5,5.3
2003,"PRINCE GEORGE",433.07,75,149,7,0.56
2003,"GRAYSON",468.35,40,77,41,1.75
2003,"NORTHAMPTON",422.18,86,131,45.5,4.17
2003,"ORANGE",367.23,141,137,45,6.76
2003,"GREENE",437.56,70,79,37,2.76
2003,"WISE",444.17,64,195,11,0.75
2003,"SUSSEX",403.11,105,183,15.5,1.73
2003,"HENRICO",467.83,40,87,26.5,1.13
2003,"KING WILLIAM",455.78,52,101,15.5,0.86
2003,"LANCASTER",447.71,60,103,12,0.77
2003,"WARREN",399.74,108,187,35,4.03
2003,"AMHERST",488.43,20,9,27,0.58
2003,"PULASKI",399.44,109,155,18.5,2.15
2003,"BEDFORD",505.41,3,19,52.5,0.17
2003,"SMYTH",487.53,20,173,33,0.7
2004,"FRANKLIN",440.7,67,67,123.5,8.81
2004,"CHARLOTTE",455.8,52,37,115,6.37
2004,"KING GEORGE",382.62,125,99,21,2.8
2004,"NOTTOWAY",453.91,54,135,38,2.19
2004,"BRUNSWICK",476.98,31,25,33,1.09
2004,"ROANOKE",371.41,137,161,62,9.04
2004,"CHARLES CITY",549.93,-42,36,13.5,-0.6
2004,"CHESAPEAKE CITY",546.15,-38,550,62.5,-2.53
2004,"APPOMATTOX",364.96,143,11,33.5,5.1
2004,"GLOUCESTER",536.93,-29,73,48.5,-1.5
2004,"CULPEPER",325.13,183,47,89,17.34
2004,"LEE",283.01,225,105,52,12.46
2004,"WESTMORELAND",493.34,15,193,58,0.93
2004,"PITTSYLVANIA",405.29,103,143,131,14.37
2004,"MECKLENBURG",449.69,58,117,83.5,5.16
2004,"MONTGOMERY",286.95,221,121,37.5,8.83
2004,"HENRY",427.37,81,89,26.5,2.29
2004,"ISLE OF WIGHT",530.98,-23,93,25,-0.61
2004,"SCOTT",320.1,188,169,53.5,10.71
2004,"RUSSELL",436.91,71,167,28,2.12
2004,"FAIRFAX",340.51,167,59,55,9.78
2004,"CAMPBELL",375.88,132,31,102.5,14.41
2004,"RAPPAHANNOCK",286.05,222,157,58.5,13.83
2004,"BOTETOURT",282.54,225,23,25,5.99
2004,"WYTHE",339.19,169,197,37,6.66
2004,"CLARKE",278.04,230,43,47,11.51
2004,"HALIFAX",436.91,71,83,102.5,7.75
2004,"SUFFOLK CITY",508.08,0,800,65,0
2004,"MADISON",319.83,188,113,53,10.61
2004,"ROCKBRIDGE",319.29,189,163,50.5,10.16
2004,"VIRGINIA BEACH CITY",555.58,-48,810,47.5,-2.43
2004,"AUGUSTA",295.79,212,15,189.5,42.78
2004,"CRAIG",302.67,205,45,14.5,3.17
2004,"SURRY",542.84,-35,181,26,-0.97
2004,"RICHMOND",527.94,-20,159,16,-0.34
2004,"PRINCE WILLIAM",316.56,191,153,51.5,10.47
2004,"YORK",559.51,-52,199,14,-0.78
2004,"AMELIA",466.8,41,7,41.5,1.81
2004,"MIDDLESEX",502.45,6,119,17,0.11
2004,"LOUISA",432.91,75,109,71,5.67
2004,"LUNENBURG",458.68,49,111,34,1.77
2004,"MATHEWS",485.86,22,115,13.5,0.32
2004,"WASHINGTON",409.81,98,191,106,11.06
2004,"BUCKINGHAM",364.93,143,29,17.5,2.66
2004,"CAROLINE",463.88,44,33,25,1.17
2004,"DINWIDDIE",476.14,32,53,40,1.36
2004,"PATRICK",439.44,69,141,57.5,4.22
2004,"SPOTSYLVANIA",389.07,119,177,34.5,4.37
2004,"CARROLL",364.86,143,35,25,3.81
2004,"ESSEX",527.8,-20,57,21,-0.45
2004,"CHESTERFIELD",495.65,12,41,31.5,0.4
2004,"NELSON",391.27,117,125,81.5,10.15
2004,"PRINCE EDWARD",405.43,103,147,30,3.29
2004,"KING AND QUEEN",534.11,-26,97,27.5,-0.76
2004,"STAFFORD",348.04,160,179,16.5,2.81
2004,"LOUDOUN",268.54,239,107,210,53.45
2004,"GILES",310.02,198,71,27.5,5.8
2004,"ACCOMACK",500.37,8,1,51.5,0.44
2004,"NEW KENT",517.95,-10,127,15,-0.16
2004,"TAZEWELL",414.11,94,185,29,2.9
2004,"BLAND",397.7,110,21,10,1.17
2004,"HIGHLAND",253.17,255,91,9,2.44
2004,"FAUQUIER",314.21,194,61,204.5,42.25
2004,"FREDERICK",263.26,245,69,90,23.48
2004,"BATH",262.68,245,17,7,1.83
2004,"ALBEMARLE",356.16,152,3,116.5,18.86
2004,"DICKENSON",367.34,141,51,12,1.8
2004,"CUMBERLAND",430.92,77,49,23,1.89
2004,"HANOVER",473.58,34,85,213,7.71
2004,"GREENSVILLE",444.98,63,81,5,0.34
2004,"ALLEGHANY",273.69,234,5,9.5,2.37
2004,"ROCKINGHAM",230.42,278,165,261.5,77.41
2004,"SHENANDOAH",232.62,275,171,105,30.75
2004,"POWHATAN",495.38,13,145,18,0.25
2004,"SOUTHAMPTON",505.46,3,175,21,0.07
2004,"PAGE",253.05,255,139,19.5,5.3
2004,"NORTHUMBERLAND",501,7,133,2,0.01
2004,"GOOCHLAND",467.25,41,75,21.5,0.94
2004,"FLUVANNA",432.15,76,65,27,2.19
2004,"JAMES CITY",549.13,-41,95,15.5,-0.68
2004,"FLOYD",311.65,196,63,127.5,26.61
2004,"PRINCE GEORGE",503.71,4,149,7,0.03
2004,"GRAYSON",352.34,156,77,41,6.81
2004,"NORTHAMPTON",467.76,40,131,45.5,1.94
2004,"ORANGE",361.26,147,137,45,7.04
2004,"GREENE",325.08,183,79,37,7.21
2004,"WISE",358.04,150,195,11,1.76
2004,"SUSSEX",461.77,46,183,15.5,0.76
2004,"HENRICO",502.69,5,87,26.5,0.14
2004,"KING WILLIAM",505.29,3,101,15.5,0.05
2004,"LANCASTER",468.67,39,103,12,0.5
2004,"WARREN",238.74,269,187,35,10.03
2004,"AMHERST",360.35,148,9,27,4.26
2004,"PULASKI",299.03,209,155,18.5,4.12
2004,"BEDFORD",350.38,158,19,52.5,8.83
2004,"SMYTH",374.89,133,173,33,4.67
2005,"FRANKLIN",236.33,272,67,123.5,35.77
2005,"CHARLOTTE",248.02,260,37,115,31.84
2005,"KING GEORGE",234.63,273,99,21,6.1
2005,"NOTTOWAY",230.13,278,135,38,11.25
2005,"BRUNSWICK",198.13,310,25,33,10.89
2005,"ROANOKE",380.56,127,161,62,8.38
2005,"CHARLES CITY",262.4,246,36,13.5,3.54
2005,"CHESAPEAKE CITY",380.74,127,550,62.5,8.45
2005,"APPOMATTOX",274.21,234,11,33.5,8.35
2005,"GLOUCESTER",298.43,210,73,48.5,10.85
2005,"CULPEPER",250.96,257,47,89,24.36
2005,"LEE",313.06,195,105,52,10.8
2005,"WESTMORELAND",242.88,265,193,58,16.37
2005,"PITTSYLVANIA",296.4,212,143,131,29.57
2005,"MECKLENBURG",204.66,303,117,83.5,26.94
2005,"MONTGOMERY",276.9,231,121,37.5,9.22
2005,"HENRY",397.72,110,89,26.5,3.1
2005,"ISLE OF WIGHT",264.26,244,93,25,6.5
2005,"SCOTT",371.81,136,169,53.5,7.75
2005,"RUSSELL",343.64,164,167,28,4.89
2005,"FAIRFAX",213.16,295,59,55,17.28
2005,"CAMPBELL",258.01,250,31,102.5,27.29
2005,"RAPPAHANNOCK",257.6,250,157,58.5,15.57
2005,"BOTETOURT",327.68,180,23,25,4.79
2005,"WYTHE",312.36,196,197,37,7.72
2005,"CLARKE",251.84,256,43,47,12.81
2005,"HALIFAX",245.36,263,83,102.5,28.71
2005,"SUFFOLK CITY",290.35,218,800,65,15.09
2005,"MADISON",276,232,113,53,13.09
2005,"ROCKBRIDGE",292.92,215,163,50.5,11.56
2005,"VIRGINIA BEACH CITY",370.72,137,810,47.5,6.93
2005,"AUGUSTA",260.61,247,15,189.5,49.84
2005,"CRAIG",327.79,180,45,14.5,2.78
2005,"SURRY",295.9,212,181,26,5.87
2005,"RICHMOND",290.42,218,159,16,3.71
2005,"PRINCE WILLIAM",222.22,286,153,51.5,15.68
2005,"YORK",285.41,223,199,14,3.32
2005,"AMELIA",239.64,268,7,41.5,11.84
2005,"MIDDLESEX",314.86,193,119,17,3.49
2005,"LOUISA",230.81,277,109,71,20.94
2005,"LUNENBURG",214.66,293,111,34,10.61
2005,"MATHEWS",349.76,158,115,13.5,2.27
2005,"WASHINGTON",329.21,179,191,106,20.2
2005,"BUCKINGHAM",282.75,225,29,17.5,4.19
2005,"CAROLINE",259.58,248,33,25,6.6
2005,"DINWIDDIE",221.23,287,53,40,12.22
2005,"PATRICK",409.75,98,141,57.5,6
2005,"SPOTSYLVANIA",236.49,272,177,34.5,9.99
2005,"CARROLL",353.31,155,35,25,4.13
2005,"ESSEX",247.17,261,57,21,5.84
2005,"CHESTERFIELD",219.61,288,41,31.5,9.66
2005,"NELSON",302.77,205,125,81.5,17.79
2005,"PRINCE EDWARD",214.15,294,147,30,9.39
2005,"KING AND QUEEN",269.99,238,97,27.5,6.97
2005,"STAFFORD",235.5,272,179,16.5,4.78
2005,"LOUDOUN",272.51,235,107,210,52.55
2005,"GILES",315.84,192,71,27.5,5.62
2005,"ACCOMACK",359.29,149,1,51.5,8.17
2005,"NEW KENT",249.65,258,127,15,4.12
2005,"TAZEWELL",301.04,207,185,29,6.39
2005,"BLAND",322.57,185,21,10,1.97
2005,"HIGHLAND",304.23,204,91,9,1.96
2005,"FAUQUIER",252.25,256,61,204.5,55.75
2005,"FREDERICK",204.79,303,69,90,29.04
2005,"BATH",310.66,197,17,7,1.47
2005,"ALBEMARLE",263.9,244,3,116.5,30.27
2005,"DICKENSON",332.97,175,51,12,2.24
2005,"CUMBERLAND",268.01,240,49,23,5.88
2005,"HANOVER",210.04,298,85,213,67.59
2005,"GREENSVILLE",193.27,315,81,5,1.68
2005,"ALLEGHANY",311.65,196,5,9.5,1.98
2005,"ROCKINGHAM",251.42,257,165,261.5,71.56
2005,"SHENANDOAH",243.66,264,171,105,29.52
2005,"POWHATAN",220.08,288,145,18,5.52
2005,"SOUTHAMPTON",228.66,279,175,21,6.24
2005,"PAGE",254.71,253,139,19.5,5.25
2005,"NORTHUMBERLAND",355.16,153,133,2,0.33
2005,"GOOCHLAND",223.2,285,75,21.5,6.52
2005,"FLUVANNA",248.66,259,65,27,7.45
2005,"JAMES CITY",311.96,196,95,15.5,3.24
2005,"FLOYD",305.03,203,63,127.5,27.56
2005,"PRINCE GEORGE",220.78,287,149,7,2.14
2005,"GRAYSON",342.38,166,77,41,7.25
2005,"NORTHAMPTON",346.28,162,131,45.5,7.85
2005,"ORANGE",219.54,288,137,45,13.8
2005,"GREENE",296,212,79,37,8.35
2005,"WISE",344.29,164,195,11,1.92
2005,"SUSSEX",246.29,262,183,15.5,4.32
2005,"HENRICO",244.24,264,87,26.5,7.45
2005,"KING WILLIAM",245.29,263,101,15.5,4.34
2005,"LANCASTER",315.33,193,103,12,2.47
2005,"WARREN",205.08,303,187,35,11.29
2005,"AMHERST",326.89,181,9,27,5.2
2005,"PULASKI",288.04,220,155,18.5,4.33
2005,"BEDFORD",273.82,234,19,52.5,13.08
2005,"SMYTH",312.17,196,173,33,6.89
2006,"FRANKLIN",319.47,189,67,123.5,24.86
2006,"CHARLOTTE",355.59,152,37,115,18.61
2006,"KING GEORGE",283.69,224,99,21,5.01
2006,"NOTTOWAY",359.15,149,135,38,6.03
2006,"BRUNSWICK",355.55,152,25,33,5.34
2006,"ROANOKE",231.61,276,161,62,18.22
2006,"CHARLES CITY",280.46,228,36,13.5,3.28
2006,"CHESAPEAKE CITY",345.81,162,550,62.5,10.78
2006,"APPOMATTOX",289.39,219,11,33.5,7.81
2006,"GLOUCESTER",302.85,205,73,48.5,10.59
2006,"CULPEPER",248.15,260,47,89,24.64
2006,"LEE",258.73,249,105,52,13.79
2006,"WESTMORELAND",328.76,179,193,58,11.06
2006,"PITTSYLVANIA",287.34,221,143,131,30.83
2006,"MECKLENBURG",339.26,169,117,83.5,15.03
2006,"MONTGOMERY",258.34,250,121,37.5,9.98
2006,"HENRY",322.04,186,89,26.5,5.25
2006,"ISLE OF WIGHT",334.61,173,93,25,4.61
2006,"SCOTT",345.46,163,169,53.5,9.29
2006,"RUSSELL",379.82,128,167,28,3.82
2006,"FAIRFAX",228.74,279,59,55,16.34
2006,"CAMPBELL",279.75,228,31,102.5,24.89
2006,"RAPPAHANNOCK",241.61,266,157,58.5,16.57
2006,"BOTETOURT",236.18,272,23,25,7.24
2006,"WYTHE",258.83,249,197,37,9.81
2006,"CLARKE",206.28,302,43,47,15.11
2006,"HALIFAX",292.68,215,83,102.5,23.47
2006,"SUFFOLK CITY",320.73,187,800,65,12.94
2006,"MADISON",275.17,233,113,53,13.15
2006,"ROCKBRIDGE",263.28,245,163,50.5,13.18
2006,"VIRGINIA BEACH CITY",353.79,154,810,47.5,7.79
2006,"AUGUSTA",279.48,229,15,189.5,46.21
2006,"CRAIG",250.75,257,45,14.5,3.97
2006,"SURRY",262.22,246,181,26,6.81
2006,"RICHMOND",308.18,200,159,16,3.41
2006,"PRINCE WILLIAM",215.12,293,153,51.5,16.07
2006,"YORK",290.97,217,199,14,3.24
2006,"AMELIA",322.16,186,7,41.5,8.22
2006,"MIDDLESEX",301.64,206,119,17,3.73
2006,"LOUISA",297.02,211,109,71,15.95
2006,"LUNENBURG",354.71,153,111,34,5.54
2006,"MATHEWS",352.12,156,115,13.5,2.24
2006,"WASHINGTON",364.21,144,191,106,16.25
2006,"BUCKINGHAM",303.45,205,29,17.5,3.82
2006,"CAROLINE",260.38,248,33,25,6.6
2006,"DINWIDDIE",320.31,188,53,40,8.01
2006,"PATRICK",301.02,207,141,57.5,12.67
2006,"SPOTSYLVANIA",238.79,269,177,34.5,9.88
2006,"CARROLL",263.36,245,35,25,6.52
2006,"ESSEX",290.1,218,57,21,4.87
2006,"CHESTERFIELD",314.9,193,41,31.5,6.47
2006,"NELSON",270.61,237,125,81.5,20.57
2006,"PRINCE EDWARD",306.31,202,147,30,6.45
2006,"KING AND QUEEN",270.16,238,97,27.5,6.97
2006,"STAFFORD",200.2,308,179,16.5,5.41
2006,"LOUDOUN",213.26,295,107,210,65.97
2006,"GILES",293.33,215,71,27.5,6.3
2006,"ACCOMACK",314.29,194,1,51.5,10.64
2006,"NEW KENT",295.04,213,127,15,3.4
2006,"TAZEWELL",378.87,129,185,29,3.98
2006,"BLAND",292.26,216,21,10,2.3
2006,"HIGHLAND",248.73,259,91,9,2.48
2006,"FAUQUIER",228.85,279,61,204.5,60.76
2006,"FREDERICK",225.29,283,69,90,27.12
2006,"BATH",264.89,243,17,7,1.81
2006,"ALBEMARLE",272.23,236,3,116.5,29.28
2006,"DICKENSON",333.98,174,51,12,2.22
2006,"CUMBERLAND",289.29,219,49,23,5.36
2006,"HANOVER",249.47,259,85,213,58.75
2006,"GREENSVILLE",322.97,185,81,5,0.98
2006,"ALLEGHANY",243.88,264,5,9.5,2.67
2006,"ROCKINGHAM",306.21,202,165,261.5,56.25
2006,"SHENANDOAH",256.2,252,171,105,28.18
2006,"POWHATAN",296.5,212,145,18,4.06
2006,"SOUTHAMPTON",357.72,150,175,21,3.35
2006,"PAGE",281.61,226,139,19.5,4.69
2006,"NORTHUMBERLAND",340.49,168,133,2,0.36
2006,"GOOCHLAND",275.02,233,75,21.5,5.33
2006,"FLUVANNA",300.74,207,65,27,5.95
2006,"JAMES CITY",293.12,215,95,15.5,3.55
2006,"FLOYD",241.48,267,63,127.5,36.25
2006,"PRINCE GEORGE",260.66,247,149,7,1.84
2006,"GRAYSON",305.64,202,77,41,8.82
2006,"NORTHAMPTON",342.65,165,131,45.5,7.99
2006,"ORANGE",265.78,242,137,45,11.6
2006,"GREENE",263.51,244,79,37,9.61
2006,"WISE",343.63,164,195,11,1.92
2006,"SUSSEX",281.2,227,183,15.5,3.75
2006,"HENRICO",306.62,201,87,26.5,5.67
2006,"KING WILLIAM",262.64,245,101,15.5,4.04
2006,"LANCASTER",313.37,195,103,12,2.49
2006,"WARREN",220.67,287,187,35,10.7
2006,"AMHERST",273.57,234,9,27,6.73
2006,"PULASKI",259.43,249,155,18.5,4.91
2006,"BEDFORD",269.09,239,19,52.5,13.36
2006,"SMYTH",352.16,156,173,33,5.48
2007,"FRANKLIN",249.5,258,67,123.5,33.93
2007,"CHARLOTTE",231.06,277,37,115,33.92
2007,"KING GEORGE",187.45,321,99,21,7.18
2007,"NOTTOWAY",243.11,265,135,38,10.72
2007,"BRUNSWICK",200.65,307,25,33,10.79
2007,"ROANOKE",235.72,272,161,62,17.96
2007,"CHARLES CITY",310.18,198,36,13.5,2.85
2007,"CHESAPEAKE CITY",297.57,210,550,62.5,13.98
2007,"APPOMATTOX",246.72,261,11,33.5,9.31
2007,"GLOUCESTER",265.47,243,73,48.5,12.55
2007,"CULPEPER",212.79,295,47,89,27.96
2007,"LEE",230.55,277,105,52,15.34
2007,"WESTMORELAND",175.57,332,193,58,20.5
2007,"PITTSYLVANIA",217.54,290,143,131,40.45
2007,"MECKLENBURG",191.51,316,117,83.5,28.1
2007,"MONTGOMERY",203.37,305,121,37.5,12.18
2007,"HENRY",240.14,268,89,26.5,7.56
2007,"ISLE OF WIGHT",255.19,253,93,25,6.74
2007,"SCOTT",270.35,238,169,53.5,13.56
2007,"RUSSELL",310.95,197,167,28,5.87
2007,"FAIRFAX",202.2,306,59,55,17.92
2007,"CAMPBELL",242.45,266,31,102.5,29.03
2007,"RAPPAHANNOCK",246.93,261,157,58.5,16.26
2007,"BOTETOURT",238.53,269,23,25,7.16
2007,"WYTHE",209.39,299,197,37,11.78
2007,"CLARKE",191.58,316,43,47,15.82
2007,"HALIFAX",215.03,293,83,102.5,31.98
2007,"SUFFOLK CITY",314.63,193,800,65,13.36
2007,"MADISON",289.26,219,113,53,12.36
2007,"ROCKBRIDGE",263.87,244,163,50.5,13.12
2007,"VIRGINIA BEACH CITY",250.71,257,810,47.5,13
2007,"AUGUSTA",263.68,244,15,189.5,49.24
2007,"CRAIG",239.52,268,45,14.5,4.14
2007,"SURRY",277.11,231,181,26,6.4
2007,"RICHMOND",219.4,289,159,16,4.92
2007,"PRINCE WILLIAM",206.26,302,153,51.5,16.56
2007,"YORK",278.94,229,199,14,3.41
2007,"AMELIA",245.76,262,7,41.5,11.58
2007,"MIDDLESEX",266.65,241,119,17,4.36
